WEAT_1,flowers-insects-attitude,1.6586191163543842
WEAT_2,instruments-weapons-attitude,1.535252751410166
WEAT_3,racial-attitude,-0.2090723650323441
WEAT_4,racial-attitude-market-discrimination1,-0.35985524699859783
WEAT_5,racial-attitude-market-discrimination2,-0.3787015031324904
WEAT_6,gender-bias-career-family,1.776353345954684
WEAT_7,gender-bias-math-arts,1.2612472540255728
WEAT_8,gender-bias-science-arts,1.2622535599101377
WEAT_9,mental-physical-illness-controllability,1.5631362323509175
WEAT_10,age-attitude,-0.5906266785898181
