translation,language_code,word,gender,word_id,translation_id,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301
いとこ,ja,cousins,N,w1,t1,0.015,0.18241,-0.049556,0.034457,0.36094,0.039201,0.16149,0.070352,0.23662,0.17736,-0.0030278,-0.0057005,0.07736,0.14941,-0.1298,-0.17428,-0.029565,0.1039,0.16289,-0.28079,-0.17916,0.0031256,0.0085709,-0.061732,0.034044,-0.17713,0.12507,-0.18958,-0.23566,0.1288,0.057602,-0.19546,-0.22545,-0.47744,-0.48306,0.085979,0.10568,-0.045129,0.09364,-0.25034,0.25355,0.20381,0.017733,-0.068038,-0.38301,0.08153,0.26174,-0.10442,-0.50384,0.20233,-0.084932,0.286,-0.10403,0.18641,-0.15712,-0.082303,0.24576,-0.025302,0.19877,0.11428,-0.22152,0.17329,0.11547,0.1366,0.17402,0.024828,0.0012928,0.18248,0.31667,-0.038127,-0.12776,-0.031753,-0.034688,-0.059166,0.067393,-0.12051,0.3357,0.20701,0.070755,-0.10896,-0.3018,0.43239,0.36458,-0.11524,-0.17242,-0.24857,-0.0085123,0.047204,-0.13524,-0.07548,0.45313,0.056979,0.35627,-0.057849,0.074781,-0.12769,0.10339,0.044924,-0.063201,0.048017,0.032069,0.088142,0.058438,-0.069088,0.13545,0.21042,-0.049205,0.087818,-0.010645,-0.092517,0.032376,-0.069454,-0.0076376,0.060592,-0.070505,-0.12999,-0.095411,0.0077254,-0.01378,-0.13143,-0.17594,-0.15964,0.16127,-0.13131,-0.25155,-0.17209,-0.064737,-0.1324,0.081515,-0.08157,-0.035396,-0.12857,0.11176,-0.18293,-0.15783,-0.077715,-0.041294,0.11844,0.058028,0.13904,-0.3709,0.096491,-0.15883,0.15315,0.43602,0.02745,0.30692,-0.094571,-0.23319,0.018936,-0.059029,-0.19874,-0.13551,0.37147,-0.24797,0.11549,-0.14412,0.16815,0.19944,-0.09067,-0.086461,0.051823,0.21589,0.21085,0.22628,-0.085093,0.031226,-0.053253,-0.14512,-0.12354,0.019413,0.13704,0.17754,-0.062324,-0.014479,-0.052248,-0.026701,0.0055625,0.17797,-0.055142,0.046518,-0.022409,-0.053696,-0.012946,0.25849,0.372,-0.0037409,-0.21513,-0.13356,0.29959,-0.050995,0.18771,0.14534,-0.0014897999999999999,0.10323,0.031427,0.061011,-0.046665,-0.17227,-0.21087,0.013608,-0.40341,0.13119,-0.09914,0.1119,-0.1529,0.044327,-0.37796,0.12072,0.10089,-0.40279,-0.16524,-0.23832,-0.3,-0.080823999999999993,0.22817,0.095162,-0.027634,-0.10182,-0.010959,0.48467,-0.35641,-0.081062,0.06561,0.18637,0.016141,-0.080497,-0.27639,0.036021,0.37048,0.13064,0.25569,-0.33155,0.42073,-0.47433,-0.010641,-0.14663,0.20118,0.1337,0.25165,-0.44874000000000003,0.018018,0.38624000000000003,-0.0031357,0.23151,0.0020971,0.29062,0.076344,0.038088,0.25894,-0.16117,0.17556,-0.018894,-0.047121,-0.11726,0.23158,-0.080326,-0.19186,-0.13141,-0.18073,0.15588,0.33637,0.28193,-0.014551,-0.21998,0.21401,-0.037365,-0.13172,0.0011916,-0.15933,-0.0078658,0.018922,0.10017,0.016735,-0.15457,0.11583,0.041489,0.047048,0.23516,-0.027486,-0.0054965,-0.044871,-0.22178,-0.097583,-0.064413,-0.22891,-0.1386,0.2592,0.16315,-0.11187,-0.27356,-0.076206,0.027524,-0.10799,-0.030102,-0.010809,-0.016073,0.08814,-0.015706,0.13675
オフィス,ja,office,N,w1,t1,-0.39838,0.5246,-0.25353,-0.32735,0.33788,-0.011564,0.043188,0.015667,0.32906,0.17785,0.047519,-0.029887,0.43236,0.24589,-0.1404,-0.068774,7.9414e-4,0.20052,-0.024227,-0.53188,-0.16491,0.28331,0.0043926,-0.18179,0.19684,-0.30202,0.22775,-0.19454,-0.12898,0.18621,8.6422e-4,-0.23012,-0.16382,-0.33526,-0.53035,-0.0032605,0.18694,-0.18219,0.06957,-0.20672,0.15888,0.14454,0.14469,-0.062471,-0.55636,0.090771,0.17165,-0.095739,-0.59625,0.22262,0.071461,0.42839,-0.18774,0.55665,0.11231,0.064332,0.21211,0.050115,0.26187,0.18111,-0.12107,0.092867,0.032177,0.21118,-0.096022,-0.0095851,-0.063135,-0.076833,0.050103,-0.044347,-0.16798,0.029228,0.12167,0.21971,-0.030076,-0.022412,-0.056707,0.063324,0.028031,-0.10335,-0.06979,0.083416,0.17027,-0.0087221,-0.05997,-0.26039,0.050145,-0.13132,-0.025662,0.025392,0.039246,-0.089932,-0.028163,-0.012172,-0.1459,-0.07801,-0.12028,0.18703,-0.018861,0.16197,0.12157,0.055197,0.14104,-0.11724,-0.14463,0.063652,0.13039,-0.10668,0.34766,0.15615,0.32123,0.074884,-0.034625,0.1402,-0.14706,-0.27358,-0.24657,-0.23825,0.12029,0.077413,0.058077,0.02451,0.038385,-0.1721,-0.18906,-0.2581,-0.049684,-0.028784,0.16182,-0.16491,-0.19746,-0.10924,0.14553,-0.0028978,-0.006475,0.043448,-0.22777,-0.026771,0.17493,0.23801,-0.13674,0.34404,0.015708,0.02395,-0.026193,0.09421,0.14576,-0.13713,0.05166,-0.089321,0.10438,-0.15773,0.025569,-0.051336,-0.26566,0.077531,-0.16083,0.095176,0.3245,0.14261,0.066774,-0.030651,0.19847,0.10396,0.097408,-0.19851,-0.045755,0.034616,-0.27398,-0.085145,0.043072,0.26717,0.30619,0.021739,0.085638,0.041961,-0.0097804,0.025525,0.29353,0.024507,0.0045357,-0.028658,-0.014193,0.078053,0.17783,0.19476,-0.05579,-0.2887,-0.3932,0.51783,0.12124,0.28699,0.32358,0.16208,0.36709,-0.030758,0.15877,-0.071471,-0.39605,-0.19567,0.3371,-0.37716,0.054653,-0.2248,0.25281,-0.3384,0.039637,-0.18939,0.17804,0.031058,-0.36513,-0.14785,-0.22772,-0.17512,-0.068292,0.20548,-0.09694,-0.14036,-0.072494,0.067048,0.33564,-0.35841,-0.19235,-0.039253,0.20707,0.06509,-0.03493,-0.29353,-0.025655,0.19596,0.046383,0.20718,-0.24679,0.13469,-0.63297,-0.19225,-0.081104,0.15535,0.18955,0.10278,-0.29067,0.13807,0.13109,-0.18499,0.29739,0.08631,0.36397,0.31056,0.27201,0.36544,-0.40566,-0.014042,0.2421,-0.23957,-0.18899,0.14691,-0.16837,-0.1201,-0.1566,-0.24652,0.38771,0.38957,0.33249,0.11815,-0.31537,0.20526,-0.16476,-0.20626,0.023137,-0.17314,0.0072877,0.12275,0.085796,-0.19545,-0.084783,-0.19079,-0.036557,-0.3339,0.074583,-0.20352,0.3068,-0.012809,-0.04187,-0.038457,-0.29008,-0.097019,-0.20701,0.20451,0.018127,-0.11181,-0.31684,0.087321,0.21731,0.06876,0.18984,-0.078283,-0.19581,0.011145,-0.11781,0.091381
キャリア,ja,career,N,w1,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
クリエイティブ,ja,creative,N,w1,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
両親,ja,parents,N,w1,t2,-0.14131,0.14163,-0.045801,-0.12424,0.22684000000000001,0.047957,0.12762,0.016387,0.0024723,0.20286,0.0030067,-0.057242,0.24144,0.080028,-0.029318,-0.027724,-0.039618,0.093813,-0.065264,-0.13636,0.037433,0.12867,-0.08142,-0.038574,-0.033582,-0.15133,0.089095,-0.076654,-0.022231,0.092179,0.025146,-0.0029871,0.028367,0.039689,-0.059697,0.041974,-0.045698,-0.13805,0.0019388,-0.027561,0.15773,0.18936,0.019449,-0.077025,-0.15578,-0.0051108,0.13387,-0.066496,-0.27166,0.052485,-0.063922,-0.054576,-0.078044,0.15273,-0.0019921,0.051445,-0.012802,0.049509,0.014307,0.061513,-0.077505,0.28073,0.06915,0.060433,-0.015428,-0.048215,-0.022408,0.059832,0.069211,0.044341,-0.07912,-0.040817,-0.053802,0.018858,0.030902,0.089009,0.13927,-0.018116,0.004425,-0.04694,-0.037802,0.23081,0.025707,-0.06268,-0.070474,-0.1458,-0.011685,0.013504,-0.046868,-0.044019,0.14654,0.014752,0.16065,-0.033337,-0.032171,-0.034732,0.024707,0.05963,0.0026101,0.12226,0.074649,0.15326,-0.010135,-0.19757,0.050497,0.058821,-0.017569,0.049517,-0.0062927,-0.047329,0.065494,0.036213,-0.04918,-0.024977,-0.17464,0.048993,0.075565,0.030881,-0.093811,0.024968,-0.0071286,0.21625,-0.019896,0.18535,-0.16708,-0.13813,0.014101,-0.055372,-0.052622,-0.17994,-0.13883,-0.069571,0.046626,-0.12999,-0.17488,-0.066987,-0.072217,0.097667,0.068121,0.011946,-0.14698,0.17709,-0.018561,0.12858,0.21237,0.08328,0.12192,-0.093501,-0.13489,-0.016914,-0.17056,-0.22742,-0.034409,0.0071681,-0.11454,0.053828,-0.26281,0.10403,0.24735,-0.060438,-0.1088,0.095486,0.11291,0.14617,0.11355,-0.16036,-0.1084,-0.13703,-0.28687,-0.14083,0.0026753,0.23613,0.10529,-0.062425,-0.16854,-0.02309,-0.069966,0.0070451,0.16973,-0.031784,-0.089519,-0.051564,-0.043425,0.083679,0.20989,0.16666,0.077186,-0.2207,-0.21286,0.16332,0.014042,0.068106,0.25287,0.080754,0.10166,-0.0019029,0.01129,-0.0022766,-0.082844,-0.19569,0.11395,-0.10608,0.10025,-0.11128,0.091532,-0.11496,0.036744,-0.11744,0.048348,0.1547,-0.14923,-0.0043621,-0.15052,-0.12038,0.020701,0.1534,-0.018016,-0.046711,-0.055185,0.063635,0.23259,-0.19732,-0.096525,0.057677,0.19009,0.038947,-0.11103,-0.046054,0.012009,0.11258,0.1777,0.31685,-0.2223,0.15483,-0.27338,-0.10705,-0.13347,0.26142,0.15152,0.11784,-0.49189,0.0656,0.36678,-0.097211,0.080764,-0.030624,0.2689,0.13018,0.10816,0.20134,-0.33553,0.0045096,0.16882,-0.035537,-0.164,0.14749,-0.085849,-0.1538,0.0073864,-0.048505,0.29267,0.28495,0.26556,0.13421,0.010043,0.12273,-0.1102,-0.039059,0.11742,-0.017793,0.21926,0.082596,0.15745,-0.18136,-0.29865,0.069128,0.20054,-0.075478,0.2453,-0.10347,0.14969,-0.14341,-0.15399,-0.11995,-0.10082,-0.040196,-0.039382,0.14132,0.10965,0.03181,-0.32709,0.060417,0.076758,-0.053339,0.12298,0.049143,-0.12109,0.028281,0.041098,0.093641
会社,ja,corporation,N,w1,t1,-0.18684,0.26685,-0.13234,-0.088397,0.32109,-0.019657,-0.049019,-0.019383,0.058878,-0.018397,0.082477,-0.14461,0.22227,0.15497,-0.15324,-0.16594,0.095994,0.0036825,0.29578,-0.066668,-0.0843,-0.078804,0.11118,0.049069,-0.10658,0.050516,-0.0055648,-0.094618,-0.21481,0.10202,0.074812,-0.2034,-0.040848,-0.30651,-0.1509,0.19124,-0.14286,-0.126,0.029718,-0.2506,0.082781,0.061362,-0.033425,-0.0085944,-0.2454,-0.10586,0.20661,0.10338,-0.2208,0.1216,0.015963,-0.036441,-0.0096285,-0.065274,0.19776,-0.093647,0.16866,-0.028794,0.23293,0.13998,-0.095268,0.31808,0.14386,0.29305,0.17192,0.12386,0.13183,0.089375,0.078998,-0.21571,-0.045845,0.083219,0.039768,0.043717,0.1585,-0.0045463,0.33827,-0.0031264,0.13639,-0.20664,-0.15427,0.31501,0.11288,-0.25625,-0.21278,-0.34729,0.01504,0.23894,-0.097845,-0.022781,0.31179,-0.12325,0.37902,-0.13941,0.026608,-0.14386,0.27141,0.058267,-0.084184,-0.027837,0.018947,-0.10094,0.17577,-0.18283,0.057635,0.022515,-0.064175,0.09586,-0.22416,-0.14135,-0.094999,-0.14403,0.022066,0.026119,-0.07452,0.066909,-0.15502,-0.057346,-0.0057687,-0.043284,0.05444,0.10358,0.15291,0.1215,-0.16068,-0.10035,0.1656,-0.020301,-0.031333,-0.014669,-0.0058011,-0.013815,0.12934,0.050622,-0.19093,0.11572,0.14988,0.061018,0.20623,0.17572,-0.24417,0.23563,-0.18519,0.05797,0.4463,0.022983,0.36158,0.0067637,-0.05664,-0.0254,-0.0059468,-0.34857,6.819e-5,0.40183,-0.37709,0.17162,-0.12187,0.23712,0.20706,-0.12576,-0.19558,0.15937,0.26391,0.22309,0.57659,-0.30428,-0.02639,-0.14619,-0.14163,-0.23105,0.088518,0.27527,0.42983,-0.19109,0.015069,-0.086503,-0.44814,0.018532,0.40239,0.118,0.028749,-0.12559,-0.079909,0.23609,0.43855,0.53935,0.0062308,-0.46365,-0.14181,0.18205,-0.032131,0.10148,0.10648,0.1298,0.32031,-0.13596,-0.0802,-0.021394,-0.40104,-0.11518,0.29721,-0.48831,0.091085,-0.15276,0.18443,0.0077098,0.13691,-0.37904,0.13059,0.14274,-0.40481,-0.17075,-0.16137,-0.34465,-0.17529,0.18259,0.22482,-0.029793,-0.22745,0.13045,0.8002,-0.6346,-0.095564,0.052192,0.31434,0.050994,-0.21623,-0.29892,0.14835,0.30646,0.058302,0.24144,-0.19705,0.3468,-0.54331,-0.13898,-0.031526,0.3126,0.012636,0.35704,-0.69306,0.011921,0.30768,-0.099707,0.42947,-0.0051968,0.59316,0.22357,0.079745,0.31289,-0.66941,0.070796,0.077891,-0.29362,-0.29222,0.30285,-0.062218,-0.44491000000000003,-0.1837,-0.048759,0.22081,0.50218,0.47794,0.1158,-0.16504,0.043745,-0.20011,-0.11236,-0.18404,0.004304,-0.17502,-0.067133,-0.072059,0.059495,0.11324,0.053389,-0.1087,0.16215,0.021646,0.27321,-0.0087271,-0.11793,-0.038542,0.2467,0.025531,-0.17154,0.021322,0.055356,0.01844,-0.13392,-0.0018855,-0.20655,-0.10424,0.029997,-0.032585,0.033821,-0.24791,0.17878,0.023656,0.089239
兄,ja,brother,N,w1,t1,-0.43311,0.25148,0.028529,-0.28449,0.3077,-0.073168,-0.080814,0.031976,-0.005641,0.047788,0.070944,-0.11382,0.02123,0.18918,-0.016015,-0.23103,0.083025,-0.032952,-0.029808,-0.10065,-0.12914,0.19215,-0.2161,0.15105,-0.060529,0.084724,0.2365,-0.1131,-0.50178,0.308,0.24577,-0.32541,-0.05002,-0.40068,-0.7486,-0.1901,0.087775,-0.11447,0.25973,0.10043,0.38955,0.135,-0.01988,0.18643,-0.14551,0.16037,0.33562,0.044359,-0.18161,0.036801,-0.10764,0.28394,-0.053213,0.24617,-0.036123,-0.078159,0.14225,0.08541,0.12452,0.16444,-0.53415,0.86537,0.2517,0.28569,-0.078914,-0.51325,-0.07286,0.29179,0.92033,0.06098,-0.62192,-0.1565,0.028084,-0.093845,0.055955,-0.15616,0.4282,0.14753,0.012467,-0.096862,-0.27831,0.20393,0.062122,-0.03635,-0.030075,-0.60282,-0.054567,0.23606,-0.1344,-0.2502,0.37491,-0.18121,0.58373,-0.40385,0.1466,-0.42812,0.27346,-0.023221,-0.064717,-0.28679,-0.50774,0.066095,0.10659,-0.11132,0.09478,0.40421,0.036018,0.22086,-0.36074,-0.17734,-0.22941,-0.10352,0.052478,0.22608,-0.070675,0.20632,0.14032,0.33676,-0.23224,-0.11042,0.038071,0.51859,0.13728,0.30519,-0.20444,-0.14323,0.22747,-0.20713,0.36435,-0.089976,-0.28176,-0.032611,0.28409,-0.21239,-0.37726,0.075959,0.39249,0.13582,0.17642,-0.09801,-0.1519,0.22986,-0.050098,0.42403,0.28447,0.14053,0.16205,-0.018283,0.0040442,-0.086165,-0.13546,0.0025736,-0.06366,0.44609,-0.12754,-0.0024365,-0.10023,0.111,0.29208,-0.31973,-0.22012,-0.048321,0.13436,9.0238e-5,0.21476,-0.18257,0.12946,0.28303,-0.22281,-0.0053059,0.1268,0.049502,-0.037031,-0.0097137,0.095094,-0.064638,-0.30047,-0.15948,-0.1239,0.13285,-0.13409,-0.26041,-0.17708,0.44457,0.50132,0.43989,0.23094,-0.48658,0.092571,-0.1753,-9.845e-4,0.098929,0.21531,0.18354,0.17907,0.041748,0.25769,-0.11978,-0.24203,-0.18614,0.12966,-0.11353,0.0973,-0.063806,0.30563,0.067221,0.08838,-0.32319,0.014174,0.10027,-0.41742,-0.32959,-0.25353,-0.46625,-0.076855,0.30968,0.060278,-0.086889,-0.2774,-0.068866,-0.0415,-0.078117,-0.01093,0.14646,-0.12108,0.15099,-0.092546,0.18473,0.15031,0.30847,0.031892,-0.092954,-0.27513,0.31916,-0.053839,-0.027083,0.090599,-0.042094,0.13154,0.11472,-0.41884,-0.082039,0.29229,0.17174,0.14898,0.096077,0.12659,-0.034124,-0.14481,0.17867,-0.29381,-0.25568,-0.14448,-0.091182,-0.13445,0.25402,0.13714,0.047869,-0.03194,0.10914,-0.32776,-0.13318,-0.045075,-0.31297,0.042911,-0.1353,0.14844,-0.044353,0.024334,-0.081007,0.098569,0.26129,0.16057,-0.20827,-0.37647,-0.078526,0.090914,0.067159,0.32017,0.14099,0.22208,-0.10927,-0.34573,-0.14807,0.0014037,-0.1596,-0.021846,-0.10104,0.10877,-0.10685,0.080015,0.022846,-0.066497,-0.011117,-0.21083,0.12242,-0.035885,0.089462,0.22418,-0.059389
創作的,ja,creative,N,w1,t2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
営業,ja,business,N,w1,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
天才的,ja,genius,N,w1,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
