en,genius_gender,genius_gender,0.72606544053198
es,genius_gender,genius_gender,-0.4830654543250616
hi,genius_gender,genius_gender,-0.6707673850755563
ur,genius_gender,genius_gender,-0.03582590611661698
fr,genius_gender,genius_gender,1.1188380641277893
pt,genius_gender,genius_gender,0.42001672148198704
ml,genius_gender,genius_gender,-0.4380600095274298
ta,genius_gender,genius_gender,-0.49324907430417514
it,genius_gender,genius_gender,-0.870500413098273
ar,genius_gender,genius_gender,0.8809888018062844
el,genius_gender,genius_gender,-0.11687790165388637
de,genius_gender,genius_gender,0.29310947512958174
ro,genius_gender,genius_gender,0.733233084103075
tr,genius_gender,genius_gender,0.18904336890327295
