word,maleness_embedding_sub,maleness_embedding_wiki,maleness_norm
discipline,0.029601505943315815,0.03330320088319924,4.4688
disclose,-0.0331195048836575,-0.017069585218946026,3.92
disclosure,-0.016770577904248962,-0.026519836639876587,4.0313
disco,0.004904921117469985,-0.03583189042290316,3.3793
discomfort,-0.023993003905140614,-0.024732281516415322,3.3571
disconnect,0.01735347924682329,-0.0161849867266107,4.3939
discourage,0.012252784922422127,0.005697525424345082,4.4706
discover,0.008731041234578518,-0.035329456325330244,4.3125
discovery,0.02020507970696328,-0.013326758742206651,4.5588
discrete,-0.01559916916848253,-0.010329773117059113,3.697
discretion,0.031178540962014112,0.01934240016417571,3.5758
disdain,-0.0015581475472768724,0.035137046173652375,4.3103
disease,-0.006933299549510108,-0.014551500270484297,4.0588
diseased,0.031341473114297635,0.00505894077692412,4.6571
disfigured,-0.008611976098610252,-0.020239942067248662,4.5758
disgust,0.010816053201294556,0.006453451179666336,4.0968
disgusted,0.01842611110681125,-0.0011063674767091691,4.2941
disgusting,0.0025350275028490077,-0.013942541565941546,4.8857
dish,-0.015704770977971294,-0.012686002794824208,3.3478
disloyal,0.026332928728396682,0.04220403052923927,4.0909
dismiss,0.005293083885253291,0.03436989196985615,4.2222
disparity,0.005537202352699361,-0.018325688821469677,3.6429
displeased,0.0196991112810192,0.04081332751402822,3.6857
dispose,0.012979005192907594,0.04014040612297176,4.5455
disposition,0.013528045417687207,0.021655446285896995,4.2813
dissent,0.04351609678068377,0.03785553738271892,4.5
dissident,0.052710687550808766,0.03320727279540869,4.72
distant,0.007359953208938286,-0.009700146365470008,4.2188
distinction,0.018115625015743264,0.016844355686692458,4.4545
distinguish,0.016782554690259605,0.02614351081808869,4.2059
distract,-0.011401142872659142,0.012344412992414705,4.1935
distraction,-0.0066046237787223405,0.0029846504429749954,4.0606
distress,-0.058640077105953786,-0.060248862735514885,3.4063
distressed,-0.03796212229883772,-0.05357999343517006,3.7879
disturb,0.00650858695949208,-0.002321496218798208,4.2813
disturbed,0.01734401968932403,0.01263282533786797,4.3939
ditch,0.012480226743193212,0.022997690293629053,4.3214
dive,0.034997207692061355,-0.012463429535537168,4.0882
diver,0.04857360177705461,-0.037493234788100155,5.0313
diverse,-0.012455682095885712,-0.015456843797391595,4
divert,0.036726307744504166,0.027985957381498394,4.3125
divination,-0.005946898012250679,-0.005707421613024455,3.3704
divine,-0.00377377391479089,0.002928379077026283,2.931
divorce,-0.054611821369268565,-0.09889940442669515,3.7586
dizzy,-0.020581463929449872,0.023098907155824244,3.4643
docile,-0.025598873826862323,-0.020236467486574317,3.0385
dock,0.05299844396725337,-0.003959945608690452,4.911766666666667
doctor,-0.008465313226878657,-0.007339533327814951,5.1515
doctrine,0.01019351018896475,0.03490987966510305,4.9677
document,0.03224464209178876,0.006248637878468771,4.375
dodgy,0.03245504576941066,0.021794505874905362,4.7576
dog,0.03625587242434658,0.017114139672990636,4.6061
dogma,0.01815046407785101,0.016252201883329626,4.92
dole,0.02825535764397316,-0.015661054216992043,4.7391
doll,-0.06630064302276895,-0.09982535004253745,1.697
dollar,0.03553281089939864,0.009407514418526886,5.2059
dolls,-0.06042632055520786,-0.10126868498574373,1.8529
dolphin,-0.019878835436723086,-0.0066838169887616095,2.9091
dome,0.030784333249616658,0.027853077572434354,4.25
dominate,0.04122982812646131,0.03832458125985677,5.6571
donkey,0.04703450841637191,0.04621597255969767,4.8824
doom,0.016149601823670506,0.02730194671110789,4.75
doomed,0.011160688482924952,-9.361664138899939e-4,4.8438
door,-0.004650692904913656,0.005099468139668384,4.2727
doorman,0.005634833766810232,0.018600814455559833,6.4286
dope,0.0740689539662312,0.028741228851567935,5.066833333333333
dopey,0.03716939293301552,0.013204356830539304,4.8788
dose,0.005555421320337095,0.004209440277510565,4.1471
doubt,0.015074638599576529,0.02445346524631395,3.7813
dough,0.023946807703028372,0.0026109812688667466,4.068033333333333
dove,-0.003277347855184909,-0.030199508168681777,2.9847
down,0.06275153886580098,0.008918229968634728,4.00075
drab,-0.07527206932966701,-0.03839919582144888,4.1935
draft,0.06111525515199376,0.031098814512635548,3.9597333333333333
drag,-0.0034037354303347034,-0.05948064820606473,4.4857
dragon,0.04759848736872507,0.01964732259170432,5.3871
drama,-0.055965777091623536,-0.025341853087482186,2.5294
draught,0.03707286062257181,-0.021324559699439194,4.3636
draw,0.015972912630712266,0.022175405978114265,3.71478
drawers,-0.024527377635541026,-0.030881138936330266,3.5714
drawing,-0.015731641329022383,0.019915018188154887,3.3235
dread,0.027707269493653874,0.014703053514172448,4.3793
dream,-0.015855364153874285,-0.017506140377437363,3
dreams,-0.010248783427972474,-0.050080725022388195,3.0303
dreary,-0.008002086117595647,-0.01491885376642671,3.8235
dress,-0.09074027268813473,-0.11419941654611482,1.9912
dressed,0.005079177439170635,-0.03510933210628325,3.1563
dresser,-0.025243364875411733,-0.05154598477000011,2.1515
drift,0.02305371050722052,0.016036131014080843,4.4242
drifter,0.009955971696257726,-0.009983360833789257,4.8286
drifting,1.4306596037047536e-4,-0.0025043437506751254,4.0909
drill,0.033596347958862294,0.010338767606249605,5.5805
drive,0.037598369066435794,0.017713736496290072,4.837466666666667
drop,0.031081059534520367,0.006839813884952695,3.8567
dropped,0.0024625173409323353,0.009739855302426437,4.25
drought,0.03130928644073594,0.032841788776838104,4.8125
drown,0.010841484583036742,-0.028192755098606248,4.3235
drug,0.015940354699815917,0.0018747903805067245,4.7879
drugged,-0.025757689562439623,-0.04213633772723624,5.0909
drum,0.04358114607098912,0.049660899536694086,5.4286
drummer,0.0560410710204588,0.0382652567896658,5.6176
drums,0.07295020697015162,0.04415030004295928,5.1724
drunk,0.03487985353177592,-0.001784195120538401,5.0606
dubious,0.00920569328883783,0.010971067931469514,4.2581
duck,0.06350970312874468,0.050445476870991685,4.44605
duet,-0.05798762796559004,-0.06658516249235036,3.4848
duke,0.05967743188007363,0.04096854301422237,6.5588
dull,-0.006464790099071749,0.008047357911924041,4.7647
dumb,0.018023795952685412,4.109491909715379e-4,4.6129
dummy,0.0685795722052272,0.021656509016356185,3.678025
dump,0.01155574782259669,-0.03495393654348683,4.7576
dune,0.04611545209958254,0.018243064436938017,3.9615
dung,0.023893228544155348,0.03291352627907593,4.7813
dungeon,0.0034889754756344538,0.014941614055346997,5.3939
durable,0.009933554558098051,0.016144630934772336,4.8182
dusk,0.019496193193471567,-0.03771730203559004,3.8125
dust,0.025930011480850446,0.02625911569720954,3.7647
dustbin,0.011471948370954832,-0.016492056928590848,4.6563
duster,0.049811699596668785,-0.017780020200229174,3.3226
dustpan,-0.030478339816321837,0.015039079481447976,3.7576
dusty,0.021622200415950338,0.005434547935244949,3.7586
duty,0.014597813717140917,0.015322168517753448,4.4848
duvet,-0.046204172392319526,-0.06812752705367903,3.0385
dwarf,0.02359572577070862,0.009202802661621073,4.5714
dwell,0.023135117282195264,-0.01084881678904659,3.7857
dye,-0.03958572444140383,-0.024986285370769412,3.0909
dying,0.012914832345532368,0.01609853193092825,4.0625
dynamite,0.050516190597550026,0.04283627016310479,5.2667
dynasty,0.016570725001885167,0.03135808987477687,4.7931
eager,0.017402005056727704,0.03901107787628083,3.5313
eagle,0.0639377028907755,0.02565667270317365,5.5758
ear,0.04531181248446936,-0.007097468461608136,3.9118
earn,0.04343542319349242,0.03255404726384001,4.9118
earphones,0.009589290142047457,-0.019886188398082594,4.2188
earth,0.03438830233890025,-0.009016645674905815,3.4848
earthquake,-0.0043315416910785776,-0.0010229726386191684,4.6667
ease,0.03995511000677926,-0.003096767949489626,3.2647
easy,0.033178078456085974,-0.008583288162126557,3.4
easygoing,-0.004306518639459439,0.026669168041418057,3.8182
eat,0.049198848764161085,0.0034738827574480047,4
eatery,0.020558747188253262,-0.006687053531018228,3.9118
eccentric,0.029224311825642474,-0.004783741259078378,4.4516
economic,0.018400058690586724,0.007130730286258144,4.6897
economy,0.02107552141978819,0.034499064680984556,4.9
ecstasy,-0.054402556443503614,-0.04972266228675562,4.1818
ecstatic,-0.033432105371041965,-0.06547109081240365,3.7273
edge,0.014656640144131483,-0.003385762346286847,4.6
edifice,0.031055680123802637,0.039955193096298636,4.125
edit,0.007943823884138113,0.0012522722058651847,4.1613
edition,0.01949783517282208,0.0203031591966161,4
editor,-0.024731772581871536,-0.016814698338169176,4.5
educate,-0.007033300199896286,0.020720588823706976,3.5152
education,-0.004310092587533676,0.012303161413683872,3.7576
eel,0.014044208442433037,0.03689961322590912,4.5294
eerie,-0.013811584446019487,-0.039586219115871124,4.4063
efficient,0.02178412524256465,-0.008035854528023592,3.6667
effort,0.031298822204874954,0.014677238894044098,3.6364
egg,-0.003005249912937741,-0.04807161024450651,3.5455
ego,0.05562909804717084,0.0236755961384158,6
elaborate,-5.401700768448148e-4,-0.003995159908180973,3.3548
elated,-0.004850043798521164,-0.025677237543422826,3.3548
elation,-0.008531291471538638,-0.03422664570220807,3.2903
elbow,0.0487457521270101,0.04014224042839548,4.087
elder,0.05547376445946567,0.04778432235718749,4.6667
eldest,-0.004740931028000772,0.03983964381648297,4.6071
electric,0.045931981575395436,0.01083988500076144,4.7931
electrician,0.054613715181893674,0.022657589993367977,5.7879
electricity,0.023318999140531038,0.016075834747897894,4.6
electronic,0.02115275590447785,-0.008558470881939631,5.2188
elegant,-0.049272569868780064,-0.05724300294083026,1.5882
elephant,0.04139054595300373,0.019939395541332477,4.5763
elevator,0.005110209919851311,-0.033558191717388636,4.3714
elf,0.0017198150615282959,-0.06697590229035533,4.1875
elite,0.022766435063087093,0.031955345007658786,4.2424
elitist,-0.013045005421414013,0.004594370084868626,4.4412
elk,0.011573039063692031,-0.014227729535100542,4.5333
elm,-0.012330040459514968,-0.0133342571553694,3.1818
elude,0.03446460006457856,0.05831591751286175,3.6061
emancipation,-0.020060060362422444,-0.03461738674403422,3.6667
embarrass,-0.003886878962660184,-0.005145227330444757,3.9143
embarrassment,0.01660937228492354,0.005627302977585902,3.4412
embezzle,0.032092061932905314,0.03558195744935699,4.5484
embrace,-0.003405595955178753,-0.03524461410073715,2.1667
emerald,-0.05413116769401244,-0.06723807836728335,2.84
emergency,-0.006830186746895173,0.0015255561536771933,4.4839
emotion,-0.033312531904316434,-0.04336828019670441,2.5172
emotional,-0.02568187481378542,-0.045935810196018556,2.2903
empathy,-0.03534969486838488,-0.017605587822595442,2.4848
emphasis,0.0072069635849210945,-0.006972937302655219,3.6
emphasize,-0.019411014232234222,0.001692572833749184,3.6875
empire,0.048989176079552665,0.02853911165356446,5.7353
employ,0.029577276873536895,0.030405818268073176,4.8485
employee,-0.010913354214298676,-0.023689980613599948,4.2
employer,-0.002523308797548529,-0.025673293992978047,5.0323
employment,0.00236101578674644,-0.00952072643511856,4.8235
emporium,0.01969757018949203,-0.03388817430942248,4
empty,0.027215196291536237,-0.027629051801664514,3.96
enact,0.01626497295042853,-0.005279857557342699,4.3438
encore,0.009493632496286958,-0.030196767929527524,4.0645
encyclopedia,-0.02763000905419047,0.00920921511758574,3.8387
end,0.028838617214398288,0.035604177259346115,4.3939
ending,0.011285538629207392,-0.0026566006144070897,3.7353
endless,-5.9653715597352e-4,-0.00930807178053078,4
endure,0.01420280335638735,0.0019241473587669478,3.9697
engage,0.01581206491553752,0.018935919759210107,3.3333
engaged,-0.04325691302924367,-0.016368525253385918,2.8235
engagement,-0.055459785251972205,-0.05980108856201932,2.8667
engaging,0.014078067298118807,0.022093455658824507,3.2353
engine,0.03790089678104944,0.03132599622580133,5.8857
engineer,0.08236515869899319,0.05675423673364985,5.7273
enhance,0.005952772413954199,-0.015420382160847498,3.9
enjoy,0.014503531482746801,-0.0017797177947682097,3.5143
enjoyment,2.2270955353020927e-4,0.006832909669813897,3.5714
enquire,-0.02627883283278079,0.027684039839032976,3.7941
enquiry,-0.019377297817916278,0.029334635011446203,3.5161
enraged,0.026113263011968812,0.037129598788744944,5.1714
ensure,0.034982622256106655,-0.006146313420645616,3.7879
entail,-0.020231335289721986,0.01942436865819616,4.0333
enter,0.027874242199539212,-0.014194251540505798,4.129
enterprise,0.06037382941180522,0.007994747781325348,4.8857
enthral,-0.025915174754174097,0.004120201230935067,3.7917
enthusiasm,0.00828696124199485,0.03601830646418577,3.1563
enthusiastic,0.015654499906258168,0.03228877253979695,3.1563
entitle,0.011574159292186526,0.01755298418719975,4.2121
entrepreneur,0.052854995820546535,0.04143711984344767,5.1452
entry,0.016032505426994248,8.40076286838326e-4,3.8788
envelope,-0.009906979572322255,-0.04842338382775592,3.7576
epidemic,-0.031133242966581043,-0.007290766419927375,4.7097
episode,-0.007262069382108355,-0.020017633442736493,4.125
episodic,8.680934520884087e-4,-0.02315842606092816,4
equal,0.019018658303657676,-0.019127114997767397,3.9697
equality,-0.007864992016450079,-0.058822036805131234,3.3793
equipment,0.05049605848876873,0.017517477878861792,5.1143
erase,0.00948039198946457,0.0021543718304573023,4.0938
erode,0.039339080019576395,-0.02863171734227049,4.5294
eroded,0.03730754496249397,-0.004055559932895608,4.7879
erotic,-0.056237062202214416,-0.11688997119719646,3.1563
errand,0.044372504174100075,0.005398086528203894,3.5455
error,-0.004171002736614499,0.05126464165414145,4.3704
eruption,-0.021000499363297453,0.011532188070554825,5.5455
escape,0.03772809298424751,0.015081895405691215,3.7273
escaped,0.035321665211175135,0.05448099174716167,4.3125
escapee,0.032524949975336614,0.02428903244318109,4.6765
escort,-0.014991144242082255,-0.047837340339876994,3.6286
essence,0.0016912451173958232,-0.02520735748892844,2.8182
estate,0.0035716501848538917,0.016437555383403163,4.625
estimate,0.04216328164493907,-0.0045021129079738514,4.4545
ethnic,-0.025148317589225505,-3.2453665773604645e-4,3.963
euphoria,-0.03543932601221286,-0.03303647915411348,3.0294
evaluate,0.0017266917144968252,-0.016360162996613414,4.0286
evangelist,0.006741357374901724,0.027977617257971238,4.0667
even,0.029433252161601087,0.009199803217489533,3.5808
evening,-0.01954066822246653,-0.04039989054725854,4
event,0.004141339993101512,-3.0362437894440597e-4,3.7966
ever,0.018096287665805566,0.012967283420290798,3.4375
every,0.010914071003297166,-0.008116421945234736,3.8387
everything,0.020465177166298087,-0.014468272582284364,3.6364
evidence,0.013732369986670656,0.018064924279578065,4.2813
evil,0.01631181317416619,0.014948995709129609,5.0286
evoke,-0.03618914779825358,-0.04218373800930375,3.9333
exact,-0.013638440580804267,0.005715547317403008,4.0909
exam,-0.01944307611970958,-0.008229553634200831,4.3226
examination,0.015311785666921818,0.012103524524271159,4.3333
excel,0.006230056918584775,0.019091756407883118,4.0333
excellence,0.06450386924566395,0.022636711480152477,3.7429
excellent,0.028247950707233016,0.04803819686850194,3.6667
excited,-0.016965289389030302,-0.03693531413724274,3.303
excitement,-0.01515432933867561,-0.0026256009992598472,3.4688
exciting,-0.027477778066429814,0.00674836582117308,3.2857
exclaim,0.0265885988259216,0.0010029335303041453,3.8462
exclude,0.01492387197054365,-0.0026255349620794427,4.5
exclusion,0.003177581739400054,0.00473967582174431,4.0606
excrement,0.0013133010815606916,0.024266173848818462,4.8438
excuse,0.010439019640368724,0.019218239226594908,4.6563
execute,0.06968548917682171,0.03930875524735916,5.4501333333333335
execution,0.055062439587103884,0.032269306306909634,5.0909
executioner,0.06908742696083492,0.0647908075324698,5.9429
exercise,0.027071065235905495,-0.011084456912492269,4.6176
exert,-0.005457817659630965,0.002455033400860146,4.8125
exertion,0.011703675925035545,0.020239455496897096,5
exhaust,0.05570252039628072,0.0315985723143396,4.9375
exhausted,0.007389722271973681,0.0441407485878019,3.7273
exhaustion,0.006102700586559068,0.030235342212074523,4.2941
exhibit,-0.018943173966448887,-0.035680191038879,3.9706
exist,0.001914597983478955,-0.01494730851836805,4.0882
existence,0.001354468457110708,0.01862540525508577,3.9444
expand,0.03142669581469909,0.0035819240918177897,4.5625
expanse,0.004377009119281378,0.0038608927919183134,4.3226
expedition,0.05956491425974547,0.03362658005066199,5.2424
expel,0.03164257580380453,0.03134986906012374,4.2424
expensive,-0.01355314274837402,-0.029797601121891365,2.9394
experiment,0.018071696717535113,-3.0230798339070386e-4,4.5152
expert,0.037526673886491835,-0.0017499081249282011,4.4643
explain,0.02537615848603969,0.02309190591002433,3.5152
exploration,0.04242256816902587,0.0073313349093528934,4.8438
explore,-0.004283149267422681,-0.004593992487207127,4.6667
explorer,0.02438571846804294,0.03665814677321361,5.2121
export,0.03901703762948308,-0.009373138244297516,4.9
express,0.0048219345955656245,-0.016181942182471223,3.4375
expression,-0.004950350676890536,-0.004906911055851421,2.7742
exquisite,-0.10539684799569002,-0.07022378776887422,2.8182
exterminate,0.0804093723360495,0.05267056066534323,5.75
extravagant,-0.013129016668125826,-0.025025478403242984,3.0588
extreme,0.004328543583837857,0.032117262162028995,5.3438
eye,0.02619617942913957,0.003943815237442139,3.6364
eyebrows,-0.03353216898624656,-0.02117745786859132,3.1176
eyelashes,-0.07938008993786624,-0.07573436111485168,1.6857
eyes,0.00648083104021141,-0.02424436979683961,2.8529
fabric,-0.04116598476009528,-0.048030403700597024,2.6765
fabricate,0.007640093202151421,0.02263462166434918,3.7273
fabrication,0.02532605140526356,0.034909191405687906,3.9677
fabulous,-0.06355831405387008,-0.04530665399252343,1.8788
face,0.03752834885851314,0.01365430945461088,3.3103
facebook,-0.038416836638545476,-0.02613256803379957,4.1714
facility,0.010944525656132964,-0.008684030291696981,4.1429
fact,0.0026832679758085343,-0.0015789908088371107,4.8387
faction,0.03639026600876549,0.05802293556322105,4.5185
factory,0.023041071976106636,0.01976246010829455,5.2059
fade,-0.01215070386064862,-0.01332495946522727,3.5938
faded,-0.028304484115972556,-0.0023770452358591043,3.7037
faeces,0.005716772490899302,0.006719176172061719,4.8235
fail,0.03312505507365665,0.018066989168838865,4.4286
failure,0.05486900629281771,0.04534542693515467,4.3611
faint,-0.0238374792667424,-0.013690269243856246,2.9764666666666666
fair,-0.030139566551226293,-0.029826302545969435,2.96086
fairy,-0.041250205819716446,-0.08661140888915073,1.6875
faith,0.04470007438833698,0.008120480635764232,3.0938
faithful,0.004218632181547499,0.024055088807440422,2.4412
fake,-0.017505730434843214,-7.144701846603929e-4,3.1
falcon,0.05518903182264859,0.018041126541164715,5.0625
fall,0.011318559121424987,0.006586997594054317,3.8964666666666665
fallacy,0.016545603966517025,0.04108204716740517,4.3333
false,-0.0013365564382378514,0.006682119785846735,4.3636
falter,0.030012226041427642,0.02122363470327507,3.9545
fame,0.0394840329142267,0.01917667227344161,3.2188
family,0.009510860992584524,0.004651242342100903,2.6154
famous,0.015872724967112728,0.024752049120508518,3.7037
fanciful,-0.019869545650832043,-0.01725462978108286,2.3939
fans,0.02761740963821291,0.019377082286089947,4.594133333333334
fantastic,-0.004882506737002412,0.013426549417322658,3.4412
fantasy,-0.02652776024750536,-0.04008300755826466,3.1714
fare,0.010905263962327827,-0.014619236805038557,3.8137
farewell,-0.019965599017245483,0.006779289008031819,3.0882
farm,0.029117284373043062,0.052930202262866405,4.7576
farmer,0.037508472252538894,0.04137757897693639,6.1429
fart,0.0640185234324537,0.06138225086247803,6.3714
fascinating,-0.03770873748685108,-0.054413874293071346,2.9355
fashion,-0.06953144494626051,-0.10643315100975978,1.7353
fast,0.059631337159012116,0.011105600613549788,4.432766666666667
fat,0.03478856766173527,0.0068325452334211945,3.7059
fatal,0.008700679061465821,0.003506375617701313,4.7059
fate,-0.002131211664886279,-0.03581627273403426,3.1613
father,0.08141050012040146,0.09153428887272269,6.681533333333333
fatigue,0.04021912232695042,0.013663847512044025,3.6
fault,-0.023869013002428552,-0.006842759964920453,4.2727
favour,0.03437699368764224,0.05617340179328645,3.3636
fear,0.045877692423963085,0.021735358350942785,3.6471
fearful,0.02213624672610648,0.005466788888178253,3.5357
feat,0.036783457038792905,0.009346154913810717,4.4828
feature,-0.02359162186521288,-0.01782908397737168,3.5
feeble,0.0051553717775995045,0.025262568569568045,3.25
feet,0.04289017946845253,0.003769778333003182,4.4004666666666665
feline,-0.034247636431115724,-0.07399197898423979,1.7941
fence,0.03337878449747955,0.03709645701422215,4.44
ferret,0.03589392605164582,-0.014260211721097565,4.4231
ferry,0.029177944538901462,-0.007754535011650049,3.9688
festival,-1.5005962086767077e-4,-2.60885927165444e-4,3.6061
festive,-0.011235212690622526,-0.01027176427580695,3.2727
feudal,0.025050289449977226,0.05028329277274829,5.3871
feudalism,0.003026300177462679,0.055787564125201625,5.08
fever,-0.014942430769037673,-0.016319025422357497,4.0313
few,0.01787792636098884,0.010882343101564745,3.8529
fiber,-0.005562738521922961,-0.023682862222080936,3.913
fibre,0.0014855252230699945,-0.011926009564034182,4.0882
fiction,0.0013525461962076157,-0.034980822358419955,3.9063
fictitious,-0.018937241869601218,0.0069789238642507245,3.7586
fiddle,0.02426593804607305,-0.004045439399956552,3.4867666666666666
fiddler,0.05142126668861227,0.0023989483932282396,4.7059
field,0.05349564099373022,0.01243051894843708,4.5806
fierce,-0.009850968801784155,0.00589697054149263,4.1471
fight,0.0631363442689607,0.047084186886904106,5.9643
fighter,0.04817004076252429,0.022490632782014658,5.9706
fighting,0.05646064024938274,0.0471064523184174,5.7143
figment,-0.020777719238072645,-0.010179070347796804,3.6897
figure,0.035155113235798674,-0.006720335858971999,3.6587799999999997
file,0.007144315658097422,-0.01615579137349317,4.2222333333333335
fill,0.02640801938068002,0.012433477116667674,4.2647
filling,0.02137829067904684,0.011755858083404819,4.1154
film,0.041644014670388,-0.012048818621814256,3.9063
filter,0.024075445344932084,-0.019711182565330068,4.1212
filth,9.040152588918327e-4,-0.02457861162547456,4.9706
filthy,0.004587988923373143,0.013644575850657453,4.8824
finance,0.07174140689932651,0.0339510206266444,4.75
financial,0.021092216105722594,0.0037455151168572787,5
finger,0.015192374927651298,0.014549889588447579,3.9706
fingers,0.008988809718881885,0.015848945811685083,4.1875
finish,0.03981044989755769,0.03391756273657964,4.2353
fire,0.025315121402566115,-0.0017914821052535668,5.018275
fireman,0.05288605664633633,0.05150696831538795,6.6857
fireplace,-0.011061489564733268,-0.015573834818362109,4.1111
fireworks,0.025806221515611072,0.019228353399108195,4.5161
firm,-0.006872195537401038,0.03582981771619556,5.2258
first,0.02910479424872975,0.005789306611533707,4.129
fish,0.05153705088553223,0.03269901282968324,3.9697
fisherman,0.0813592033642006,0.04472867769606015,6.5455
fist,0.06544704970363968,0.05704344382865542,5.6176
fit,-0.0025713283036829515,-0.0057471691718072315,4.331049999999999
fizzy,-0.003938365801299623,-0.06548082591252291,3.68
flab,0.017039376017834618,-0.01793434071115438,4
flabby,9.371238563974926e-4,0.015424027090427034,3.6667
flap,-0.006381526200611887,-0.007526091282240924,3.7586
flask,0.03391596352669535,-0.006261730579945973,4.8846
flatulence,0.030246243966867287,0.03352866674691246,5.5
flatulent,0.02079676589538551,0.03187950573802864,5.3667
flea,0.018617742435245277,0.003126483659424667,4.4063
flee,0.011848536391267095,0.03606566530830427,3.6061
fleet,-0.010606462942444245,0.013574708943826758,4.7576
flesh,0.012955702384251033,-4.799431644672836e-4,4.1875
flick,0.020878437288975926,-0.01641241987941916,3.3966333333333334
flicker,-0.006110680730158635,-0.022451326254159604,3.7879
flight,0.00981145951522383,5.456955746160341e-4,3.9091
flint,0.037965077763466,-3.643161122390548e-4,4.9333
flirt,-0.05611048659345899,-0.1102837449622584,2.4
flirty,-0.07493292702592927,-0.14805844594918632,1.7941
float,0.006201274934842321,-0.053631524598504954,3.2188
flood,0.019989891050348624,0.02183715165897318,4.0571
florist,-0.027757569251644132,-0.07762943857967297,2.2941
flour,-1.3428537352533354e-4,0.00725110604995341,3.2059
flourish,0.054152475459597504,0.03445326353879677,2.3636
flow,0.038051160555662766,-0.014117598344483118,3.4
flower,-0.06726208521480964,-0.05554588165146493,1.6563
fluent,-0.024719152143860806,0.004015331662444194,3.2121
fluid,-0.014437310747792476,-0.015495517684368493,3.3939
flute,0.017341059447957358,-0.015305791295405019,2.8519
flutter,-0.04625807499570389,-0.062278376541465744,2.2647
fly,0.03612338937187204,-0.0031840198752470517,4.122333333333334
foam,0.020649628094774067,-0.01673425287821484,3.68
fodder,0.0720957039200768,0.01908832394358076,4.5417
foggy,0.01722586880495744,-0.014224514545562672,4
foible,0.014946200649229302,-0.022089696318077945,3.25
foil,0.07039236564622983,-0.004996228826249172,4.4306
fold,0.042808067299936164,-0.014226827823719063,3.4483
folder,-0.014976965381277713,-0.023964277096276312,4.0625
folk,0.0012339637657301505,-0.025592344631249875,4.3333
follow,0.06136511964207103,0.014164135560367275,3.4063
folly,0.025456251838516464,0.022881290301709822,3.5862
fond,-0.010552262471411583,-0.007194518417034557,2.7143
food,0.022396593468672732,-0.025281221314537916,4.1429
fool,0.041511996336255796,0.012691363907182646,4.9688
foolish,0.007025196221818519,0.02835830793018118,4.7059
foot,0.04668051788107508,0.032255103801532264,4.5522
football,0.062042423744737285,0.05905053902465082,6.1875
forage,0.0389453138960609,0.0032104005663386725,4.0714
force,0.0180274062825872,0.011459625402113038,5.6061
forceful,-0.010463186315546325,0.0022961516270256777,5.9032
ford,0.04041500257943198,0.0324976238641925,4.9063
forehead,0.017443025114116217,-0.006889609760195037,4.2286
foreign,-0.005983929313164521,0.021366420778648226,4.2813
foreigner,-0.010674060744207348,0.024359010337029308,4.5556
forest,0.0176860415007149,0.02140101266407085,3.8462
forge,0.041979842262480305,0.03214737385171462,5.3077
forget,0.02912228253753496,-0.022120860668433134,3.9375
forgetful,0.0027400452941033493,7.360359865299093e-4,4.4706
fork,0.03563363592680191,0.008859718950197062,4.430866666666667
form,0.006500082859455136,-0.010228021571268037,3.9032
formation,0.04194420646775163,0.016761313018611612,4.7083
former,0.025402486663242685,0.016692012345172175,4.0909
fort,0.055157477701259616,0.035887164555917145,5.7742000000000004
fortress,0.03349862640689191,0.05300183431376976,5.375
fortuitous,0.04720237506631231,0.05233236163622945,4.1364
fortunate,1.502331180852634e-5,0.05208262549439607,3.9697
fortune,-0.012113491793801445,0.0019326017628433778,3.9429
forty,0.037676708996194436,0.04199475952024853,4.1935
forum,0.007886626061677782,0.004778287165934578,4.25
fought,0.06038625363739955,0.07905586165192513,5.6875
foul,0.01758889066079522,0.048488734006755296,4.9756
fountain,-0.00165052553727979,-0.012212913163443168,3.1563
fowl,-0.0329188562942862,-0.02378463896899244,4.4375
fox,0.005382440422698809,-0.019282447583482576,4.4857
foxes,0.025619072686415972,9.299837707933689e-4,3.7143
foxy,-0.04443588082414099,-0.0684638160584152,2.1818
fragrance,-0.08615288296076035,-0.11613060699382191,1.6471
fragrant,-0.09089937657439406,-0.048258549665403105,1.9706
frail,-0.04800660984541155,-0.022838866373339928,3.2353
frame,0.01237101117742867,0.012803387146953449,4.1176
franchise,0.05422105119237028,0.01606127374309471,4.4857
frank,0.05570816482012286,0.05990778402567917,4.7333
frantic,0.005559012213687653,-0.01264651825005525,3.6061
fraud,-0.004546193398618614,0.018267408587904266,4.7353
freak,-6.876870874985563e-4,-0.0012510978635297543,4.2333
freaky,-0.0304471603162568,-0.04218159385780201,3.7931
freckle,-0.0402466153120728,-0.04283677370839656,2.9429
free,0.022435796101168526,0.005614674480118889,3.6857
freed,0.05029399872746071,0.005282340918266237,3.9375
freedom,0.023612828815546327,-0.009321790232180716,4.0882
freeze,0.0660439628737386,0.013864570006666771,4.4412
fresh,-0.0031946930428132514,0.01557003879913671,3.2059
friction,0.0073612297032799034,0.013255413385210663,4.5758
fridge,0.013088098536976261,0.0032685245704549837,4.1429
friend,0.016825217746527288,0.014252626636859111,3.5152
friendly,0.030425116042899325,0.04001377465721745,2.8125
friendship,-0.0063179420771603545,-0.01378010386090689,3.0286
fright,-0.007959454027579305,-0.015202816280127374,3.4643
frightened,0.00456733904382528,-0.017780803369453202,3.0714
frightening,0.012057116624059006,-0.018195771232384694,4.3103
frigid,-0.09463513100450152,-0.06596541848962917,3.0294
