word,language_code,female_target,male_target,male_score
cleaner,fi,0.13541655764153282,0.115228335881364,-0.020188221760168823
cleaner,fr,NaN,NaN,NaN
cleaner,he,0.1782436231282166,0.163654789858269,-0.014588833269947588
cleaner,it,0.24335002656010063,0.2731266269336778,0.029776600373577156
cleaner,ja,NaN,NaN,NaN
cleaner,ko,0.2152378044215595,0.18514799927417774,-0.030089805147381743
cleaner,ms,0.12016398317933902,0.1277514033955306,0.007587420216191576
cleaner,nl,0.22719013234087376,0.18741813255036527,-0.039771999790508494
cleaner,no,0.24463099082963846,0.18379871035127618,-0.06083228047836228
cleaner,pl,0.15580458474219017,0.1925249071680943,0.036720322425904145
cleaner,pt,0.24280585943555189,0.21319195565443447,-0.02961390378111743
cleaner,tr,0.16334256551619472,0.1594875617450993,-0.0038550037710954332
dancer,da,0.2535580857259141,0.16713137168141945,-0.08642671404449462
dancer,de,NaN,NaN,NaN
dancer,en,0.3430913141013045,0.25023069163480793,-0.09286062246649657
dancer,es,NaN,NaN,NaN
dancer,fa,NaN,NaN,NaN
dancer,fi,0.2567123057760236,0.2074382917789526,-0.049274013997071014
dancer,fr,0.23403351392974037,0.1652357857649812,-0.06879772816475915
dancer,he,0.2165221844920547,0.20845784858808036,-0.00806433590397436
dancer,it,0.26584392906708654,0.22049104593725904,-0.045352883129827506
dancer,ja,NaN,NaN,NaN
dancer,ko,0.2695193819322167,0.2625453133069835,-0.0069740686252331985
dancer,ms,0.2062005021526107,0.2238481640730896,0.017647661920478896
dancer,nl,0.254813360263733,0.16477487623468257,-0.09003848402905046
dancer,no,0.23489577207914478,0.18223925455492407,-0.05265651752422072
dancer,pl,NaN,NaN,NaN
dancer,pt,0.25348945137438716,0.21342441679807383,-0.04006503457631329
dancer,tr,0.2278261678611065,0.22360941164786416,-0.004216756213242329
doctor/physician,da,0.2332560132864548,0.23266470211362675,-5.913111728280407e-4
doctor/physician,de,0.14030609613934641,0.1767766602662934,0.03647056412694699
doctor/physician,en,0.39206104901246097,0.3835957357855823,-0.008465313226878657
doctor/physician,es,NaN,NaN,NaN
doctor/physician,fa,NaN,NaN,NaN
doctor/physician,fi,0.21473406355548885,0.21574061797024052,0.0010065544147516703
doctor/physician,fr,0.22742745392495253,0.18997205280531992,-0.03745540111963261
doctor/physician,he,0.24755673692110008,0.2079375657274253,-0.03961917119367479
doctor/physician,it,0.2811925115787379,0.2409503170901347,-0.040242194488603195
doctor/physician,ja,NaN,NaN,NaN
doctor/physician,ko,0.1389098475024719,0.15735509404256237,0.01844524654009047
doctor/physician,ms,0.1699885934926256,0.2365357807099003,0.0665471872172747
doctor/physician,nl,0.258135248446868,0.2330594331716767,-0.025075815275191315
doctor/physician,no,0.19494046782632096,0.2398159022717965,0.04487543444547554
doctor/physician,pl,0.2092585745690037,0.15369695532918262,-0.05556161923982109
doctor/physician,pt,0.24085689647034952,0.20730023728889255,-0.03355665918145699
doctor/physician,tr,0.24011889355598146,0.24278839592458346,0.0026695023686020003
firefighter,da,0.18480796212527736,0.21190271913202308,0.027094757006745712
firefighter,de,NaN,NaN,NaN
firefighter,en,0.3072041284163537,0.35452643526718647,0.047322306850832774
firefighter,es,NaN,NaN,NaN
firefighter,fa,NaN,NaN,NaN
firefighter,fi,0.19079545341366974,0.23096266808771282,0.04016721467404308
firefighter,fr,0.19361834868328628,0.17159480491399073,-0.02202354376929555
firefighter,he,0.201337901466277,0.20751694594810244,0.006179044481825435
firefighter,it,0.22904564359528368,0.276180133076762,0.0471344894814783
firefighter,ja,NaN,NaN,NaN
firefighter,ko,0.22535119640745335,0.2107891319241138,-0.014562064483339549
firefighter,ms,NaN,NaN,NaN
firefighter,nl,0.2317433548374277,0.21395052765780231,-0.01779282717962538
firefighter,no,0.21222169918836564,0.3058114039092434,0.09358970472087773
firefighter,pl,0.1890258657789179,0.2329653800553635,0.0439395142764456
firefighter,pt,0.20795285999018825,0.2090787580196739,0.0011258980294856502
firefighter,tr,0.21225914961970868,0.23704056461757153,0.02478141499786285
governor,da,0.1276038580109962,0.17959007542249047,0.051986217411494284
governor,de,NaN,NaN,NaN
governor,en,0.26213101270040806,0.31648429270386047,0.05435328000345241
governor,es,NaN,NaN,NaN
governor,fa,NaN,NaN,NaN
governor,fi,0.14925312315683656,0.17436037235981788,0.025107249202981324
governor,fr,0.20444180646940063,0.1534390379069535,-0.05100276856244711
governor,he,0.19046013028494052,0.15603875308468348,-0.034421377200257036
governor,it,0.28472286912378086,0.20884160994074707,-0.07588125918303382
governor,ja,NaN,NaN,NaN
governor,ko,0.2170558350254309,0.24470836747905458,0.027652532453623674
governor,ms,0.13639499722174622,0.1486037394534351,0.012208742231688885
governor,nl,0.1663140076774703,0.17862212650622095,0.012308118828750658
governor,no,0.20534148722474282,0.27319281742975754,0.06785133020501471
governor,pl,0.16713408944743166,0.2625054933578387,0.09537140391040702
governor,pt,0.2390062147980327,0.21523025348471608,-0.023775961313316593
governor,tr,0.16041648575248993,0.18390013160405372,0.02348364585156379
hunter,da,0.1806528795141855,0.2203249631461538,0.03967208363196831
hunter,de,NaN,NaN,NaN
hunter,en,0.3400336934535572,0.3959679529407951,0.0559342594872379
hunter,es,NaN,NaN,NaN
hunter,fa,NaN,NaN,NaN
hunter,fi,0.17008761516435303,0.20743412524643975,0.037346510082086726
hunter,fr,0.21190100027462894,0.17661733455171175,-0.035283665722917204
hunter,he,0.17890840748242812,0.1587279366312789,-0.020180470851149213
hunter,it,0.2325283168446729,0.20703599822775526,-0.025492318616917628
hunter,ja,NaN,NaN,NaN
hunter,ko,0.22870639936301138,0.2470722210753362,0.018365821712324815
hunter,ms,0.16809482058931102,0.20885903984773038,0.04076421925841936
hunter,nl,0.1629354533668031,0.21495275743746228,0.05201730407065919
hunter,no,0.19028988299716212,0.23925888999063233,0.048969006993470204
hunter,pl,0.16951145959581038,0.22198024026001748,0.0524687806642071
hunter,pt,0.20281015547551587,0.20484856580964628,0.0020384103341303944
hunter,tr,0.24432610769606034,0.24700774677252768,0.002681639076467346
journalist,da,0.23277220391006087,0.1864591478338629,-0.046313056076197984
journalist,de,0.13101268699510066,0.16746136967823808,0.03644868268313742
journalist,en,0.3245457210790808,0.3114029374695981,-0.013142783609482733
journalist,es,NaN,NaN,NaN
journalist,fa,NaN,NaN,NaN
journalist,fi,0.2281206275432172,0.20426084720629878,-0.023859780336918435
journalist,fr,0.21102410004030325,0.17000667197843586,-0.041017428061867395
journalist,he,0.19584631842785316,0.1647714111684954,-0.03107490725935777
journalist,it,0.26053275683082355,0.22280704403951776,-0.03772571279130579
journalist,ja,NaN,NaN,NaN
journalist,ms,0.19086079609257212,0.2147974838788559,0.023936687786283772
journalist,nl,0.22857549648072714,0.18158821652367896,-0.04698727995704817
journalist,no,0.18708628556209841,0.18151760334225003,-0.005568682219848381
journalist,pl,0.21922984914351518,0.1633102546722135,-0.055919594471301654
journalist,pt,0.20116525704426688,0.19151886706971616,-0.009646389974550723
journalist,tr,0.2320638341573818,0.235709334952402,0.0036455007950202123
judge,da,0.1559041573496534,0.19116848843560133,0.035264331085947925
judge,de,0.132472145786414,0.1611452802719144,0.028673134485500407
judge,en,0.25997477977024847,0.3014977033167172,0.04152292354646875
judge,es,NaN,NaN,NaN
judge,fa,NaN,NaN,NaN
judge,fi,0.19999605143851576,0.17972594729151192,-0.020270104147003837
judge,fr,0.18880224965902598,0.16129172359077495,-0.027510526068251023
judge,he,0.19346859153826967,0.15072744596263732,-0.04274114557563234
judge,it,0.21809079529549333,0.23559083224680397,0.017500036951310638
judge,ja,NaN,NaN,NaN
judge,ko,0.22253257271756818,0.2515927900148762,0.02906021729730804
judge,ms,0.18100012582905678,0.24634691868955155,0.06534679286049477
judge,nl,0.19269788021785633,0.20548968075949464,0.01279180054163831
judge,no,0.15477155928684352,0.20507293361960985,0.050301374332766324
judge,pl,0.2078819344975929,0.17570018873687496,-0.032181745760717945
judge,pt,0.23885203870349347,0.20488279896002864,-0.03396923974346483
judge,tr,0.15286146478301238,0.16875305236394564,0.01589158758093326
lawyer,da,0.2020226052011979,0.21424525142339032,0.012222646222192407
lawyer,de,0.1938303490161446,0.1655448222467595,-0.028285526769385082
lawyer,en,0.31836667797201734,0.33273279605746997,0.014366118085452628
lawyer,es,NaN,NaN,NaN
lawyer,fa,NaN,NaN,NaN
lawyer,fi,0.18395571153293253,0.19180231809963166,0.007846606566699138
lawyer,fr,0.2023447550411284,0.17096146510930627,-0.03138328993182214
lawyer,he,NaN,NaN,NaN
lawyer,it,0.24725234631977722,0.22372307942710629,-0.023529266892670916
lawyer,ja,NaN,NaN,NaN
lawyer,ko,0.14225533817347472,0.1630363344631009,0.02078099628962618
lawyer,ms,0.18611509333545928,0.22700726204467178,0.0408921687092125
lawyer,nl,0.22990019615328577,0.2156985906390898,-0.014201605514195956
lawyer,no,0.22786565125083022,0.2846224698722297,0.0567568186213995
lawyer,pl,0.2725799249843293,0.20222682355594784,-0.07035310142838148
lawyer,pt,0.24659217924240395,0.19963247527646066,-0.046959703965943275
lawyer,tr,0.2342767328636569,0.24715570066616915,0.012878967802512242
mechanic,da,0.15529915128600733,0.23596357132079443,0.0806644200347871
mechanic,de,0.1410516068610133,0.20064566778183388,0.05959406092082056
mechanic,en,0.22688065457063133,0.3069491410339873,0.08006848646335596
mechanic,es,NaN,NaN,NaN
mechanic,fa,NaN,NaN,NaN
mechanic,fi,0.1979656437372484,0.22982387970665363,0.031858235969405235
mechanic,fr,0.22426512193908865,0.16947307527540983,-0.05479204666367882
mechanic,he,0.2110359467564482,0.1899017708121844,-0.021134175944263825
mechanic,it,0.19751796018539594,0.22931434785643887,0.031796387671042925
mechanic,ja,NaN,NaN,NaN
mechanic,ko,NaN,NaN,NaN
mechanic,ms,0.19485143838979405,0.22216931705664178,0.027317878666847734
mechanic,nl,0.15113560112568483,0.22210624171298152,0.070970640587296685
mechanic,no,0.13194376473384417,0.19428824680849727,0.062344482074653096
mechanic,pl,0.18379291774886677,0.21782391729103115,0.034030999542164375
mechanic,pt,0.15660163822712275,0.19551037048119047,0.03890873225406773
mechanic,tr,0.2238845013611318,0.23856457036062811,0.01468006899949631
nurse,da,0.27727974766950636,0.20096877953388076,-0.0763109681356256
nurse,de,0.18960167738010722,0.23599567898557286,0.04639400160546564
nurse,en,0.39437738402283884,0.27553886901134017,-0.11883851501149867
nurse,es,NaN,NaN,NaN
nurse,fa,NaN,NaN,NaN
nurse,fi,0.26374416949128987,0.2000123190844515,-0.06373185040683838
nurse,fr,0.24145046465972217,0.16424535965055015,-0.07720510500917202
nurse,he,0.28530932880011234,0.26877901660475373,-0.016530312195358624
nurse,it,0.2656250270615284,0.20849918863836409,-0.05712583842316431
nurse,ja,NaN,NaN,NaN
nurse,ko,0.2160117083785082,0.16573929897039097,-0.050272409408117225
nurse,ms,0.21817792594559016,0.2615776205130789,0.04339969456748877
nurse,nl,0.30664967679509625,0.2925788529808954,-0.014070823814200856
nurse,no,0.28106515066177407,0.20188970418887314,-0.07917544647290092
nurse,pl,0.2802881117666357,0.22267320134715213,-0.05761491041948358
nurse,pt,0.26817501438057667,0.22438568370553202,-0.04378933067504469
nurse,tr,0.29449102986075637,0.2622245636131714,-0.032266466247584946
postman/postwoman,da,0.15202097661866246,0.22753889962587598,0.07551792300721352
postman/postwoman,de,NaN,NaN,NaN
postman/postwoman,en,0.3023817830367119,0.29774570646883247,-0.004636076567879441
postman/postwoman,es,NaN,NaN,NaN
postman/postwoman,fa,NaN,NaN,NaN
postman/postwoman,fi,0.22575038841592415,0.22206033062078712,-0.003690057795137036
postman/postwoman,fr,0.186368171606296,0.16987365734216006,-0.01649451426413595
postman/postwoman,he,0.17925999206411902,0.17083421090638246,-0.008425781157736553
postman/postwoman,it,0.25641829177990005,0.2291473617565737,-0.027270930023326326
postman/postwoman,ja,NaN,NaN,NaN
postman/postwoman,ko,NaN,NaN,NaN
postman/postwoman,ms,0.196249321245272,0.2376701546672361,0.04142083342196409
postman/postwoman,nl,0.20064691522873657,0.225216371723812,0.024569456495075442
postman/postwoman,no,0.1666609367634384,0.22216163085767793,0.055500694094239536
postman/postwoman,pl,0.21437355703966285,0.20640095793447866,-0.007972599105184192
postman/postwoman,pt,0.2414719810941528,0.2325410762357969,-0.008930904858355918
postman/postwoman,tr,0.2228007518586098,0.22418363921953038,0.0013828873609205705
professor,da,0.12556912697007977,0.19134958225577625,0.06578045528569648
professor,de,0.11829289412641071,0.17735324223049792,0.05906034810408721
professor,en,0.2610636118182691,0.31045906858446654,0.04939545676619744
professor,es,NaN,NaN,NaN
professor,fi,0.24000422361756468,0.22127806270461586,-0.01872616091294882
professor,fr,0.2003188974375985,0.17719906119906334,-0.02311983623853517
professor,he,0.16996813368256874,0.14531536928795477,-0.024652764394613988
professor,it,0.26532801620022733,0.2134002640645029,-0.05192775213572445
professor,ja,NaN,NaN,NaN
professor,ko,0.18685074734409207,0.1518911813166388,-0.03495956602745326
professor,ms,0.18922610540559442,0.18089201591994358,-0.008334089485650842
professor,nl,0.2712003045451311,0.26145731272244793,-0.009742991822683192
professor,no,0.1355671043252471,0.17598613505547894,0.04041903073023184
professor,pl,0.1682305971167648,0.14692864276100992,-0.021301954355754896
professor,pt,0.25090810500207306,0.20912273104629456,-0.041785373955778526
professor,tr,0.18507461091219296,0.16738799027322318,-0.01768662063896978
sailor,da,0.13216908789382087,0.13356645713904386,0.0013973692452229902
sailor,de,NaN,NaN,NaN
sailor,en,0.27925730011466543,0.326940938780345,0.047683638665679595
sailor,es,NaN,NaN,NaN
sailor,fa,NaN,NaN,NaN
sailor,fi,0.22645446279282322,0.23862664137085807,0.012172178578034848
sailor,fr,0.20149629704630112,0.21642478288472275,0.014928485838421629
sailor,he,0.11353497467090218,0.13742812568007445,0.023893151009172275
sailor,it,0.20524466406123637,0.2601631739536521,0.05491850989241576
sailor,ja,NaN,NaN,NaN
sailor,ko,0.24684520281902322,0.22839421737912022,-0.018450985439903006
sailor,ms,0.15318720941166614,0.22310640932492465,0.06991919991325851
sailor,nl,0.1980219053959678,0.2538650653965916,0.05584316000062374
sailor,no,0.22488191187862575,0.28456463605700993,0.05968272417838419
sailor,pl,0.16516420643747798,0.18394788253699534,0.018783676099517338
sailor,pt,0.2560881382689,0.22522690557708192,-0.030861232691818077
sailor,tr,0.2437814589170996,0.27992233338502664,0.03614087446792705
secretary,da,NaN,NaN,NaN
secretary,de,NaN,NaN,NaN
secretary,en,0.30126409412075117,0.28584814523658847,-0.0154159488841627
secretary,es,NaN,NaN,NaN
secretary,fa,NaN,NaN,NaN
secretary,fi,0.19815501588647771,0.21898368655517747,0.020828670668699756
secretary,fr,0.24590666873186756,0.1343383654498769,-0.11156830328199066
secretary,he,0.17843313815418643,0.15953256259237758,-0.01890057556180886
secretary,it,0.26784506904515476,0.21379018211012535,-0.05405488693502941
secretary,ja,NaN,NaN,NaN
secretary,ko,0.2344654922894221,0.23969090627947265,0.005225413990050554
secretary,ms,0.1801928879913792,0.20041297334974595,0.02022008535836675
secretary,nl,0.21714230919186453,0.16273658067817068,-0.05440572851369385
secretary,no,0.20101577599047446,0.139760779308901,-0.06125499668157347
secretary,pl,0.2459080135358282,0.2031416311658808,-0.042766382369947384
secretary,pt,0.2035262921950492,0.17823839973738076,-0.025287892457668423
secretary,tr,0.24921553289667864,0.23616785361325202,-0.013047679283426622
singer,da,0.27961515965287365,0.2058281092501831,-0.07378705040269054
singer,de,NaN,NaN,NaN
singer,en,0.3856177677713068,0.32170245334832426,-0.06391531442298254
singer,es,NaN,NaN,NaN
singer,fa,NaN,NaN,NaN
singer,fi,0.22631844541401175,0.2108646527693924,-0.015453792644619352
singer,fr,0.24821752180573942,0.18580731288111058,-0.062410208924628854
singer,he,0.2225860925744346,0.19758584756245684,-0.02500024501197777
singer,it,0.26903238115576805,0.2169464588854861,-0.05208592227028194
singer,ja,NaN,NaN,NaN
singer,ko,0.24681336148316313,0.20095671953244162,-0.045856641950721505
singer,ms,0.17647511534089055,0.1787710364890429,0.002295921148152358
singer,nl,0.2223495308988917,0.18462209597377127,-0.03772743492512044
singer,no,0.21697319562228107,0.1868652863895237,-0.030107909232757343
singer,pl,0.18138448371696791,0.15882678012681087,-0.022557703590157047
singer,pt,0.23396353783718993,0.20635886287773408,-0.027604674959455844
singer,tr,0.24529799618832493,0.21997398918905586,-0.025324006999269066
waiter,da,0.2183550189616064,0.21586091198448715,-0.0024941069771192426
waiter,de,NaN,NaN,NaN
waiter,en,0.3579420022850242,0.3199983436784621,-0.037943658606562125
waiter,es,NaN,NaN,NaN
waiter,fa,NaN,NaN,NaN
waiter,fi,0.2920012480549121,0.2336490470597296,-0.058352200995182554
waiter,fr,0.24177237420420655,0.1514847242206724,-0.09028764998353413
waiter,he,0.22856171628116997,0.20636499611132952,-0.02219672016984045
waiter,it,0.26227445251769405,0.20046800046254987,-0.06180645205514419
waiter,ja,NaN,NaN,NaN
waiter,ko,0.28876362360972707,0.2553797730001587,-0.033383850609568416
waiter,ms,0.2045157235184272,0.2512246374242036,0.04670891390577639
waiter,nl,0.2538458846011369,0.2020702180201988,-0.05177566658093807
waiter,no,0.23705156215855333,0.20741435729528185,-0.029637204863271482
waiter,pl,0.24394919636239193,0.19163952047452926,-0.052309675887862686
waiter,pt,0.23098083648914064,0.21292239509910516,-0.018058441390035457
waiter,tr,0.24393926803069998,0.23269013156605475,-0.011249136464645232
