translation,language_code,word,gender,word_id,translation_id,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301
ægteskab,da,marriage,N,w1,t1,-0.013367,-0.032742,0.05844,-0.036959,0.04413,0.022693,0.0018473,0.07915,0.066676,-0.039103,-0.034663,0.020191,0.10709,-0.0091974,0.038733,0.041005,0.063209,-0.15415,-0.060749,0.11022,-0.12651,0.0028995,0.054682,0.013311,-0.088004,-0.085661,0.085835,0.017587,0.40747,0.069782,0.017636,-0.15553,0.12334,-0.093603,0.16998,-0.036416,0.10329,0.01958,-0.15969,0.026614,-0.1514,-0.014875,-0.029271,-0.14432,-0.011457,-0.01178,0.039628,-0.080011,0.16532,-0.081719,0.035007,0.0028357,-0.10305,0.043458,0.18795,-0.38649,8.0345e-4,0.12547,0.015403,0.10931,-0.048993,0.055248,-0.0026138,0.18252,0.020733,-0.041222,-0.07059,-0.24448,-0.022128,-0.076256,0.012168,0.10861,0.13604,0.035016,0.051429,-0.17556,-0.046613,0.02348,0.030032,0.062632,-0.0063274,-0.067161,0.016061,-0.078241,-0.011519,0.032565,0.0034456,0.075105,-0.034042,-0.041166,0.041241,0.057675,-0.00204,0.038397,0.036607,0.01956,0.0081013,0.032783,-0.042337,0.0085714,0.038886,0.024491,0.093952,0.038675,-0.045463,0.11248,-0.096574,-0.10687,-0.016739,-0.044173,-0.032196,-0.0030166,-0.041828,0.014851,-0.040645,0.078574,0.047825,-0.018702,-0.017198,0.041529,0.087761,-0.10493,0.017582,-0.063056,0.054921,0.030106,0.022207,0.0072253,0.11189,-0.050019,-0.0066577,-0.10258,0.038149,-0.0413,-0.094283,-0.018283,0.015296,-0.03733,0.0042117,0.017577,0.021586,-0.013902,-0.062953,0.10866,-0.030534,-0.047364,0.11008,-2.5887e-4,0.10452,0.037815,-0.43332,0.10174,-0.027976,0.14747,-0.14874,-0.083365,-0.052428,0.071018,-0.14022,0.039012,0.10281,0.26538,-0.14079,0.15852,0.11101,0.42708,-0.13644,-0.13489,-0.19804,-0.11639,-0.22858,0.013969,-0.1631,0.0065764,0.11405,0.098663,-0.014738,0.1345,0.068549,-0.11757,-0.051781,-0.15819,-0.05416,0.14453,-0.01958,0.038087,0.24957,0.0085142,-0.0055096,-0.10883,0.028052,-0.0019009,0.020431,-0.057192,-0.054937,0.018855,0.0042978,-0.018777,-0.069514,0.045156,0.073165,-0.032819,-0.12532,0.063639,0.038164,-0.20735,-0.33899,0.071834,0.056356,-0.043399,0.05166,0.025655,-0.036403,-0.13936,-0.025818,-0.22834,-0.028154,0.025255,0.049937,0.053565,-0.085278,0.049163,0.030738,0.028558,0.08377,0.10749,-0.16325,-0.076407,-0.062062,-0.086738,0.15491,-0.066163,-0.035064,-9.7438e-4,0.043793,-0.078184,-0.073805,0.0015438,-0.061078,-0.032136,-0.088768,0.082091,0.023992,8.554e-4,-0.03652,-0.13955,0.20396,0.010437,0.10677,-0.023462,-0.055341,0.031708,-0.037606,-0.15979,-0.036168,-0.0044786,0.15072,0.07475,0.012385,-0.073326,-0.028986,0.034361,0.31788,-0.065231,0.093528,0.20604,-0.12587,-0.11237,0.083794,-0.082891,0.14391,-0.17039,-0.01197,0.015802,0.013956,0.123,-0.042687,-0.050545,0.06161,0.013505,0.057499,-0.11524,0.11498,-0.13201,0.15912,0.021233,-0.18519,0.20498,-0.061017,-0.20447,-0.066211,0.07899,-0.15411,0.027969,0.13346,0.13337,-0.1517,-0.049849,-0.17788,0.0028905
arbejdsplads,da,office,N,w1,t2,-0.9087,0.020655,0.7214,-0.13216,-0.075614,0.078805,-0.015233,-0.14348,-0.10424,0.032122,-0.065687,0.025263,-0.056809,0.0431,0.084781,-0.14765,0.087746,-0.17539,0.050219,0.20422,-0.056876,-0.14483,-0.13767,0.0039206,0.01456,-0.14232,-0.035046,-0.028949,0.50945,-0.063223,0.062508,-0.17237,-0.0277,0.040328,0.30791,-0.016094,0.14368,0.041204,-0.36437,0.080404,-0.38885,0.15982,-0.066019,-0.24646,0.07246,0.039274,-0.14123,-0.10405,0.47276,-0.1204,0.12444,0.13665,-0.089498,0.17941,0.17936,-0.4795,-0.14665,0.073839,0.013213,0.21441,0.070786,-0.049971,-0.098148,0.45535,0.023779,-0.080148,-0.060946,-0.37682,-0.037739,-0.042166,-0.1102,0.17427,0.13913,-0.023912,0.097565,0.054,-0.066148,-0.14507,0.14086,0.047324,0.12485,-0.15618,-0.13535,-0.18621,-0.2325,0.06529,0.13468,0.28851,0.077584,-0.17937,-0.003184,0.18074,-0.044503,-0.072329,0.16038,0.13525,-0.028803,0.08139,-0.19026,0.20844,0.1431,0.18291,0.048551,-0.17399,-0.098297,0.28029,-0.17948,-0.075658,-0.011771,0.18127,0.044158,-0.054657,0.047288,0.17869,-0.14051,-0.01299,-0.10263,-0.060567,0.017154,-0.0061782,0.030955,0.034397,0.058051,0.051926,0.024691,-0.12053,-0.076486,0.083632,0.35295,-0.13013,-0.041817,0.0034726,0.075118,-0.26257,-0.20438,0.039129,0.015474,0.010993,-0.051589,0.1899,-0.019103,0.086512,-0.0058842,0.087718,-0.076872,-0.22959,0.19436,-0.10017,-0.0067715,-0.034151,-0.64911,0.0092809,-0.19228,0.21841,-0.25228,0.067136,-0.082568,0.27847,-0.22735,0.026988,0.045312,0.27994,0.056799,0.19349,0.12443,0.053087,0.24824,0.075258,0.017143,0.022734999999999998,-0.18705,-0.20256,-0.12093,-0.067074,0.023887,-0.023644,0.073388,0.006147,-0.14343,-0.03967,0.15398,-0.20214,0.10442,0.11118,-0.063271,-0.21775,-0.13986,0.001058,-0.15553,-0.12291,0.29028,-0.061172,0.058244,-0.13717,-0.052423,-0.10268,0.11658,-0.054883,-0.29682,-0.049822,-0.065443,0.040534,-0.2319,0.046283,-0.030829,-0.22244,-0.23715,0.088202,0.1928,-0.10692,-0.070727,0.0043572,-0.21859,-0.16494,-0.067216,-0.36354,-0.077538,0.10875,0.24161,0.041595,-0.068747,0.023728,0.049723,0.12816,-0.039443,0.1826,-0.32964,0.013065,-0.17899,0.092197,0.17347,-0.10025,0.036165,0.084608,0.096415,0.023922,-0.10523,0.070484,0.002243,-0.13472,-0.087121,0.11399,0.17735,-0.016771,-0.044769,-0.23468,0.3326,0.0042186,-0.022356,-0.087222,-0.060043,0.12246,-0.096427,-0.1686,-0.11111,-0.21989,0.25764,0.19948,0.14163,-0.25141,0.056568,0.018955,0.57621,-0.16118,0.050591,0.50267,-0.029095,-0.18506,0.19307,-0.1804,0.18457,-0.28633,0.11917,0.082741,0.077027,0.28854,0.16566,-0.22574,0.055224,0.012675,0.047975,-0.18317,0.16334,-0.28694,0.16589,0.010183,-0.063646,-0.15508,-0.014814,-0.24145,-0.050949,-0.090686,-0.3647,-0.093028,0.21593,0.20211,-0.096666,-0.19482,-0.18356,-0.15349
børn,da,children,F,w1,t1,-1.0279,0.20457,0.81719,-0.18238,0.20156,0.18983,0.071537,0.23447,0.1576,0.49572,0.17642,0.182,-0.04042,-0.14805,0.0070286,0.027431,0.17267,-0.35547,-0.10456,0.30153,-0.20853,0.014646,0.049605,-0.010064,-0.0622,-0.15679,0.065962,-0.0687,0.53566,0.084216,-0.08824,-0.29253,0.0093647,-0.018292,0.076872,-0.082005,0.017044,0.05194,-0.19769,0.17561,-0.46873,-0.03505,-0.17449,-0.36229,-0.077967,-0.062608,0.10823,-0.086125,0.17134,-0.047118,0.060276,-0.03334,0.046702,0.14884,-0.048306,-0.11726,-0.11119,-0.11033,-0.021899,-0.042059,0.058666,0.1579,-0.24658,0.16439,-0.052036,-0.057241,-0.10745,-0.20639,-0.050792,0.0030872,-0.087811,0.19337,0.095959,-0.10325,-0.072395,-0.08763,0.032181,0.34807,0.039624,0.10844,-0.15142,-0.031574,0.043701,0.13169,-0.088925,-0.1069,0.17691,-0.21467,-0.072775,-0.16939,-0.16158,-0.054356,-0.043351,-0.14591,-0.071568,-0.07421,-0.027859,0.14211,0.14374,0.069002,-0.047489,0.018717,0.03229,-0.023597,0.1282,-0.10896,-0.033,0.038597,-0.020377,-0.02993,-0.074401,-0.31833,0.069849,0.021936,-0.14456,0.061628,6.4792e-4,-0.043684,-0.025466,-0.088357,0.022751,0.17677,-0.15029,-0.06648,0.12115,-0.14436,-0.078079,0.080231,0.17259,-0.0026889,-0.11036,0.12503,-0.053821,0.12193,0.098001,0.053755,0.14246,0.081236,0.45859,0.051581,0.025231,-0.017776,-0.21216,0.41641,-0.044393,-0.17197,0.18929,-0.013137,-0.019841,-0.057393,-0.72981,0.17499,-0.093996,0.18901,-0.32266,-0.087794,-0.049525,0.13627,-0.13305,0.057094,0.17823,0.35472,0.022265,0.23502,0.11197,0.0063517,0.13909,0.049219,0.026916,0.11099,-0.036434,-0.098911,-0.22474,0.052696,0.10989,0.18314,-0.11426,0.076022,-0.12428,-0.013262,-0.27924,-0.12985,-0.10568,0.12651,-0.0048504,0.17074,0.25686,0.064775,0.053411,-0.0084611,0.058015,-0.013804,0.050197,-0.076172,-0.06711,-0.079376,0.042562,0.075946,-0.22083,0.0045054,0.05302,-0.029395,0.030702,0.036323,-0.047962,-0.021993,0.099735,-0.13933,0.092757,0.031914,-0.1123,-0.037941,-0.19173,-0.087242,-0.10853,-0.057033,-0.021606,-0.024075,0.032146,0.021904,-0.039805,0.090775,0.068815,-0.005133,0.01808,-0.0042591,-0.1641,-0.074033,-0.075826,0.022611,0.15305,-0.18703,-0.0082523,0.14458,0.017715,0.055261,0.11937,0.030851,0.11871,-0.079827,0.023472,-0.036185,0.020037,-0.044851,-0.021328,0.014789,-0.17597,-0.092504,-0.18474,-0.11105,-0.079718,-0.1632,0.031909,0.21497,0.0068994,0.023587,-0.1233,-0.168,0.10392,0.010309,-0.009988,0.0023159,-0.32206,-0.1266,0.081757,0.23024,-0.05478,-0.067169,0.092033,0.012147,0.025763,-0.18411,0.17277,0.22395,-0.1431,0.47164,0.16531,-0.038668,0.12878,0.1347,0.13216,-0.24239,0.17844,-0.037331,0.24234,0.024662,-0.14436,0.2213,-0.15781,-0.16655,-0.0089767,0.16105,-0.10021,-0.081442,0.10864,0.17832,-0.034192,-0.16732,0.027803,-0.074784
børn,da,children,M,w1,t1,-1.0279,0.20457,0.81719,-0.18238,0.20156,0.18983,0.071537,0.23447,0.1576,0.49572,0.17642,0.182,-0.04042,-0.14805,0.0070286,0.027431,0.17267,-0.35547,-0.10456,0.30153,-0.20853,0.014646,0.049605,-0.010064,-0.0622,-0.15679,0.065962,-0.0687,0.53566,0.084216,-0.08824,-0.29253,0.0093647,-0.018292,0.076872,-0.082005,0.017044,0.05194,-0.19769,0.17561,-0.46873,-0.03505,-0.17449,-0.36229,-0.077967,-0.062608,0.10823,-0.086125,0.17134,-0.047118,0.060276,-0.03334,0.046702,0.14884,-0.048306,-0.11726,-0.11119,-0.11033,-0.021899,-0.042059,0.058666,0.1579,-0.24658,0.16439,-0.052036,-0.057241,-0.10745,-0.20639,-0.050792,0.0030872,-0.087811,0.19337,0.095959,-0.10325,-0.072395,-0.08763,0.032181,0.34807,0.039624,0.10844,-0.15142,-0.031574,0.043701,0.13169,-0.088925,-0.1069,0.17691,-0.21467,-0.072775,-0.16939,-0.16158,-0.054356,-0.043351,-0.14591,-0.071568,-0.07421,-0.027859,0.14211,0.14374,0.069002,-0.047489,0.018717,0.03229,-0.023597,0.1282,-0.10896,-0.033,0.038597,-0.020377,-0.02993,-0.074401,-0.31833,0.069849,0.021936,-0.14456,0.061628,6.4792e-4,-0.043684,-0.025466,-0.088357,0.022751,0.17677,-0.15029,-0.06648,0.12115,-0.14436,-0.078079,0.080231,0.17259,-0.0026889,-0.11036,0.12503,-0.053821,0.12193,0.098001,0.053755,0.14246,0.081236,0.45859,0.051581,0.025231,-0.017776,-0.21216,0.41641,-0.044393,-0.17197,0.18929,-0.013137,-0.019841,-0.057393,-0.72981,0.17499,-0.093996,0.18901,-0.32266,-0.087794,-0.049525,0.13627,-0.13305,0.057094,0.17823,0.35472,0.022265,0.23502,0.11197,0.0063517,0.13909,0.049219,0.026916,0.11099,-0.036434,-0.098911,-0.22474,0.052696,0.10989,0.18314,-0.11426,0.076022,-0.12428,-0.013262,-0.27924,-0.12985,-0.10568,0.12651,-0.0048504,0.17074,0.25686,0.064775,0.053411,-0.0084611,0.058015,-0.013804,0.050197,-0.076172,-0.06711,-0.079376,0.042562,0.075946,-0.22083,0.0045054,0.05302,-0.029395,0.030702,0.036323,-0.047962,-0.021993,0.099735,-0.13933,0.092757,0.031914,-0.1123,-0.037941,-0.19173,-0.087242,-0.10853,-0.057033,-0.021606,-0.024075,0.032146,0.021904,-0.039805,0.090775,0.068815,-0.005133,0.01808,-0.0042591,-0.1641,-0.074033,-0.075826,0.022611,0.15305,-0.18703,-0.0082523,0.14458,0.017715,0.055261,0.11937,0.030851,0.11871,-0.079827,0.023472,-0.036185,0.020037,-0.044851,-0.021328,0.014789,-0.17597,-0.092504,-0.18474,-0.11105,-0.079718,-0.1632,0.031909,0.21497,0.0068994,0.023587,-0.1233,-0.168,0.10392,0.010309,-0.009988,0.0023159,-0.32206,-0.1266,0.081757,0.23024,-0.05478,-0.067169,0.092033,0.012147,0.025763,-0.18411,0.17277,0.22395,-0.1431,0.47164,0.16531,-0.038668,0.12878,0.1347,0.13216,-0.24239,0.17844,-0.037331,0.24234,0.024662,-0.14436,0.2213,-0.15781,-0.16655,-0.0089767,0.16105,-0.10021,-0.081442,0.10864,0.17832,-0.034192,-0.16732,0.027803,-0.074784
brilliant,da,brilliant,N,w1,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bror,da,brother,N,w1,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bryllup,da,wedding,N,w1,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
datter,da,daughter,N,w1,t1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
direktør,da,executive,M,w1,t2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
direktør,da,executive,F,w1,t2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
