sv,sub,category_1,-0.059646864,N,0.053839119,N
sv,sub,category_2,-0.080802211,N,0.053839119,N
tl,wiki,category_1,-0.055099338,N,0.077375374,N
tl,wiki,category_2,-0.053838177,N,0.077375374,N
hu,wiki,category_1,-0.110809236,N,0.093398093,N
hu,wiki,category_2,-0.126492995,N,0.093398093,N
tr,sub,category_1,-0.028098888,N,0.047633896,N
tr,sub,category_2,-0.029641982,N,0.047633896,N
tr,wiki,category_1,-0.105376503,N,0.10906575,N
tr,wiki,category_2,-0.115764752,N,0.10906575,N
id,wiki,category_1,-0.164989759,N,0.102168921,N
id,wiki,category_2,-0.152342319,N,0.102168921,N
ur,wiki,category_1,-0.087911109,F,0.080058025,F
ur,wiki,category_2,-0.123343935,F,0.080058025,F
ur,wiki,category_1,-0.088021932,M,0.077928294,M
ur,wiki,category_2,-0.122523334,M,0.077928294,M
ur,sub,category_1,-0.028436831,F,0.043597847,F
ur,sub,category_2,-0.018250766,F,0.043597847,F
ur,sub,category_1,-0.017386996,M,0.049926438,M
ur,sub,category_2,-0.006739865,M,0.049926438,M
it,wiki,category_1,-0.145163245,F,0.088330162,F
it,wiki,category_2,-0.208203811,F,0.088330162,F
it,wiki,category_1,-0.151163062,M,0.083641762,M
it,wiki,category_2,-0.193075324,M,0.083641762,M
fi,sub,category_1,0.02150103,N,0.06406867,N
fi,sub,category_2,-0.011213546,N,0.06406867,N
en,sub,category_1,-0.061859199,N,0.083098465,N
en,sub,category_2,-0.11192436,N,0.083098465,N
hu,sub,category_1,-0.034530337,N,0.06489571,N
hu,sub,category_2,-0.037103493,N,0.06489571,N
ar,sub,category_1,-0.044047383,F,0.070834023,F
ar,sub,category_2,-0.030514833,F,0.070834023,F
ar,sub,category_1,-0.04852223,M,0.078258265,M
ar,sub,category_2,-0.039139715,M,0.078258265,M
fr,sub,category_1,-0.066007715,F,0.043189735,F
fr,sub,category_2,-0.090550629,F,0.043189735,F
fr,sub,category_1,-0.059359578,M,0.043622205,M
fr,sub,category_2,-0.093068477,M,0.043622205,M
es,sub,category_1,-0.054329641,F,0.072771055,F
es,sub,category_2,-0.07473197,F,0.072771055,F
es,sub,category_1,-0.054616463,M,0.077813398,M
es,sub,category_2,-0.079576576,M,0.077813398,M
da,sub,category_1,-0.012606988,F,0.05196035,F
da,sub,category_2,-0.077672787,F,0.05196035,F
da,sub,category_1,-0.019218563,M,0.045115879,M
da,sub,category_2,-0.058157053,M,0.045115879,M
fa,sub,category_1,-0.072112913,N,0.046111518,N
fa,sub,category_2,-0.089902711,N,0.046111518,N
he,sub,category_1,-0.024961155,F,0.055399876,F
he,sub,category_2,-0.057921668,F,0.055399876,F
he,sub,category_1,-0.026142708,M,0.054368002,M
he,sub,category_2,-0.050562431,M,0.054368002,M
de,sub,category_1,-9.35E-04,F,0.049324698,F
de,sub,category_2,-0.042836821,F,0.049324698,F
de,sub,category_1,0.007524126,M,0.052108555,M
de,sub,category_2,-0.052736165,M,0.052108555,M
hr,sub,category_1,-0.039846347,F,0.046160564,F
hr,sub,category_2,-0.048047756,F,0.046160564,F
hr,sub,category_1,-0.032839167,M,0.054550862,M
hr,sub,category_2,-0.056203719,M,0.054550862,M
el,sub,category_1,-0.043037556,F,0.051024991,F
el,sub,category_2,-0.038934122,F,0.051024991,F
el,sub,category_1,-0.043037556,M,0.051024991,M
el,sub,category_2,-0.038934122,M,0.051024991,M
zh,wiki,category_1,-0.020814071,N,0.008851713,N
zh,wiki,category_2,-0.02555076,N,0.008851713,N
zu,wiki,category_1,0.075684451,N,0.016000143,N
zu,wiki,category_2,0.08772851,N,0.016000143,N
