ja,wiki,category_1,-0.001497471,N,2.37E-04,N
ja,wiki,category_2,-0.001512731,N,2.37E-04,N
id,sub,category_1,-0.100520889,N,0.048675916,N
id,sub,category_2,-0.12728749,N,0.048675916,N
ar,wiki,category_1,-0.062902152,F,0.055863486,F
ar,wiki,category_2,-0.086752827,F,0.055863486,F
ar,wiki,category_1,-0.048979774,M,0.062156892,M
ar,wiki,category_2,-0.070318817,M,0.062156892,M
ko,wiki,category_1,-0.152125314,N,0.106071371,N
ko,wiki,category_2,-0.179894568,N,0.106071371,N
ms,wiki,category_1,-0.092013689,N,0.080734498,N
ms,wiki,category_2,-0.092742674,N,0.080734498,N
it,sub,category_1,-0.062395468,F,0.082006997,F
it,sub,category_2,-0.083680608,F,0.082006997,F
it,sub,category_1,-0.073501904,M,0.081556663,M
it,sub,category_2,-0.070199435,M,0.081556663,M
da,wiki,category_1,-0.091363162,F,0.074644656,F
da,wiki,category_2,-0.157527912,F,0.074644656,F
da,wiki,category_1,-0.0946029,M,0.072908586,M
da,wiki,category_2,-0.135922427,M,0.072908586,M
ja,sub,category_1,-0.044735923,N,0.05121895,N
ja,sub,category_2,-0.0652845,N,0.05121895,N
nl,wiki,category_1,-0.062401395,F,0.085787529,F
nl,wiki,category_2,-0.131569055,F,0.085787529,F
nl,wiki,category_1,-0.062660642,M,0.084530885,M
nl,wiki,category_2,-0.109948691,M,0.084530885,M
ko,sub,category_1,0.025867285,N,0.052295465,N
ko,sub,category_2,0.009436562,N,0.052295465,N
de,wiki,category_1,-0.048937723,F,0.08952999,F
de,wiki,category_2,-0.114011064,F,0.08952999,F
de,wiki,category_1,-0.052125355,M,0.094117322,M
de,wiki,category_2,-0.12540018,M,0.094117322,M
no,wiki,category_1,-0.090093563,N,0.083793188,N
no,wiki,category_2,-0.13961902,N,0.083793188,N
ms,sub,category_1,-0.073672604,N,0.048649374,N
ms,sub,category_2,-0.065117387,N,0.048649374,N
el,wiki,category_1,-0.059252792,F,0.080852152,F
el,wiki,category_2,-0.08744847,F,0.080852152,F
el,wiki,category_1,-0.059252792,M,0.080852152,M
el,wiki,category_2,-0.08744847,M,0.080852152,M
nl,sub,category_1,-0.049226489,F,0.070299743,F
nl,sub,category_2,-0.093299576,F,0.070299743,F
nl,sub,category_1,-0.053830978,M,0.071182603,M
nl,sub,category_2,-0.08248388,M,0.071182603,M
pl,wiki,category_1,-0.092021227,F,0.08261694,F
pl,wiki,category_2,-0.073034402,F,0.08261694,F
pl,wiki,category_1,-0.07966613,M,0.088081154,M
pl,wiki,category_2,-0.087970872,M,0.088081154,M
en,wiki,category_1,-0.1060224,N,0.098986206,N
en,wiki,category_2,-0.168568188,N,0.098986206,N
no,sub,category_1,-0.045852469,N,0.049607404,N
no,sub,category_2,-0.090812148,N,0.049607404,N
pt,wiki,category_1,-0.098512498,F,0.079942826,F
pt,wiki,category_2,-0.142711128,F,0.079942826,F
pt,wiki,category_1,-0.108722242,M,0.089602582,M
pt,wiki,category_2,-0.158382897,M,0.089602582,M
es,wiki,category_1,-0.075734872,F,0.081075419,F
es,wiki,category_2,-0.108380797,F,0.081075419,F
es,wiki,category_1,-0.089000781,M,0.093329397,M
es,wiki,category_2,-0.121177483,M,0.093329397,M
pl,sub,category_1,-0.029145155,F,0.050771188,F
pl,sub,category_2,-0.016743434,F,0.050771188,F
pl,sub,category_1,-0.021868076,M,0.054910844,M
pl,sub,category_2,-0.028665155,M,0.054910844,M
fa,wiki,category_1,-0.110431541,N,0.108384522,N
fa,wiki,category_2,-0.164497622,N,0.108384522,N
ro,wiki,category_1,-0.057679999,F,0.05605176,F
ro,wiki,category_2,-0.090512499,F,0.05605176,F
ro,wiki,category_1,-0.057679999,M,0.05605176,M
ro,wiki,category_2,-0.090512499,M,0.05605176,M
fi,wiki,category_1,-0.066013023,N,0.092954781,N
fi,wiki,category_2,-0.083614931,N,0.092954781,N
pt,sub,category_1,-0.050437784,F,0.054271706,F
pt,sub,category_2,-0.073084001,F,0.054271706,F
pt,sub,category_1,-0.042474217,M,0.060195762,M
pt,sub,category_2,-0.068277485,M,0.060195762,M
ru,wiki,category_1,-0.122553403,F,0.104368423,F
ru,wiki,category_2,-0.101983545,F,0.104368423,F
ru,wiki,category_1,-0.125008857,M,0.103682627,M
ru,wiki,category_2,-0.125642516,M,0.103682627,M
fr,wiki,category_1,-0.126222185,F,0.103537458,F
fr,wiki,category_2,-0.159106099,F,0.103537458,F
fr,wiki,category_1,-0.12421533,M,0.103020318,M
fr,wiki,category_2,-0.155876535,M,0.103020318,M
ro,sub,category_1,-0.026719014,F,0.057784658,F
ro,sub,category_2,-0.065971265,F,0.057784658,F
ro,sub,category_1,-0.026719014,M,0.057784658,M
ro,sub,category_2,-0.065971265,M,0.057784658,M
sk,wiki,category_1,-0.099875205,F,0.057948709,F
sk,wiki,category_2,-0.096513646,F,0.057948709,F
sk,wiki,category_1,-0.096845772,M,0.059874142,M
sk,wiki,category_2,-0.101704447,M,0.059874142,M
he,wiki,category_1,-0.04811314,F,0.082422588,F
he,wiki,category_2,-0.095872972,F,0.082422588,F
he,wiki,category_1,-0.054251046,M,0.094535888,M
he,wiki,category_2,-0.094787855,M,0.094535888,M
ru,sub,category_1,-0.045019393,F,0.05851555,F
ru,sub,category_2,-0.029643644,F,0.05851555,F
ru,sub,category_1,-0.042201884,M,0.058743902,M
ru,sub,category_2,-0.04657406,M,0.058743902,M
hi,wiki,category_1,-0.09103598,N,0.111782847,N
hi,wiki,category_2,-0.114480252,N,0.111782847,N
sr,wiki,category_1,-0.092791493,F,0.056384319,F
sr,wiki,category_2,-0.096847481,F,0.056384319,F
sr,wiki,category_1,-0.075677608,M,0.062709303,M
sr,wiki,category_2,-0.100432941,M,0.062709303,M
sv,wiki,category_1,-0.064692309,N,0.080748342,N
sv,wiki,category_2,-0.131062119,N,0.080748342,N
sk,sub,category_1,-0.016019724,F,0.0382922,F
sk,sub,category_2,-0.028486432,F,0.0382922,F
sk,sub,category_1,-0.022885536,M,0.040687644,M
sk,sub,category_2,-0.028856352,M,0.040687644,M
hr,wiki,category_1,-0.034712194,F,0.056797715,F
hr,wiki,category_2,0.001061655,F,0.056797715,F
hr,wiki,category_1,-0.013702745,M,0.065624137,M
hr,wiki,category_2,-0.006731447,M,0.065624137,M
