"country","year","cowcode","mean","sd","median","pct025","pct975"
"United States","1946",2,1.08643107761851,0.296274405770014,1.07274259270086,0.542473403241167,1.69406325813639
"United States","1947",2,1.09442279054741,0.298953843247262,1.07798706125057,0.551630136021993,1.71977057601791
"United States","1948",2,1.05004041342522,0.260401632652926,1.03892682260955,0.564254990768261,1.58878284484989
"United States","1949",2,1.03980097413629,0.258584460500407,1.0310480789435,0.562805592741287,1.56791242213464
"United States","1950",2,1.08497098990745,0.244926430690266,1.0716098310641,0.628056883163918,1.58925314399187
"United States","1951",2,1.04359106086061,0.255185711421342,1.03372227171381,0.569553045617692,1.57714981850307
"United States","1952",2,1.04461114512694,0.260419516146881,1.03866684982027,0.553398571660752,1.56325623178811
"United States","1953",2,1.04947742637604,0.263416733653454,1.04232678529472,0.55457644487946,1.58594884555179
"United States","1954",2,1.04452452719641,0.256971160748851,1.03171519881153,0.573335429026566,1.57719893211096
"United States","1955",2,1.08880937264027,0.246571412084692,1.08167078504404,0.629373433095758,1.59772263596033
"United States","1956",2,1.04655044411753,0.257602723307883,1.03156883104193,0.570698673730814,1.58238061976468
"United States","1957",2,1.04714727493855,0.257656871542699,1.03694171623415,0.563200081620129,1.57580629818644
"United States","1958",2,1.04620359744582,0.25573847580617,1.03305167003621,0.572701417853148,1.5982630621499
"United States","1959",2,1.05108348085857,0.263979658874022,1.04159093168931,0.551233674099509,1.59990775151627
"United States","1960",2,1.08416003011907,0.247545739124409,1.07615735260429,0.642310865324676,1.61855269700341
"United States","1961",2,1.04396781119453,0.259732174265956,1.03710912745973,0.557272778390117,1.57744881271521
"United States","1962",2,1.27185917597481,0.279992142545159,1.25744665458767,0.750694170705634,1.83719198119129
"United States","1963",2,1.04531774217152,0.256791114056637,1.0393329813543,0.559341389788024,1.56591698020614
"United States","1964",2,0.947973015694091,0.251740290833799,0.938182341793671,0.481653419188893,1.46544780284887
"United States","1965",2,1.20336731222015,0.263211123252289,1.19273787744342,0.721027228660388,1.76888525571301
"United States","1966",2,0.953904433221895,0.246979432089347,0.944744788299435,0.494558695126677,1.45166397400728
"United States","1967",2,1.16684506272319,0.272135606551233,1.15577144658969,0.658188084142628,1.71783971335308
"United States","1968",2,1.3940079074135,0.301262610975597,1.38198336907999,0.828765135620036,2.03045504735833
"United States","1969",2,1.41022185847167,0.300498907105355,1.39586289045148,0.850032719637067,2.02809111355696
"United States","1970",2,1.14752743748459,0.265392171067787,1.13766323312767,0.652483042977899,1.69369971810661
"United States","1971",2,1.15039252842998,0.273717888981534,1.1434099763675,0.637140346080327,1.70149877758583
"United States","1972",2,1.13096451019843,0.227737942157117,1.12246733597791,0.708632883799794,1.61089109626431
"United States","1973",2,1.31418585268993,0.245805154411728,1.30185048590727,0.864578182339586,1.834129516666
"United States","1974",2,1.31750770548793,0.24945304002217,1.31249136674484,0.841539500742124,1.82260861703383
"United States","1975",2,1.31229220664334,0.245556603257551,1.30567203304882,0.859359789007591,1.82504140854269
"United States","1976",2,1.40782697497547,0.260409098612615,1.39850217277854,0.932783275514875,1.95220075746584
"United States","1977",2,1.40761078663311,0.264312291151872,1.40085129180413,0.924637738135014,1.9539544672289
"United States","1978",2,1.21403903367192,0.238010196021497,1.2070146781334,0.772139032977878,1.69361144285258
"United States","1979",2,1.05570747897953,0.216349689811304,1.04656010010984,0.648588602331958,1.50483609679064
"United States","1980",2,1.14799778365277,0.217330010658012,1.14027529044742,0.742685842252093,1.58692143488882
"United States","1981",2,1.12675442054028,0.226120103922445,1.11772995174485,0.720813683236605,1.60537328362038
"United States","1982",2,1.12530315759182,0.219873563521736,1.11698908217308,0.711090191755437,1.56634982046015
"United States","1983",2,1.39286853053274,0.279419987881304,1.38037315884339,0.877519527689096,1.992110426844
