translation,language_code,word,gender,word_id,translation_id,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301
adik,id,brother,N,w1,t2,-0.2396,0.13493,0.095139,0.031878,0.10289,0.16268,-0.27173,-0.15618,-0.033009,0.37668,-0.31206,-0.44065,-0.2599,0.19307,-0.31866,-0.1811,-0.15914,-0.44327,-0.12501,0.29423,-0.27276,-6.8253e-4,-0.2204,0.078158,0.14057,0.12665,0.15653,0.15978,0.38094,0.3755,0.35415,0.11935,-0.028183,-0.1376,0.23897,0.35212,0.068389,0.16874,-0.47713,-0.16417,-0.50153,-0.27971,-0.32919,-0.35307,0.42841,0.025873,0.40498,0.34437,0.12241,0.34065,-0.10322,0.042026,-0.034717,-0.33335,-0.20517,0.14002,-0.12205,0.11485,-0.16816,-0.086069,0.11139,-0.26445,0.22274,0.0020854,0.074462,-0.20752,-0.18337,-0.41151,0.41858,0.58062,0.15966,-0.12476,-0.019301,0.090966,0.11799,-0.13038,0.062425,-0.25231,0.5778,-0.20315,-0.546,-0.20753,-0.21846,0.22854,-0.11751,0.0043016,-0.30111,-0.22994,-0.10564,-0.15769,-0.027386,0.55374,0.17568,-0.398,-0.12311,-0.076826,0.16872,-0.55833,-0.15411,-0.0032583,-0.28484,-0.49966,0.25667,-0.10913,0.35883,0.0041255,-0.20947,-0.10126,-0.062067,0.13893,-0.16969,-0.24054,0.10444,0.36986,0.19004,0.3915,0.025018,-0.31431,-0.030581,-0.14489,-0.14845,0.21754,0.12913,0.24423,0.32972,0.10396,-0.18778,-0.43062,-0.089021,-0.18021,0.07498,0.32602,0.29501,0.14718,-0.33013,-0.45492,-0.57309,-0.077801,-0.64946,0.023609,0.3668,0.28704,0.15031,-0.3158,-0.19655,-0.10663,-0.33501,0.053785,0.22013,-0.28286,-0.3837,0.15702,0.13783,-0.48972,-0.27776,0.3209,0.052839,0.29989,-0.22208,0.23236,-0.22331,-0.10082,-0.46932,-0.075938,0.52739,0.0091716,0.38372,0.23115,0.26952,0.028677,0.099281,-0.018519,0.029955,-0.093173,0.13697,-0.069273,-0.32902,-0.073455,0.20611,0.12875,-0.011131,-0.24349,-0.1458,-0.25513,-0.23348,0.073584,-0.65945,0.52383,0.3511,-0.13582,0.19702,-0.33682,-0.19431,-0.30934,-0.48016,0.013496,-0.1908,-0.25289,-0.038021,0.22713,-0.090196,-0.15847,0.42937,-0.052755,-0.3206,0.038957,-0.20384,0.18222,-0.26683,-0.22256,-0.31959,-0.45524,-0.54784,-0.036997,-0.58875,0.01706,0.29377,0.24449,0.29265,0.018487,0.06347,0.078115,0.089529,0.071695,0.13865,0.55219,-0.4549,-0.11063,0.76569,-0.084529000000000007,-0.038706,-0.15735,-0.20795,-0.28286,-0.0038898,-0.29785,0.44161,0.19717,-0.40358,-0.21898,-0.073745,0.44689,0.076331,-0.1266,-0.10538,0.3963,-0.037301,-0.064266,-0.22335,-0.12533,0.13165,-0.092107,-0.28281,-0.25263,-0.39069,-0.021886,-0.045838,0.02665,-0.24359,0.080011,-0.0083784,-0.020741,0.46877,-0.12921,0.17861,-0.56783,0.23343,-0.2437,0.09993,-0.49281,0.16814,-0.34592,0.1168,-0.36194,-0.0087271,-0.031232,0.24302,0.32105,0.035642,0.10569,0.35438,-0.49732,0.064811,-0.02432,-0.093403,0.3153,-0.14509,-0.054218,-0.44938,-0.01526,0.043172,-0.17303,-0.27866,0.2347,-0.15976,-0.020451,-0.31834,0.21024,0.079876,0.1361
adik,id,sister,N,w1,t2,-0.2396,0.13493,0.095139,0.031878,0.10289,0.16268,-0.27173,-0.15618,-0.033009,0.37668,-0.31206,-0.44065,-0.2599,0.19307,-0.31866,-0.1811,-0.15914,-0.44327,-0.12501,0.29423,-0.27276,-6.8253e-4,-0.2204,0.078158,0.14057,0.12665,0.15653,0.15978,0.38094,0.3755,0.35415,0.11935,-0.028183,-0.1376,0.23897,0.35212,0.068389,0.16874,-0.47713,-0.16417,-0.50153,-0.27971,-0.32919,-0.35307,0.42841,0.025873,0.40498,0.34437,0.12241,0.34065,-0.10322,0.042026,-0.034717,-0.33335,-0.20517,0.14002,-0.12205,0.11485,-0.16816,-0.086069,0.11139,-0.26445,0.22274,0.0020854,0.074462,-0.20752,-0.18337,-0.41151,0.41858,0.58062,0.15966,-0.12476,-0.019301,0.090966,0.11799,-0.13038,0.062425,-0.25231,0.5778,-0.20315,-0.546,-0.20753,-0.21846,0.22854,-0.11751,0.0043016,-0.30111,-0.22994,-0.10564,-0.15769,-0.027386,0.55374,0.17568,-0.398,-0.12311,-0.076826,0.16872,-0.55833,-0.15411,-0.0032583,-0.28484,-0.49966,0.25667,-0.10913,0.35883,0.0041255,-0.20947,-0.10126,-0.062067,0.13893,-0.16969,-0.24054,0.10444,0.36986,0.19004,0.3915,0.025018,-0.31431,-0.030581,-0.14489,-0.14845,0.21754,0.12913,0.24423,0.32972,0.10396,-0.18778,-0.43062,-0.089021,-0.18021,0.07498,0.32602,0.29501,0.14718,-0.33013,-0.45492,-0.57309,-0.077801,-0.64946,0.023609,0.3668,0.28704,0.15031,-0.3158,-0.19655,-0.10663,-0.33501,0.053785,0.22013,-0.28286,-0.3837,0.15702,0.13783,-0.48972,-0.27776,0.3209,0.052839,0.29989,-0.22208,0.23236,-0.22331,-0.10082,-0.46932,-0.075938,0.52739,0.0091716,0.38372,0.23115,0.26952,0.028677,0.099281,-0.018519,0.029955,-0.093173,0.13697,-0.069273,-0.32902,-0.073455,0.20611,0.12875,-0.011131,-0.24349,-0.1458,-0.25513,-0.23348,0.073584,-0.65945,0.52383,0.3511,-0.13582,0.19702,-0.33682,-0.19431,-0.30934,-0.48016,0.013496,-0.1908,-0.25289,-0.038021,0.22713,-0.090196,-0.15847,0.42937,-0.052755,-0.3206,0.038957,-0.20384,0.18222,-0.26683,-0.22256,-0.31959,-0.45524,-0.54784,-0.036997,-0.58875,0.01706,0.29377,0.24449,0.29265,0.018487,0.06347,0.078115,0.089529,0.071695,0.13865,0.55219,-0.4549,-0.11063,0.76569,-0.084529000000000007,-0.038706,-0.15735,-0.20795,-0.28286,-0.0038898,-0.29785,0.44161,0.19717,-0.40358,-0.21898,-0.073745,0.44689,0.076331,-0.1266,-0.10538,0.3963,-0.037301,-0.064266,-0.22335,-0.12533,0.13165,-0.092107,-0.28281,-0.25263,-0.39069,-0.021886,-0.045838,0.02665,-0.24359,0.080011,-0.0083784,-0.020741,0.46877,-0.12921,0.17861,-0.56783,0.23343,-0.2437,0.09993,-0.49281,0.16814,-0.34592,0.1168,-0.36194,-0.0087271,-0.031232,0.24302,0.32105,0.035642,0.10569,0.35438,-0.49732,0.064811,-0.02432,-0.093403,0.3153,-0.14509,-0.054218,-0.44938,-0.01526,0.043172,-0.17303,-0.27866,0.2347,-0.15976,-0.020451,-0.31834,0.21024,0.079876,0.1361
anak,id,daughter,N,w1,t2,0.010516,0.045204,0.10816,0.14834,0.012241,0.38138,-0.55452,-0.17149,0.10175,0.12343,-0.12012,-0.20342,-0.11504,0.35612,-0.025464,0.19769,-0.21899,-0.49429,-0.36841,0.32367,-0.069598,-0.26909,-0.36561,0.1972,0.15713,-0.20986,0.19282,-0.091093,-0.24841,0.29186,0.32591,-0.11869,-0.0078062,-0.2413,0.28934,0.12851,0.20932,0.10978,-0.41288,-0.17539,-0.31682,0.07462,-0.10437,0.011458,0.03345,-0.44421,0.29668,0.26917,0.08385,0.21212,0.022219,-0.052851,-0.33465,-0.13174,0.051726,-0.071952,0.15804,-0.098766,-0.13728,0.28287,0.14752,0.092705,0.36136,-0.018507,0.07066,-0.3369,-0.18481,-0.048291,0.090107,0.27848,0.31377,-0.17689,0.094608,0.25744,0.11156,-0.017019,-0.068117,0.15891,0.16935,0.27565,-0.45461,0.14379,-0.17966,0.078418,-0.19199,0.17581,0.21731,-0.049526,-0.033203,-0.011748,-0.087818,0.3042,-0.076766,0.071509,0.055394,0.012992,0.11732,-0.1858,-0.016527,0.0039466,-0.13784,-0.35772,0.14764,-0.0077103,-0.0304,-0.28927,-0.083095,-0.061798,-0.033569,0.25654,0.12325,-0.023015,0.22902,0.025595,0.17142,0.20884,0.083292,0.039567,0.11347,-0.29627,-0.12434,0.15689,-0.31968,-0.076528,0.112,-0.11458,-0.087884,-0.22034,-0.069957,-0.2685,-0.1274,0.49835,0.16726,-0.021779,-0.13643,-0.12282,-0.16826,-0.014519,-0.027501,0.12445,0.076662,0.23618,0.033883,0.045179,-0.16368,-0.011102,0.080683,-0.11366,0.021915,-0.10458,-0.25487,-0.049578,0.054269,-0.12227,-0.15678,0.23412,0.22318,-0.33828,0.26965,0.025274,-0.035958,0.068718,-0.16947,-0.087221,0.45357,-0.17028,0.16658,0.34662,0.077147,0.0053587,0.18957,-0.052226,0.22232,-0.14835,0.12732,0.064596,0.14586,0.011348,0.4115,-0.15321,0.052051,-0.27035,-0.072754,-0.077468,-0.39408,0.2767,-0.011388,0.15478,0.065881,-0.25603,0.24813,-0.15209,-0.17448,-0.046982,-0.20152,-0.17786,-0.15925,0.14672,0.32332,0.39493,-0.14225,-0.27064,0.0079003,-0.13894,-0.14889,0.18651,-0.1821,0.0056104,0.18282,-0.20719,-0.30923,-0.31934,-0.61435,-0.099654,-0.25834,-0.10586,-0.065301,0.10156,0.14599,0.18158,0.12959,0.35696,-0.097136,0.064478,0.026956,0.20532,-0.13189,-0.32805,0.40807,-0.20046,-0.10531,0.082758,-0.17785,-0.18989,0.14624,-0.12926,0.21518,-0.020109,0.17298,0.19309,-0.19393,0.27137,0.36815,0.25184,0.065414,0.20134,-2.2272e-4,0.3248,-0.19204,0.29303,0.45942,-0.18508,-0.097444,-0.38362,-0.049793,-0.2133,-0.1763,-0.045919,-0.24929,-0.019452,0.083795,0.15077,0.14502,0.151,0.081546,-0.546,0.0076837,-0.11546,-0.02621,-0.22696,0.078602,-0.093481,0.23678,-0.66024,-0.30231,-0.38244,-0.095331,0.10041,0.13846,0.041876,0.15124,-0.57757,0.0085722,0.13895,0.057706,0.25107,-0.40813,0.053029,-0.46227,-0.13046,0.14109,0.12474,-0.2535,0.29242,0.091522,0.0070947,-0.2824,0.39233,0.20055,0.40448
anak,id,son,N,w1,t2,0.010516,0.045204,0.10816,0.14834,0.012241,0.38138,-0.55452,-0.17149,0.10175,0.12343,-0.12012,-0.20342,-0.11504,0.35612,-0.025464,0.19769,-0.21899,-0.49429,-0.36841,0.32367,-0.069598,-0.26909,-0.36561,0.1972,0.15713,-0.20986,0.19282,-0.091093,-0.24841,0.29186,0.32591,-0.11869,-0.0078062,-0.2413,0.28934,0.12851,0.20932,0.10978,-0.41288,-0.17539,-0.31682,0.07462,-0.10437,0.011458,0.03345,-0.44421,0.29668,0.26917,0.08385,0.21212,0.022219,-0.052851,-0.33465,-0.13174,0.051726,-0.071952,0.15804,-0.098766,-0.13728,0.28287,0.14752,0.092705,0.36136,-0.018507,0.07066,-0.3369,-0.18481,-0.048291,0.090107,0.27848,0.31377,-0.17689,0.094608,0.25744,0.11156,-0.017019,-0.068117,0.15891,0.16935,0.27565,-0.45461,0.14379,-0.17966,0.078418,-0.19199,0.17581,0.21731,-0.049526,-0.033203,-0.011748,-0.087818,0.3042,-0.076766,0.071509,0.055394,0.012992,0.11732,-0.1858,-0.016527,0.0039466,-0.13784,-0.35772,0.14764,-0.0077103,-0.0304,-0.28927,-0.083095,-0.061798,-0.033569,0.25654,0.12325,-0.023015,0.22902,0.025595,0.17142,0.20884,0.083292,0.039567,0.11347,-0.29627,-0.12434,0.15689,-0.31968,-0.076528,0.112,-0.11458,-0.087884,-0.22034,-0.069957,-0.2685,-0.1274,0.49835,0.16726,-0.021779,-0.13643,-0.12282,-0.16826,-0.014519,-0.027501,0.12445,0.076662,0.23618,0.033883,0.045179,-0.16368,-0.011102,0.080683,-0.11366,0.021915,-0.10458,-0.25487,-0.049578,0.054269,-0.12227,-0.15678,0.23412,0.22318,-0.33828,0.26965,0.025274,-0.035958,0.068718,-0.16947,-0.087221,0.45357,-0.17028,0.16658,0.34662,0.077147,0.0053587,0.18957,-0.052226,0.22232,-0.14835,0.12732,0.064596,0.14586,0.011348,0.4115,-0.15321,0.052051,-0.27035,-0.072754,-0.077468,-0.39408,0.2767,-0.011388,0.15478,0.065881,-0.25603,0.24813,-0.15209,-0.17448,-0.046982,-0.20152,-0.17786,-0.15925,0.14672,0.32332,0.39493,-0.14225,-0.27064,0.0079003,-0.13894,-0.14889,0.18651,-0.1821,0.0056104,0.18282,-0.20719,-0.30923,-0.31934,-0.61435,-0.099654,-0.25834,-0.10586,-0.065301,0.10156,0.14599,0.18158,0.12959,0.35696,-0.097136,0.064478,0.026956,0.20532,-0.13189,-0.32805,0.40807,-0.20046,-0.10531,0.082758,-0.17785,-0.18989,0.14624,-0.12926,0.21518,-0.020109,0.17298,0.19309,-0.19393,0.27137,0.36815,0.25184,0.065414,0.20134,-2.2272e-4,0.3248,-0.19204,0.29303,0.45942,-0.18508,-0.097444,-0.38362,-0.049793,-0.2133,-0.1763,-0.045919,-0.24929,-0.019452,0.083795,0.15077,0.14502,0.151,0.081546,-0.546,0.0076837,-0.11546,-0.02621,-0.22696,0.078602,-0.093481,0.23678,-0.66024,-0.30231,-0.38244,-0.095331,0.10041,0.13846,0.041876,0.15124,-0.57757,0.0085722,0.13895,0.057706,0.25107,-0.40813,0.053029,-0.46227,-0.13046,0.14109,0.12474,-0.2535,0.29242,0.091522,0.0070947,-0.2824,0.39233,0.20055,0.40448
anak,id,children,N,w2,t1,0.010516,0.045204,0.10816,0.14834,0.012241,0.38138,-0.55452,-0.17149,0.10175,0.12343,-0.12012,-0.20342,-0.11504,0.35612,-0.025464,0.19769,-0.21899,-0.49429,-0.36841,0.32367,-0.069598,-0.26909,-0.36561,0.1972,0.15713,-0.20986,0.19282,-0.091093,-0.24841,0.29186,0.32591,-0.11869,-0.0078062,-0.2413,0.28934,0.12851,0.20932,0.10978,-0.41288,-0.17539,-0.31682,0.07462,-0.10437,0.011458,0.03345,-0.44421,0.29668,0.26917,0.08385,0.21212,0.022219,-0.052851,-0.33465,-0.13174,0.051726,-0.071952,0.15804,-0.098766,-0.13728,0.28287,0.14752,0.092705,0.36136,-0.018507,0.07066,-0.3369,-0.18481,-0.048291,0.090107,0.27848,0.31377,-0.17689,0.094608,0.25744,0.11156,-0.017019,-0.068117,0.15891,0.16935,0.27565,-0.45461,0.14379,-0.17966,0.078418,-0.19199,0.17581,0.21731,-0.049526,-0.033203,-0.011748,-0.087818,0.3042,-0.076766,0.071509,0.055394,0.012992,0.11732,-0.1858,-0.016527,0.0039466,-0.13784,-0.35772,0.14764,-0.0077103,-0.0304,-0.28927,-0.083095,-0.061798,-0.033569,0.25654,0.12325,-0.023015,0.22902,0.025595,0.17142,0.20884,0.083292,0.039567,0.11347,-0.29627,-0.12434,0.15689,-0.31968,-0.076528,0.112,-0.11458,-0.087884,-0.22034,-0.069957,-0.2685,-0.1274,0.49835,0.16726,-0.021779,-0.13643,-0.12282,-0.16826,-0.014519,-0.027501,0.12445,0.076662,0.23618,0.033883,0.045179,-0.16368,-0.011102,0.080683,-0.11366,0.021915,-0.10458,-0.25487,-0.049578,0.054269,-0.12227,-0.15678,0.23412,0.22318,-0.33828,0.26965,0.025274,-0.035958,0.068718,-0.16947,-0.087221,0.45357,-0.17028,0.16658,0.34662,0.077147,0.0053587,0.18957,-0.052226,0.22232,-0.14835,0.12732,0.064596,0.14586,0.011348,0.4115,-0.15321,0.052051,-0.27035,-0.072754,-0.077468,-0.39408,0.2767,-0.011388,0.15478,0.065881,-0.25603,0.24813,-0.15209,-0.17448,-0.046982,-0.20152,-0.17786,-0.15925,0.14672,0.32332,0.39493,-0.14225,-0.27064,0.0079003,-0.13894,-0.14889,0.18651,-0.1821,0.0056104,0.18282,-0.20719,-0.30923,-0.31934,-0.61435,-0.099654,-0.25834,-0.10586,-0.065301,0.10156,0.14599,0.18158,0.12959,0.35696,-0.097136,0.064478,0.026956,0.20532,-0.13189,-0.32805,0.40807,-0.20046,-0.10531,0.082758,-0.17785,-0.18989,0.14624,-0.12926,0.21518,-0.020109,0.17298,0.19309,-0.19393,0.27137,0.36815,0.25184,0.065414,0.20134,-2.2272e-4,0.3248,-0.19204,0.29303,0.45942,-0.18508,-0.097444,-0.38362,-0.049793,-0.2133,-0.1763,-0.045919,-0.24929,-0.019452,0.083795,0.15077,0.14502,0.151,0.081546,-0.546,0.0076837,-0.11546,-0.02621,-0.22696,0.078602,-0.093481,0.23678,-0.66024,-0.30231,-0.38244,-0.095331,0.10041,0.13846,0.041876,0.15124,-0.57757,0.0085722,0.13895,0.057706,0.25107,-0.40813,0.053029,-0.46227,-0.13046,0.14109,0.12474,-0.2535,0.29242,0.091522,0.0070947,-0.2824,0.39233,0.20055,0.40448
anak,id,boy,N,w1,t2,0.010516,0.045204,0.10816,0.14834,0.012241,0.38138,-0.55452,-0.17149,0.10175,0.12343,-0.12012,-0.20342,-0.11504,0.35612,-0.025464,0.19769,-0.21899,-0.49429,-0.36841,0.32367,-0.069598,-0.26909,-0.36561,0.1972,0.15713,-0.20986,0.19282,-0.091093,-0.24841,0.29186,0.32591,-0.11869,-0.0078062,-0.2413,0.28934,0.12851,0.20932,0.10978,-0.41288,-0.17539,-0.31682,0.07462,-0.10437,0.011458,0.03345,-0.44421,0.29668,0.26917,0.08385,0.21212,0.022219,-0.052851,-0.33465,-0.13174,0.051726,-0.071952,0.15804,-0.098766,-0.13728,0.28287,0.14752,0.092705,0.36136,-0.018507,0.07066,-0.3369,-0.18481,-0.048291,0.090107,0.27848,0.31377,-0.17689,0.094608,0.25744,0.11156,-0.017019,-0.068117,0.15891,0.16935,0.27565,-0.45461,0.14379,-0.17966,0.078418,-0.19199,0.17581,0.21731,-0.049526,-0.033203,-0.011748,-0.087818,0.3042,-0.076766,0.071509,0.055394,0.012992,0.11732,-0.1858,-0.016527,0.0039466,-0.13784,-0.35772,0.14764,-0.0077103,-0.0304,-0.28927,-0.083095,-0.061798,-0.033569,0.25654,0.12325,-0.023015,0.22902,0.025595,0.17142,0.20884,0.083292,0.039567,0.11347,-0.29627,-0.12434,0.15689,-0.31968,-0.076528,0.112,-0.11458,-0.087884,-0.22034,-0.069957,-0.2685,-0.1274,0.49835,0.16726,-0.021779,-0.13643,-0.12282,-0.16826,-0.014519,-0.027501,0.12445,0.076662,0.23618,0.033883,0.045179,-0.16368,-0.011102,0.080683,-0.11366,0.021915,-0.10458,-0.25487,-0.049578,0.054269,-0.12227,-0.15678,0.23412,0.22318,-0.33828,0.26965,0.025274,-0.035958,0.068718,-0.16947,-0.087221,0.45357,-0.17028,0.16658,0.34662,0.077147,0.0053587,0.18957,-0.052226,0.22232,-0.14835,0.12732,0.064596,0.14586,0.011348,0.4115,-0.15321,0.052051,-0.27035,-0.072754,-0.077468,-0.39408,0.2767,-0.011388,0.15478,0.065881,-0.25603,0.24813,-0.15209,-0.17448,-0.046982,-0.20152,-0.17786,-0.15925,0.14672,0.32332,0.39493,-0.14225,-0.27064,0.0079003,-0.13894,-0.14889,0.18651,-0.1821,0.0056104,0.18282,-0.20719,-0.30923,-0.31934,-0.61435,-0.099654,-0.25834,-0.10586,-0.065301,0.10156,0.14599,0.18158,0.12959,0.35696,-0.097136,0.064478,0.026956,0.20532,-0.13189,-0.32805,0.40807,-0.20046,-0.10531,0.082758,-0.17785,-0.18989,0.14624,-0.12926,0.21518,-0.020109,0.17298,0.19309,-0.19393,0.27137,0.36815,0.25184,0.065414,0.20134,-2.2272e-4,0.3248,-0.19204,0.29303,0.45942,-0.18508,-0.097444,-0.38362,-0.049793,-0.2133,-0.1763,-0.045919,-0.24929,-0.019452,0.083795,0.15077,0.14502,0.151,0.081546,-0.546,0.0076837,-0.11546,-0.02621,-0.22696,0.078602,-0.093481,0.23678,-0.66024,-0.30231,-0.38244,-0.095331,0.10041,0.13846,0.041876,0.15124,-0.57757,0.0085722,0.13895,0.057706,0.25107,-0.40813,0.053029,-0.46227,-0.13046,0.14109,0.12474,-0.2535,0.29242,0.091522,0.0070947,-0.2824,0.39233,0.20055,0.40448
anak,id,children,N,w1,t1,0.010516,0.045204,0.10816,0.14834,0.012241,0.38138,-0.55452,-0.17149,0.10175,0.12343,-0.12012,-0.20342,-0.11504,0.35612,-0.025464,0.19769,-0.21899,-0.49429,-0.36841,0.32367,-0.069598,-0.26909,-0.36561,0.1972,0.15713,-0.20986,0.19282,-0.091093,-0.24841,0.29186,0.32591,-0.11869,-0.0078062,-0.2413,0.28934,0.12851,0.20932,0.10978,-0.41288,-0.17539,-0.31682,0.07462,-0.10437,0.011458,0.03345,-0.44421,0.29668,0.26917,0.08385,0.21212,0.022219,-0.052851,-0.33465,-0.13174,0.051726,-0.071952,0.15804,-0.098766,-0.13728,0.28287,0.14752,0.092705,0.36136,-0.018507,0.07066,-0.3369,-0.18481,-0.048291,0.090107,0.27848,0.31377,-0.17689,0.094608,0.25744,0.11156,-0.017019,-0.068117,0.15891,0.16935,0.27565,-0.45461,0.14379,-0.17966,0.078418,-0.19199,0.17581,0.21731,-0.049526,-0.033203,-0.011748,-0.087818,0.3042,-0.076766,0.071509,0.055394,0.012992,0.11732,-0.1858,-0.016527,0.0039466,-0.13784,-0.35772,0.14764,-0.0077103,-0.0304,-0.28927,-0.083095,-0.061798,-0.033569,0.25654,0.12325,-0.023015,0.22902,0.025595,0.17142,0.20884,0.083292,0.039567,0.11347,-0.29627,-0.12434,0.15689,-0.31968,-0.076528,0.112,-0.11458,-0.087884,-0.22034,-0.069957,-0.2685,-0.1274,0.49835,0.16726,-0.021779,-0.13643,-0.12282,-0.16826,-0.014519,-0.027501,0.12445,0.076662,0.23618,0.033883,0.045179,-0.16368,-0.011102,0.080683,-0.11366,0.021915,-0.10458,-0.25487,-0.049578,0.054269,-0.12227,-0.15678,0.23412,0.22318,-0.33828,0.26965,0.025274,-0.035958,0.068718,-0.16947,-0.087221,0.45357,-0.17028,0.16658,0.34662,0.077147,0.0053587,0.18957,-0.052226,0.22232,-0.14835,0.12732,0.064596,0.14586,0.011348,0.4115,-0.15321,0.052051,-0.27035,-0.072754,-0.077468,-0.39408,0.2767,-0.011388,0.15478,0.065881,-0.25603,0.24813,-0.15209,-0.17448,-0.046982,-0.20152,-0.17786,-0.15925,0.14672,0.32332,0.39493,-0.14225,-0.27064,0.0079003,-0.13894,-0.14889,0.18651,-0.1821,0.0056104,0.18282,-0.20719,-0.30923,-0.31934,-0.61435,-0.099654,-0.25834,-0.10586,-0.065301,0.10156,0.14599,0.18158,0.12959,0.35696,-0.097136,0.064478,0.026956,0.20532,-0.13189,-0.32805,0.40807,-0.20046,-0.10531,0.082758,-0.17785,-0.18989,0.14624,-0.12926,0.21518,-0.020109,0.17298,0.19309,-0.19393,0.27137,0.36815,0.25184,0.065414,0.20134,-2.2272e-4,0.3248,-0.19204,0.29303,0.45942,-0.18508,-0.097444,-0.38362,-0.049793,-0.2133,-0.1763,-0.045919,-0.24929,-0.019452,0.083795,0.15077,0.14502,0.151,0.081546,-0.546,0.0076837,-0.11546,-0.02621,-0.22696,0.078602,-0.093481,0.23678,-0.66024,-0.30231,-0.38244,-0.095331,0.10041,0.13846,0.041876,0.15124,-0.57757,0.0085722,0.13895,0.057706,0.25107,-0.40813,0.053029,-0.46227,-0.13046,0.14109,0.12474,-0.2535,0.29242,0.091522,0.0070947,-0.2824,0.39233,0.20055,0.40448
