word,female_target,male_target,male_score
abattoir,0.15158322099815041,0.16605581512320527,0.01447259412505486
abbey,0.1814002123550345,0.17451106215472123,-0.0068891502003132765
abbreviate,0.08245762372118329,0.08509458353818888,0.0026369598170055963
abdicate,0.2423882383520633,0.30148508711593,0.05909684876386667
abdication,0.22555483663779374,0.2813998289263731,0.055844992288579365
abdomen,0.22418569748232325,0.19782302348598918,-0.026362673996334074
abdominal,0.17050894751944895,0.1329839179684283,-0.03752502955102066
abduct,0.31509520048069856,0.27056936160694317,-0.044525838873755386
abducted,0.3535683683563531,0.29931256526129724,-0.05425580309505584
abduction,0.29286417925029445,0.24093150460593188,-0.051932674644362575
aberration,0.11875472858404515,0.14322024772664077,0.02446551914259562
abide,0.14743548901132428,0.1598536408397473,0.012418151828423013
ability,0.17350451210228243,0.18053070631559254,0.007026194213310105
able,0.2131377131368443,0.22434153910368945,0.01120382596684516
abode,0.20061451437942077,0.2100162455855852,0.009401731206164443
abortion,0.26189375735047904,0.1570094907554608,-0.10488426659501823
abroad,0.22541577687681777,0.2499662672430873,0.024550490366269523
abrupt,0.15196673418827497,0.1684312395707376,0.016464505382462635
absorb,0.15536161976129825,0.15115925095953286,-0.004202368801765388
abstract,0.1437371009009647,0.1291702115083303,-0.014566889392634397
absurd,0.18497078245912082,0.20992973919177965,0.024958956732658827
absurdly,0.1695680477939657,0.18820222626925742,0.018634178475291724
abundance,0.12611208059849124,0.13156823116037672,0.0054561505618854755
abundant,0.1212439347985323,0.13317881591285158,0.011934881114319285
abuse,0.20026629887002298,0.18851565794866731,-0.011750640921355665
abuser,0.2748501660881326,0.2609718834660212,-0.013878282622111437
abyss,0.1779217156029019,0.2079221769858241,0.0300004613829222
academic,0.1659112770395577,0.15684309979572997,-0.009068177243827719
accelerate,0.09088372399240228,0.09717645140596116,0.0062927274135588795
accent,0.20446277502080606,0.21154258538098505,0.00707981036017899
accept,0.18510784256414226,0.19460400397901897,0.00949616141487672
acceptance,0.17412588186307673,0.18064056050867613,0.006514678645599403
access,0.12301567987248459,0.0849753051123451,-0.03804037476013948
accident,0.26740856908460714,0.26371803470169963,-0.0036905343829075066
accidental,0.19377788114387576,0.19407708232299975,2.9920117912399236e-4
accordion,0.1974121065800881,0.21820769676553978,0.020795590185451684
accountant,0.270198826011309,0.295394601186962,0.025195775175652968
accuse,0.20981771740331562,0.220121619913014,0.01030390250969837
accused,0.2214613221531282,0.24537882142202116,0.023917499268892972
ace,0.16863624107085493,0.1929782639630023,0.024342022892147375
ache,0.18390936111071254,0.15967459550121416,-0.024234765609498388
aches,0.19905101203520545,0.1913786070530601,-0.007672404982145359
achieve,0.14269147078212674,0.15146727316707087,0.008775802384944131
achieved,0.14695963688738173,0.14726184702922332,3.0221014184159123e-4
achievement,0.17517056529203176,0.1995778701303731,0.02440730483834133
