word,female_target,male_target,male_score
abattoir,0.0835736330063542,0.10229060383413938,0.018716970827785173
abbey,0.1550707860015986,0.1496914166901033,-0.005379369311495297
abbreviate,0.04458835579628971,0.0327605598621242,-0.011827795934165511
abdicate,0.13999881838011724,0.19107735885050894,0.0510785404703917
abdication,0.11975624077846383,0.17832126112270086,0.05856502034423702
abdomen,0.19408836049413059,0.1732195018098292,-0.020868858684301383
abdominal,0.11064490812777614,0.10118773224694366,-0.009457175880832475
abduct,0.20287523761772983,0.19835899489796366,-0.004516242719766167
abducted,0.3030018510083073,0.2517421952772333,-0.051259655731073994
abduction,0.21745486543935483,0.16662269258804155,-0.05083217285131328
aberration,0.030279991221889076,0.08856636739097704,0.05828637616908796
abide,0.06368668909288895,0.09123477393172348,0.02754808483883453
ability,0.1377327614498091,0.18471951249067975,0.04698675104087066
able,0.18192214076655763,0.19660163193473618,0.014679491168178543
abode,0.15431651677503758,0.17688486845449125,0.022568351679453674
abortion,0.21766271190564507,0.10275863862208182,-0.11490407328356325
abroad,0.14045329787781308,0.11688690274098502,-0.023566395136828053
abrupt,0.1074088550562395,0.12804619159575584,0.02063733653951634
absorb,0.02758646800324815,0.046284509984054,0.01869804198080585
abstract,0.06184547350436595,0.043709021899855094,-0.018136451604510856
absurd,0.055931467183326186,0.1209564686247507,0.06502500144142451
absurdly,0.08277618436185843,0.1278446903510139,0.04506850598915546
abundance,0.040481487551132345,0.047342073252321745,0.006860585701189401
abundant,0.04278248639834971,0.05825965864437085,0.015477172246021138
abuse,0.13344179260171618,0.15070476960873364,0.017262977007017455
abuser,0.26873782631718635,0.25309782413101584,-0.01564000218617051
abyss,0.07064965699798051,0.10105001210501945,0.030400355107038937
academic,0.11044068174004763,0.1037402604435692,-0.006700421296478437
accelerate,0.009975876238420995,0.016223162408265965,0.006247286169844971
accent,0.1738288691740617,0.14798826170180404,-0.025840607472257665
accept,0.12608205144916426,0.16452922804588974,0.038447176596725474
acceptance,0.12312889009827206,0.12692631603521337,0.0037974259369413094
access,0.054621993570987994,0.015191435772712529,-0.039430557798275465
accident,0.2138764203861493,0.19102975195621158,-0.02284666842993771
accidental,0.1488208759544143,0.15434296325918248,0.005522087304768192
accordion,0.15563240363697006,0.1820513184655521,0.026418914828582024
accountant,0.23024211459196806,0.24329268947925595,0.013050574887287891
accuse,0.15438500547282605,0.18320161880870545,0.0288166133358794
accused,0.229993595777504,0.2551603599559677,0.025166764178463696
ace,0.1324051054972987,0.2046813553508181,0.07227624985351941
ache,0.18661561430206128,0.1551111958157017,-0.03150441848635957
aches,0.18844318761848852,0.17177070061451538,-0.01667248700397314
achieve,0.05902778434457541,0.04917227749750493,-0.009855506847070476
achieved,0.05249262544791392,0.040378050561702246,-0.012114574886211676
achievement,0.04571501332924409,0.0933661577937892,0.04765114446454512
acorn,0.12424707552358133,0.13961304741315114,0.015365971889569813
acquire,0.08190218265372298,0.11578104672518946,0.03387886407146648
acrobat,0.1906312439210074,0.1806888615743948,-0.0099423823466126
activate,0.006631990847702999,0.02923452068446513,0.02260252983676213
active,0.10148687159441701,0.11087314133625005,0.009386269741833042
activity,0.05937570894662148,0.06818119003642911,0.00880548108980763
actor,0.23690202712160008,0.31428036363081224,0.07737833650921216
actress,0.4061748389072102,0.18255443408639374,-0.22362040482081644
actual,0.14326041606280593,0.1392429960428246,-0.004017420019981316
actually,0.23161607654317218,0.22169313907596905,-0.00992293746720313
acute,0.06396610140424008,0.08219260493441659,0.018226503530176505
adage,0.11982915956337918,0.15473229947902645,0.034903139915647266
adapt,0.05596494718752264,0.0813007745473405,0.02533582735981786
add,0.0458220649354168,0.04915939715285017,0.0033373322174333683
addict,0.24461207137144092,0.21800128024869875,-0.026610791122742172
addicted,0.1935148082015737,0.16491549982111953,-0.028599308380454186
addition,0.06826134003156235,0.07621458616261878,0.007953246131056427
address,0.08377326251965585,0.08333668343779028,-4.365790818655624e-4
adequate,0.06761337485036885,0.06019395703626317,-0.007419417814105676
adjective,0.09232843428739519,0.06279785705098109,-0.0295305772364141
adjust,0.06546231352168666,0.08441808160900897,0.018955768087322314
admiral,0.1890548225195918,0.24019991456528172,0.05114509204568993
admire,0.20130157521804312,0.18986510371111068,-0.011436471506932444
admired,0.24248328881012599,0.23650362239309722,-0.005979666417028767
adopt,0.1726726061794197,0.15665630137889217,-0.016016304800527542
adorable,0.2589706687554828,0.19317995317224754,-0.06579071558323527
