word,female_target,male_target,male_score
abattoir,0.11581316949744905,0.1391145589663208,0.023301389468871753
abbey,0.22140578716982995,0.2133058647403772,-0.00809992242945276
abbreviate,0.16520367758761725,0.15432831815634218,-0.010875359431275072
abdicate,0.23275595728892606,0.2659602379974873,0.03320428070856124
abdication,0.25670847221463133,0.28886729357337615,0.032158821358744816
abdomen,0.256190460884768,0.2205984405974413,-0.03559202028732669
abdominal,0.23568970326251293,0.21151965988626492,-0.024170043376248007
abduct,0.25900472845473793,0.21739120815322246,-0.041613520301515466
abducted,0.34803520067894966,0.2836986109465314,-0.06433658973241824
abduction,0.33466269824276396,0.2906297830864224,-0.04403291515634156
aberration,0.2682322629469457,0.2690857248170948,8.534618701491192e-4
abide,0.19318933432277136,0.20780428069273751,0.014614946369966159
ability,0.2778839476548724,0.3074088078726918,0.029524860217819415
able,0.32116594483028066,0.36556476860899184,0.04439882377871118
abode,0.24650505174548534,0.25793170842043245,0.011426656674947105
abortion,0.34662048590538075,0.26481424739355663,-0.08180623851182411
abroad,0.2486650030875136,0.24877991765015187,1.1491456263826305e-4
abrupt,0.17749282135040262,0.1869172045571409,0.009424383206738274
absorb,0.0897712345033894,0.11231924980967659,0.02254801530628718
abstract,0.1927499930144035,0.16621513891470624,-0.026534854099697247
absurd,0.17121678127532025,0.14013597852830087,-0.03108080274701938
absurdly,0.1877352689905422,0.20475807912863997,0.017022810138097783
abundance,0.17383423991080504,0.17831582518633518,0.004481585275530137
abundant,0.1825172030621963,0.18699826320960858,0.004481060147412286
abuse,0.261628340600744,0.2584089176252892,-0.0032194229754548
abuser,0.2961051536367011,0.326953562456477,0.030848408819775908
abyss,0.12817376026266972,0.12372856739200025,-0.004445192870669468
academic,0.18247935086086187,0.17936413845501262,-0.003115212405849249
accelerate,0.18976379945197558,0.24042721359350228,0.0506634141415267
accent,0.3109209051929327,0.2914757776124015,-0.019445127580531185
accept,0.2423378935664983,0.2541231949323527,0.0117853013658544
acceptance,0.23706619204285304,0.2288489360337244,-0.008217256009128648
access,0.21743620112164472,0.23045963349959975,0.01302343237795503
accident,0.2803436752936932,0.28560687783699423,0.005263202543301038
accidental,0.21270554751733298,0.21361734284031042,9.117953229774434e-4
accordion,0.24277997442622806,0.2705789835260115,0.027799009099783445
accountant,0.31114609949811173,0.35033241012096966,0.039186310622857934
accuse,0.24838512077134978,0.2665618266763107,0.0181767059049609
accused,0.3057514078841247,0.3253956954798021,0.019644287595677434
ace,0.2575269625274794,0.36141469854391034,0.10388773601643092
ache,0.24916054741371044,0.24911771311515726,-4.283429855317378e-5
aches,0.30151940254549303,0.30179495845076615,2.7555590527311713e-4
achieve,0.2290176794508154,0.26359777647984683,0.03458009702903145
achieved,0.21681845962787585,0.24937846150395018,0.03256000187607433
achievement,0.2202588189957351,0.24456398681508884,0.02430516781935374
acorn,0.15212110045998053,0.18921979617317972,0.03709869571319918
acquire,0.17374416870693157,0.21768185654715036,0.043937687840218786
acrobat,0.252088382322024,0.23306191118415834,-0.01902647113786568
activate,0.1290699354160563,0.1534863290557936,0.0244163936397373
active,0.24854307463145606,0.26852488929240953,0.019981814660953473
activity,0.22353876897164443,0.21555038029949256,-0.007988388672151875
actor,0.304401536014745,0.35890468599102354,0.05450314997627853
actress,0.39991403087913163,0.24522295255253407,-0.15469107832659756
actual,0.28322679026143743,0.29742681807822213,0.0142000278167847
