word,female_target,male_target,male_score,model
abattoir,0.14594433273163993,0.1894136236004908,0.043469290868850874,untrans_europarl_en_20ep.txt.vec
abdicate,0.1099564813866373,0.1298837842933785,0.01992730290674119,untrans_europarl_en_20ep.txt.vec
abdication,0.14713076123169036,0.1388594635328297,-0.008271297698860647,untrans_europarl_en_20ep.txt.vec
abducted,0.21192890469801057,0.2547340143145017,0.042805109616491144,untrans_europarl_en_20ep.txt.vec
abduction,0.17485979345062763,0.20185475600162814,0.026994962551000506,untrans_europarl_en_20ep.txt.vec
aberration,0.125628165790565,0.1913130278712711,0.06568486208070612,untrans_europarl_en_20ep.txt.vec
abide,0.07894034469447524,0.08978794777153876,0.01084760307706352,untrans_europarl_en_20ep.txt.vec
ability,0.047518065857880425,0.08552906461792786,0.03801099876004744,untrans_europarl_en_20ep.txt.vec
able,0.1353955946286703,0.14281601558519202,0.007420420956521734,untrans_europarl_en_20ep.txt.vec
abortion,0.14032945124439994,0.08238091261530583,-0.057948538629094104,untrans_europarl_en_20ep.txt.vec
abroad,0.12868351834987615,0.11446343549289875,-0.0142200828569774,untrans_europarl_en_20ep.txt.vec
abrupt,0.12271348951334829,0.16837247690295515,0.04565898738960686,untrans_europarl_en_20ep.txt.vec
absorb,0.03063600218179414,0.036762183546612766,0.006126181364818625,untrans_europarl_en_20ep.txt.vec
abstract,0.026253889048885922,0.02950101744137555,0.0032471283924896295,untrans_europarl_en_20ep.txt.vec
absurd,0.060354509926317565,0.09471914812477933,0.034364638198461764,untrans_europarl_en_20ep.txt.vec
abundance,0.0868524174923493,0.08561601329978107,-0.0012364041925682356,untrans_europarl_en_20ep.txt.vec
abundant,0.0981484439135851,0.06418237487961614,-0.033966069033968954,untrans_europarl_en_20ep.txt.vec
abuse,0.09774761162092598,0.09274543223060597,-0.005002179390320008,untrans_europarl_en_20ep.txt.vec
abyss,0.12292198979735316,0.1912099104979348,0.06828792070058162,untrans_europarl_en_20ep.txt.vec
academic,0.06117311374597351,0.09797993645740997,0.03680682271143646,untrans_europarl_en_20ep.txt.vec
accelerate,0.051071524563055616,0.03266584394797084,-0.018405680615084775,untrans_europarl_en_20ep.txt.vec
accent,0.14715007894180884,0.17661865808237187,0.029468579140563028,untrans_europarl_en_20ep.txt.vec
accept,0.11779961041096464,0.10092128859471024,-0.0168783218162544,untrans_europarl_en_20ep.txt.vec
acceptance,0.04752085779319097,0.06411238749044962,0.016591529697258647,untrans_europarl_en_20ep.txt.vec
access,0.09133412034598624,0.07317426289349954,-0.018159857452486702,untrans_europarl_en_20ep.txt.vec
accident,0.14931103001795562,0.12575025974373444,-0.023560770274221182,untrans_europarl_en_20ep.txt.vec
accidental,0.13682994289143843,0.09503965101678159,-0.04179029187465684,untrans_europarl_en_20ep.txt.vec
accountant,0.1114764485112625,0.15342673422330047,0.041950285712037974,untrans_europarl_en_20ep.txt.vec
accuse,0.06316904678272421,0.12641141451065177,0.06324236772792756,untrans_europarl_en_20ep.txt.vec
accused,0.10956810866610658,0.14443904279916064,0.03487093413305406,untrans_europarl_en_20ep.txt.vec
achieve,0.08690174659979656,0.0683211172615118,-0.018580629338284763,untrans_europarl_en_20ep.txt.vec
achieved,0.1022324265221375,0.06304589121646724,-0.03918653530567026,untrans_europarl_en_20ep.txt.vec
achievement,0.10536956519900818,0.10215334379429761,-0.003216221404710576,untrans_europarl_en_20ep.txt.vec
acquire,0.11756170231298321,0.10577602518393601,-0.011785677129047198,untrans_europarl_en_20ep.txt.vec
activate,0.018135029303969288,0.043965420228174804,0.025830390924205516,untrans_europarl_en_20ep.txt.vec
active,0.10608705936922842,0.08071070933026823,-0.025376350038960188,untrans_europarl_en_20ep.txt.vec
activity,0.03739814350748743,0.08402297988830684,0.046624836380819414,untrans_europarl_en_20ep.txt.vec
actor,0.07980492684194714,0.08825013066769856,0.008445203825751424,untrans_europarl_en_20ep.txt.vec
actual,0.053152385749460226,0.06407077013080745,0.010918384381347221,untrans_europarl_en_20ep.txt.vec
actually,0.1395537579997212,0.158830830996734,0.019277072997012812,untrans_europarl_en_20ep.txt.vec
acute,0.08499127789924572,0.11545407100629243,0.030462793107046707,untrans_europarl_en_20ep.txt.vec
adapt,0.055879362449671156,0.05844966487679189,0.002570302427120731,untrans_europarl_en_20ep.txt.vec
add,0.07877331478172825,0.09264449638189036,0.01387118160016211,untrans_europarl_en_20ep.txt.vec
addicted,0.1802113656531396,0.15826935838884035,-0.021942007264299263,untrans_europarl_en_20ep.txt.vec
addition,0.11070040754621846,0.05535541639637244,-0.05534499114984602,untrans_europarl_en_20ep.txt.vec
address,0.08228940769199583,0.09486235562419407,0.012572947932198236,untrans_europarl_en_20ep.txt.vec
adequate,0.07434625669134053,0.05821700044702798,-0.016129256244312544,untrans_europarl_en_20ep.txt.vec
adjective,0.16542251619442339,0.13780387274177766,-0.027618643452645725,untrans_europarl_en_20ep.txt.vec
adjust,0.08319377307283507,0.03392223084677364,-0.04927154222606143,untrans_europarl_en_20ep.txt.vec
admire,0.17138654406817208,0.17302165452506163,0.0016351104568895491,untrans_europarl_en_20ep.txt.vec
admired,0.21824092605408918,0.20053431097715751,-0.017706615076931664,untrans_europarl_en_20ep.txt.vec
adopt,0.09488652905795295,0.07463511644645032,-0.020251412611502623,untrans_europarl_en_20ep.txt.vec
adult,0.1524099422202997,0.1142708387322331,-0.038139103488066595,untrans_europarl_en_20ep.txt.vec
adultery,0.23305227335366302,0.206215548196927,-0.02683672515673602,untrans_europarl_en_20ep.txt.vec
adults,0.14056445049599978,0.11046246991882681,-0.030101980577172963,untrans_europarl_en_20ep.txt.vec
advanced,0.07168994764034926,0.11322480091882027,0.04153485327847101,untrans_europarl_en_20ep.txt.vec
advantage,0.10436277447672951,0.088965985522276525,-0.015396788954452983,untrans_europarl_en_20ep.txt.vec
adventure,0.08287978877432028,0.1372600653725689,0.05438027659824862,untrans_europarl_en_20ep.txt.vec
adverse,0.08000347205669796,0.01818878361313512,-0.06181468844356284,untrans_europarl_en_20ep.txt.vec
adversity,0.11166881549162662,0.09034826276322408,-0.02132055272840254,untrans_europarl_en_20ep.txt.vec
advice,0.11936661565234885,0.1397633851654542,0.020396769513105345,untrans_europarl_en_20ep.txt.vec
advise,0.067192950850608,0.10050453378784849,0.033311582937240486,untrans_europarl_en_20ep.txt.vec
advisor,0.11146048821679762,0.17131162954940304,0.059851141332605426,untrans_europarl_en_20ep.txt.vec
advisors,0.06805591514180517,0.1179894857506568,0.04993357060885163,untrans_europarl_en_20ep.txt.vec
aeroplane,0.17229700066167022,0.18066303466871522,0.008366034007044998,untrans_europarl_en_20ep.txt.vec
affair,0.1212955400063401,0.14418739359273786,0.022891853586397753,untrans_europarl_en_20ep.txt.vec
affect,0.06268119682493095,0.0777346614167424,0.01505346459181145,untrans_europarl_en_20ep.txt.vec
affection,0.13522879470723528,0.18065969498146903,0.04543090027423374,untrans_europarl_en_20ep.txt.vec
afford,0.08657140943778048,0.1056140038614887,0.019042594423708217,untrans_europarl_en_20ep.txt.vec
affordable,0.06903565672135274,0.05264474902714786,-0.016390907694204884,untrans_europarl_en_20ep.txt.vec
afraid,0.1295635272729801,0.11336272516241451,-0.016200802110565585,untrans_europarl_en_20ep.txt.vec
after,0.18042692517162712,0.20462831418693178,0.024201389015304664,untrans_europarl_en_20ep.txt.vec
age,0.16082012738026485,0.11517856129837158,-0.04564156608189328,untrans_europarl_en_20ep.txt.vec
aged,0.20718009800202508,0.20072887316190743,-0.0064512248401176475,untrans_europarl_en_20ep.txt.vec
agent,0.1866911490976049,0.1648831227882327,-0.021808026309372203,untrans_europarl_en_20ep.txt.vec
aggression,0.10517324682169837,0.10157326362208355,-0.0035999831996148257,untrans_europarl_en_20ep.txt.vec
aggressive,0.0961490552463185,0.05632910453363076,-0.03981995071268774,untrans_europarl_en_20ep.txt.vec
agony,0.14532992381071022,0.2005471997497762,0.055217275939065974,untrans_europarl_en_20ep.txt.vec
agree,0.09899999403050748,0.14932635620300844,0.05032636217250096,untrans_europarl_en_20ep.txt.vec
agreement,0.09103115063108867,0.0983562068431198,0.007325056212031125,untrans_europarl_en_20ep.txt.vec
aid,0.053052492272095075,0.07962685182798121,0.026574359555886135,untrans_europarl_en_20ep.txt.vec
aim,0.05978942370329553,0.05601182591681745,-0.0037775977864780777,untrans_europarl_en_20ep.txt.vec
air,0.08489370326376428,0.06533007762027826,-0.019563625643486016,untrans_europarl_en_20ep.txt.vec
airport,0.09731464947183513,0.11795883347878075,0.02064418400694562,untrans_europarl_en_20ep.txt.vec
alcohol,0.09393761926483803,0.07246980033656587,-0.021467818928272153,untrans_europarl_en_20ep.txt.vec
alcoholic,0.10682080234313017,0.10783476563876519,0.001013963295635023,untrans_europarl_en_20ep.txt.vec
alert,0.08352140495118783,0.10841523124322708,0.024893826292039248,untrans_europarl_en_20ep.txt.vec
alien,0.14350563005826414,0.09496291740129201,-0.04854271265697213,untrans_europarl_en_20ep.txt.vec
