word,female_target,male_target,male_score,model
abattoir,0.2093353316291616,0.21010391613792626,7.685845087646581e-4,untrans_europarl_en_5ep.txt.vec
abdicate,0.22349640608001722,0.2346490497515181,0.011152643671500873,untrans_europarl_en_5ep.txt.vec
abdication,0.24239676413981673,0.22957129301500895,-0.01282547112480778,untrans_europarl_en_5ep.txt.vec
abducted,0.33120657166437184,0.3295226056150533,-0.0016839660493185304,untrans_europarl_en_5ep.txt.vec
abduction,0.28726932810364514,0.28443935806733384,-0.0028299700363113023,untrans_europarl_en_5ep.txt.vec
aberration,0.2781047428675916,0.3155756796974963,0.037470936829904655,untrans_europarl_en_5ep.txt.vec
abide,0.13715541516912905,0.11447512914076736,-0.022680286028361682,untrans_europarl_en_5ep.txt.vec
ability,0.1006170500659188,0.11224509304360931,0.011628042977690517,untrans_europarl_en_5ep.txt.vec
able,0.18273682804957062,0.1637906452944454,-0.018946182755125218,untrans_europarl_en_5ep.txt.vec
abortion,0.1933670591112054,0.14358273771789845,-0.04978432139330696,untrans_europarl_en_5ep.txt.vec
abroad,0.19863062215950025,0.16293216682344047,-0.03569845533605978,untrans_europarl_en_5ep.txt.vec
abrupt,0.2320281785511754,0.31391654760902643,0.08188836905785102,untrans_europarl_en_5ep.txt.vec
absorb,0.06407736760333788,0.054071973601624114,-0.010005394001713762,untrans_europarl_en_5ep.txt.vec
abstract,0.08596242325901644,0.07359332212288075,-0.012369101136135693,untrans_europarl_en_5ep.txt.vec
absurd,0.1441459737266528,0.15996010831335913,0.01581413458670633,untrans_europarl_en_5ep.txt.vec
abundance,0.11150684159757718,0.10875770020511516,-0.002749141392462018,untrans_europarl_en_5ep.txt.vec
abundant,0.12897104783634894,0.10378393488030645,-0.025187112956042493,untrans_europarl_en_5ep.txt.vec
abuse,0.1615771943180306,0.13816513194891453,-0.023412062369116082,untrans_europarl_en_5ep.txt.vec
abyss,0.2742511834413178,0.3140249267197601,0.0397737432784423,untrans_europarl_en_5ep.txt.vec
academic,0.08673787203408533,0.13000383597630083,0.043265963942215505,untrans_europarl_en_5ep.txt.vec
accelerate,0.051566070841162076,0.04224893957832501,-0.009317131262837064,untrans_europarl_en_5ep.txt.vec
accent,0.19112536385059706,0.16459231552514142,-0.026533048325455638,untrans_europarl_en_5ep.txt.vec
accept,0.14668724962502055,0.1230322863340219,-0.023654963290998657,untrans_europarl_en_5ep.txt.vec
acceptance,0.08572804198081481,0.08676450051023346,0.0010364585294186518,untrans_europarl_en_5ep.txt.vec
access,0.11737891455922815,0.09506949162345531,-0.022309422935772844,untrans_europarl_en_5ep.txt.vec
accident,0.17955514043116458,0.14387685474391101,-0.035678285687253564,untrans_europarl_en_5ep.txt.vec
accidental,0.1732802561084829,0.11795873681141258,-0.055321519297070326,untrans_europarl_en_5ep.txt.vec
accountant,0.1552052912280812,0.20823615685357003,0.05303086562548884,untrans_europarl_en_5ep.txt.vec
accuse,0.18046060923858673,0.24232772085037732,0.06186711161179059,untrans_europarl_en_5ep.txt.vec
accused,0.20822047281092515,0.2532752141662883,0.04505474135536314,untrans_europarl_en_5ep.txt.vec
achieve,0.09585995927873998,0.07745892749399734,-0.018401031784742644,untrans_europarl_en_5ep.txt.vec
achieved,0.10981328820331,0.09114788547644684,-0.018665402726863164,untrans_europarl_en_5ep.txt.vec
achievement,0.14078213961382793,0.13191256826308295,-0.008869571350744981,untrans_europarl_en_5ep.txt.vec
acquire,0.14295037835209856,0.1482528985355714,0.005302520183472825,untrans_europarl_en_5ep.txt.vec
activate,0.02700785783251458,0.049722109616832925,0.022714251784318344,untrans_europarl_en_5ep.txt.vec
active,0.11267387345813423,0.07420595303972989,-0.03846792041840434,untrans_europarl_en_5ep.txt.vec
activity,0.04075666078469566,0.10221605735860746,0.0614593965739118,untrans_europarl_en_5ep.txt.vec
actor,0.13398941065178566,0.11379690014362985,-0.020192510508155806,untrans_europarl_en_5ep.txt.vec
actual,0.08575418051863762,0.044507257872376325,-0.04124692264626129,untrans_europarl_en_5ep.txt.vec
actually,0.2262864992526946,0.19090700174841738,-0.03537949750427721,untrans_europarl_en_5ep.txt.vec
acute,0.1449440798006196,0.17509087988266703,0.030146800082047426,untrans_europarl_en_5ep.txt.vec
adapt,0.07324736968388094,0.06540270905282176,-0.00784466063105918,untrans_europarl_en_5ep.txt.vec
add,0.09684651460713885,0.11241778296619107,0.015571268359052218,untrans_europarl_en_5ep.txt.vec
addicted,0.2704820921327016,0.2797822243338313,0.00930013220112974,untrans_europarl_en_5ep.txt.vec
addition,0.1028388573067332,0.06720964436288888,-0.035629212943844316,untrans_europarl_en_5ep.txt.vec
address,0.08554307487324331,0.09559084490500087,0.010047770031757566,untrans_europarl_en_5ep.txt.vec
adequate,0.09988963470774785,0.03468368689710771,-0.06520594781064014,untrans_europarl_en_5ep.txt.vec
adjective,0.1752616862418014,0.09023896440805376,-0.08502272183374765,untrans_europarl_en_5ep.txt.vec
adjust,0.06333185989308415,-0.004979278778807323,-0.06831113867189148,untrans_europarl_en_5ep.txt.vec
admire,0.27944217573726365,0.29776579410418963,0.018323618366925976,untrans_europarl_en_5ep.txt.vec
admired,0.28628414116965456,0.2957826786278732,0.009498537458218659,untrans_europarl_en_5ep.txt.vec
adopt,0.10199400652058481,0.06434532586400876,-0.03764868065657605,untrans_europarl_en_5ep.txt.vec
adult,0.26104895363955644,0.20050807815750732,-0.06054087548204912,untrans_europarl_en_5ep.txt.vec
adultery,0.33441389957795625,0.3008751859270358,-0.033538713650920426,untrans_europarl_en_5ep.txt.vec
adults,0.2634879386060236,0.17844348961496445,-0.08504444899105915,untrans_europarl_en_5ep.txt.vec
advanced,0.1044008117465148,0.07302104850442252,-0.03137976324209228,untrans_europarl_en_5ep.txt.vec
