word,female_target,male_target,male_score,model
abattoir,0.14664958945408305,0.19675271837762504,0.05010312892354199,untrans_europarl_en_10ep.txt.vec
abdicate,0.1220934393529533,0.1489441236784992,0.02685068432554591,untrans_europarl_en_10ep.txt.vec
abdication,0.15356004306273274,0.1633243638909197,0.009764320828186956,untrans_europarl_en_10ep.txt.vec
abducted,0.21807667490870616,0.26250067711101616,0.04442400220230999,untrans_europarl_en_10ep.txt.vec
abduction,0.18049213042575335,0.22405541908504795,0.0435632886592946,untrans_europarl_en_10ep.txt.vec
aberration,0.16844900713098132,0.23797359433430595,0.06952458720332463,untrans_europarl_en_10ep.txt.vec
abide,0.10123414428032347,0.0860746131284412,-0.015159531151882275,untrans_europarl_en_10ep.txt.vec
ability,0.061200430496865674,0.1010473647704497,0.03984693427358403,untrans_europarl_en_10ep.txt.vec
able,0.11251006015684191,0.12885478870722655,0.016344728550384643,untrans_europarl_en_10ep.txt.vec
abortion,0.13311582459967788,0.08744048338068464,-0.04567534121899325,untrans_europarl_en_10ep.txt.vec
abroad,0.13249324768338547,0.1450685223023524,0.01257527461896693,untrans_europarl_en_10ep.txt.vec
abrupt,0.1340563839613717,0.21929376976370232,0.08523738580233062,untrans_europarl_en_10ep.txt.vec
absorb,0.026521297573272373,0.038524824275780134,0.01200352670250776,untrans_europarl_en_10ep.txt.vec
abstract,0.036218998149011375,0.06131610679137923,0.025097108642367853,untrans_europarl_en_10ep.txt.vec
absurd,0.07106158764880305,0.11226594434538348,0.04120435669658043,untrans_europarl_en_10ep.txt.vec
abundance,0.06617867395592981,0.06554221456995529,-6.364593859745221e-4,untrans_europarl_en_10ep.txt.vec
abundant,0.07880548010744962,0.06534344181986368,-0.013462038287585937,untrans_europarl_en_10ep.txt.vec
abuse,0.07481165529015193,0.10510887530072706,0.030297220010575124,untrans_europarl_en_10ep.txt.vec
abyss,0.16862284737796218,0.23211010312093674,0.06348725574297456,untrans_europarl_en_10ep.txt.vec
academic,0.08139798357842178,0.08063593447066641,-7.620491077553609e-4,untrans_europarl_en_10ep.txt.vec
accelerate,0.04104779544468885,0.0260927876661815,-0.014955007778507352,untrans_europarl_en_10ep.txt.vec
accent,0.18271958449869485,0.18679308006849185,0.004073495569796998,untrans_europarl_en_10ep.txt.vec
accept,0.1219820043902738,0.1183155434592822,-0.0036664609309915996,untrans_europarl_en_10ep.txt.vec
acceptance,0.029192565756695307,0.09691208795547222,0.06771952219877692,untrans_europarl_en_10ep.txt.vec
access,0.1200877842058409,0.07566626341025942,-0.04442152079558148,untrans_europarl_en_10ep.txt.vec
accident,0.16872685519851885,0.13144575059296665,-0.0372811046055522,untrans_europarl_en_10ep.txt.vec
accidental,0.15094981915863342,0.09386685276416101,-0.05708296639447241,untrans_europarl_en_10ep.txt.vec
accountant,0.14001436806331533,0.197976869921217,0.057962501857901666,untrans_europarl_en_10ep.txt.vec
accuse,0.11341362428874775,0.1913244623300664,0.07791083804131864,untrans_europarl_en_10ep.txt.vec
accused,0.14020173952258916,0.1989472991943941,0.05874555967180495,untrans_europarl_en_10ep.txt.vec
achieve,0.08499170532473405,0.07255595412912325,-0.0124357511956108,untrans_europarl_en_10ep.txt.vec
achieved,0.10586994262679612,0.08104796356664899,-0.02482197906014713,untrans_europarl_en_10ep.txt.vec
achievement,0.10545272247453974,0.10655771900475568,0.0011049965302159376,untrans_europarl_en_10ep.txt.vec
acquire,0.10029646689189202,0.15837251868517094,0.05807605179327892,untrans_europarl_en_10ep.txt.vec
activate,0.022846697331515405,0.05725308501065672,0.034406387679141316,untrans_europarl_en_10ep.txt.vec
active,0.08950590051525775,0.061203128385765374,-0.02830277212949238,untrans_europarl_en_10ep.txt.vec
