word,female_target,male_target,male_score,model
abattoir,0.1562156308848123,0.1608109263589621,0.004595295474149802,trans_f_europarl_en_5ep.txt.vec
abdication,0.24674752353300677,0.24658407406586402,-1.634494671427511e-4,trans_f_europarl_en_5ep.txt.vec
abduct,0.34615730182349264,0.31954104072368683,-0.026616261099805805,trans_f_europarl_en_5ep.txt.vec
abducted,0.34529576014150376,0.32793301531450514,-0.017362744826998622,trans_f_europarl_en_5ep.txt.vec
abduction,0.31172164388970147,0.28119365743735913,-0.030527986452342337,trans_f_europarl_en_5ep.txt.vec
aberration,0.1344490271517753,0.1683248056942963,0.033875778542520996,trans_f_europarl_en_5ep.txt.vec
abide,0.08914998123128934,0.13839523825581576,0.04924525702452642,trans_f_europarl_en_5ep.txt.vec
ability,0.1288033832270682,0.13388306400614647,0.005079680779078277,trans_f_europarl_en_5ep.txt.vec
able,0.17339760383756403,0.17054821064939646,-0.0028493931881675705,trans_f_europarl_en_5ep.txt.vec
abode,0.23758329538480144,0.22037418148269167,-0.017209113902109774,trans_f_europarl_en_5ep.txt.vec
abortion,0.2338626509855677,0.13485207418863146,-0.09901057679693623,trans_f_europarl_en_5ep.txt.vec
abroad,0.20226725551302743,0.18300591823406542,-0.01926133727896201,trans_f_europarl_en_5ep.txt.vec
abrupt,0.10582389301448643,0.13888856582965256,0.03306467281516613,trans_f_europarl_en_5ep.txt.vec
absorb,0.10445267323048582,0.08184454910018144,-0.022608124130304386,trans_f_europarl_en_5ep.txt.vec
abstract,0.08626533687708937,0.1313688149130187,0.04510347803592932,trans_f_europarl_en_5ep.txt.vec
absurd,0.12054831437596902,0.12876122710898485,0.008212912733015831,trans_f_europarl_en_5ep.txt.vec
absurdly,0.10270333781750168,0.1110669795080295,0.00836364169052782,trans_f_europarl_en_5ep.txt.vec
abundance,0.1279882966573084,0.11375885905577084,-0.014229437601537567,trans_f_europarl_en_5ep.txt.vec
abundant,0.10799806504567852,0.11049988343212282,0.002501818386444296,trans_f_europarl_en_5ep.txt.vec
abuse,0.17022979822633832,0.13927763721073544,-0.030952161015602886,trans_f_europarl_en_5ep.txt.vec
abyss,0.15971563672072062,0.19277015415107926,0.03305451743035864,trans_f_europarl_en_5ep.txt.vec
academic,0.14340871300241398,0.09079844779969387,-0.05261026520272011,trans_f_europarl_en_5ep.txt.vec
accelerate,-0.0010849852693417899,0.025951991665168594,0.027036976934510383,trans_f_europarl_en_5ep.txt.vec
accent,0.0793541327716455,0.07441968864444783,-0.004934444127197679,trans_f_europarl_en_5ep.txt.vec
accept,0.12059541912898068,0.12633068506704195,0.005735265938061271,trans_f_europarl_en_5ep.txt.vec
acceptance,0.03373839570189032,0.07210624085707873,0.03836784515518841,trans_f_europarl_en_5ep.txt.vec
access,0.08235049963111342,0.06922028670415732,-0.013130212926956097,trans_f_europarl_en_5ep.txt.vec
accident,0.1763606863885581,0.16593201064061705,-0.01042867574794104,trans_f_europarl_en_5ep.txt.vec
accidental,0.12215760919373962,0.09808365298175448,-0.024073956211985145,trans_f_europarl_en_5ep.txt.vec
accountant,0.13343078611876005,0.19814984145399078,0.06471905533523073,trans_f_europarl_en_5ep.txt.vec
accuse,0.15417682956062503,0.22709766909180854,0.0729208395311835,trans_f_europarl_en_5ep.txt.vec
accused,0.22589296322510116,0.27812458684050073,0.05223162361539957,trans_f_europarl_en_5ep.txt.vec
ache,0.2623314216823671,0.3078950695451096,0.045563647862742473,trans_f_europarl_en_5ep.txt.vec
achieve,0.112154345945039,0.09507177204671084,-0.01708257389832815,trans_f_europarl_en_5ep.txt.vec
achieved,0.10440947832418529,0.11695433615842978,0.012544857834244486,trans_f_europarl_en_5ep.txt.vec
achievement,0.14688917784787817,0.1417370954497228,-0.005152082398155372,trans_f_europarl_en_5ep.txt.vec
acquire,0.1051909499111976,0.130909696875971,0.025718746964773415,trans_f_europarl_en_5ep.txt.vec
activate,0.09875057426157088,0.04881761910931532,-0.04993295515225556,trans_f_europarl_en_5ep.txt.vec
active,0.14591529436664907,0.12723027826831923,-0.018685016098329843,trans_f_europarl_en_5ep.txt.vec
