it,europarl,category_1,-0.08070312209460608,F,0.10799186929168125,F
it,europarl,category_2,-0.05697956101161165,F,0.10799186929168125,F
it,europarl,category_1,-0.07819303818479562,M,0.10936197109235024,M
it,europarl,category_2,-0.05896133756506171,M,0.10936197109235024,M
da,europarl,category_1,-0.06977636937620116,F,0.08832176677198751,F
da,europarl,category_2,-0.02829683002990916,F,0.08832176677198751,F
da,europarl,category_1,-0.06977636937620116,M,0.08832176677198751,M
da,europarl,category_2,-0.02829683002990916,M,0.08832176677198751,M
pt,europarl,category_1,-0.020345419029579825,F,0.06099851397952813,F
pt,europarl,category_2,0.015075078168606836,F,0.06099851397952813,F
pt,europarl,category_1,-0.04837165595093747,M,0.07758159521513015,M
pt,europarl,category_2,-0.018053023094412077,M,0.07758159521513015,M
es,europarl,category_1,-0.05792589791421286,F,0.06760906493775751,F
es,europarl,category_2,-0.07331658094120896,F,0.06760906493775751,F
es,europarl,category_1,-0.0980684268726351,M,0.08192923510483303,M
es,europarl,category_2,-0.11027419773474444,M,0.08192923510483303,M
fi,europarl,category_1,0.07244891356721714,N,0.10779787762081108,N
fi,europarl,category_2,0.2073956929056407,N,0.10779787762081108,N
ro,europarl,category_1,-0.09468054338880935,F,0.08834097040244607,F
ro,europarl,category_2,-0.07540087019290265,F,0.08834097040244607,F
ro,europarl,category_1,-0.09468054338880935,M,0.08834097040244607,M
ro,europarl,category_2,-0.07540087019290265,M,0.08834097040244607,M
de,europarl,category_1,0.0016028251094631193,F,0.03460753781039971,F
de,europarl,category_2,-0.016233917388572966,F,0.03460753781039971,F
de,europarl,category_1,-0.002630927060963319,M,0.04564206085160543,M
de,europarl,category_2,-0.02836259995546806,M,0.04564206085160543,M
nl,europarl,category_1,-0.024961302633259255,F,0.0996030732605203,F
nl,europarl,category_2,-0.08525954334210069,F,0.0996030732605203,F
nl,europarl,category_1,-0.024961302633259255,M,0.0996030732605203,M
nl,europarl,category_2,-0.08525954334210069,M,0.0996030732605203,M
sv,europarl,category_1,-0.028675813636371145,N,0.07124606941693232,N
sv,europarl,category_2,-0.1474390730896357,N,0.07124606941693232,N
en,europarl,category_1,-0.08053653289937823,N,0.06259022717347447,N
en,europarl,category_2,-0.12935892618400305,N,0.06259022717347447,N
fr,europarl,category_1,-0.04520785483065748,F,0.10325469969057287,F
fr,europarl,category_2,-0.05512780964221941,F,0.10325469969057287,F
fr,europarl,category_1,-0.04654686355369388,M,0.09871695895938817,M
fr,europarl,category_2,-0.0592548364664347,M,0.09871695895938817,M
pl,europarl,category_1,NaN,F,NA,F
pl,europarl,category_2,NaN,F,NA,F
pl,europarl,category_1,NaN,M,NA,M
pl,europarl,category_2,NaN,M,NA,M
