book_id,title,author,line_number,word
1,"Bark, George",Jules Feiffer,24,and
1,"Bark, George",Jules Feiffer,24,pulled
1,"Bark, George",Jules Feiffer,24,out
1,"Bark, George",Jules Feiffer,24,a
1,"Bark, George",Jules Feiffer,24,cat
1,"Bark, George",Jules Feiffer,25,bark
1,"Bark, George",Jules Feiffer,25,again
1,"Bark, George",Jules Feiffer,25,george
1,"Bark, George",Jules Feiffer,26,george
1,"Bark, George",Jules Feiffer,26,went
1,"Bark, George",Jules Feiffer,26,quack
1,"Bark, George",Jules Feiffer,26,quack
1,"Bark, George",Jules Feiffer,27,the
1,"Bark, George",Jules Feiffer,27,vet
1,"Bark, George",Jules Feiffer,27,reached
1,"Bark, George",Jules Feiffer,27,deep
1,"Bark, George",Jules Feiffer,27,down
1,"Bark, George",Jules Feiffer,27,inside
1,"Bark, George",Jules Feiffer,27,of
1,"Bark, George",Jules Feiffer,27,george
1,"Bark, George",Jules Feiffer,28,and
1,"Bark, George",Jules Feiffer,28,pulled
1,"Bark, George",Jules Feiffer,28,out
1,"Bark, George",Jules Feiffer,28,a
1,"Bark, George",Jules Feiffer,28,duck
1,"Bark, George",Jules Feiffer,29,bark
1,"Bark, George",Jules Feiffer,29,again
1,"Bark, George",Jules Feiffer,29,george
1,"Bark, George",Jules Feiffer,30,george
1,"Bark, George",Jules Feiffer,30,went
1,"Bark, George",Jules Feiffer,30,oink
1,"Bark, George",Jules Feiffer,31,the
1,"Bark, George",Jules Feiffer,31,vet
1,"Bark, George",Jules Feiffer,31,reached
1,"Bark, George",Jules Feiffer,31,deep
1,"Bark, George",Jules Feiffer,31,down
1,"Bark, George",Jules Feiffer,31,inside
1,"Bark, George",Jules Feiffer,31,of
1,"Bark, George",Jules Feiffer,31,george
1,"Bark, George",Jules Feiffer,32,and
1,"Bark, George",Jules Feiffer,32,pulled
1,"Bark, George",Jules Feiffer,32,out
1,"Bark, George",Jules Feiffer,32,a
1,"Bark, George",Jules Feiffer,32,pig
1,"Bark, George",Jules Feiffer,33,bark
1,"Bark, George",Jules Feiffer,33,again
1,"Bark, George",Jules Feiffer,33,george
1,"Bark, George",Jules Feiffer,34,george
1,"Bark, George",Jules Feiffer,34,went
1,"Bark, George",Jules Feiffer,34,moo
1,"Bark, George",Jules Feiffer,35,the
1,"Bark, George",Jules Feiffer,35,vet
1,"Bark, George",Jules Feiffer,35,put
1,"Bark, George",Jules Feiffer,35,on
1,"Bark, George",Jules Feiffer,35,his
1,"Bark, George",Jules Feiffer,35,longest
1,"Bark, George",Jules Feiffer,35,latex
1,"Bark, George",Jules Feiffer,35,glove
1,"Bark, George",Jules Feiffer,36,then
1,"Bark, George",Jules Feiffer,36,he
1,"Bark, George",Jules Feiffer,36,reached
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,deep
1,"Bark, George",Jules Feiffer,36,down
1,"Bark, George",Jules Feiffer,36,inside
1,"Bark, George",Jules Feiffer,36,of
1,"Bark, George",Jules Feiffer,36,george
1,"Bark, George",Jules Feiffer,37,and
1,"Bark, George",Jules Feiffer,37,pulled
1,"Bark, George",Jules Feiffer,37,out
1,"Bark, George",Jules Feiffer,37,a
1,"Bark, George",Jules Feiffer,37,cow
1,"Bark, George",Jules Feiffer,38,bark
1,"Bark, George",Jules Feiffer,38,again
1,"Bark, George",Jules Feiffer,38,george
1,"Bark, George",Jules Feiffer,39,george
1,"Bark, George",Jules Feiffer,39,went
1,"Bark, George",Jules Feiffer,39,arf
1,"Bark, George",Jules Feiffer,40,george’s
1,"Bark, George",Jules Feiffer,40,mother
1,"Bark, George",Jules Feiffer,40,was
1,"Bark, George",Jules Feiffer,40,so
1,"Bark, George",Jules Feiffer,40,thrilled
1,"Bark, George",Jules Feiffer,40,that
1,"Bark, George",Jules Feiffer,40,she
1,"Bark, George",Jules Feiffer,40,kissed
1,"Bark, George",Jules Feiffer,40,the
1,"Bark, George",Jules Feiffer,40,vet
1,"Bark, George",Jules Feiffer,41,and
1,"Bark, George",Jules Feiffer,41,the
1,"Bark, George",Jules Feiffer,41,cat
1,"Bark, George",Jules Feiffer,42,and
1,"Bark, George",Jules Feiffer,42,the
1,"Bark, George",Jules Feiffer,42,duck
1,"Bark, George",Jules Feiffer,43,and
1,"Bark, George",Jules Feiffer,43,the
1,"Bark, George",Jules Feiffer,43,pig
1,"Bark, George",Jules Feiffer,44,and
1,"Bark, George",Jules Feiffer,44,the
1,"Bark, George",Jules Feiffer,44,cow
1,"Bark, George",Jules Feiffer,45,on
1,"Bark, George",Jules Feiffer,45,the
1,"Bark, George",Jules Feiffer,45,way
1,"Bark, George",Jules Feiffer,45,home
1,"Bark, George",Jules Feiffer,45,she
1,"Bark, George",Jules Feiffer,45,wanted
1,"Bark, George",Jules Feiffer,45,to
1,"Bark, George",Jules Feiffer,45,show
1,"Bark, George",Jules Feiffer,45,george
1,"Bark, George",Jules Feiffer,45,off
1,"Bark, George",Jules Feiffer,45,to
1,"Bark, George",Jules Feiffer,45,everyone
1,"Bark, George",Jules Feiffer,45,on
1,"Bark, George",Jules Feiffer,45,the
1,"Bark, George",Jules Feiffer,45,street
1,"Bark, George",Jules Feiffer,46,so
1,"Bark, George",Jules Feiffer,46,she
1,"Bark, George",Jules Feiffer,46,said
1,"Bark, George",Jules Feiffer,46,bark
1,"Bark, George",Jules Feiffer,46,george
1,"Bark, George",Jules Feiffer,47,and
1,"Bark, George",Jules Feiffer,47,george
1,"Bark, George",Jules Feiffer,47,went
1,"Bark, George",Jules Feiffer,48,hello
2,Blueberries for Sal,Robert McCloskey,1,one
2,Blueberries for Sal,Robert McCloskey,1,day
2,Blueberries for Sal,Robert McCloskey,1,little
2,Blueberries for Sal,Robert McCloskey,1,sal
2,Blueberries for Sal,Robert McCloskey,1,went
2,Blueberries for Sal,Robert McCloskey,1,with
2,Blueberries for Sal,Robert McCloskey,1,her
2,Blueberries for Sal,Robert McCloskey,1,mother
2,Blueberries for Sal,Robert McCloskey,1,to
2,Blueberries for Sal,Robert McCloskey,1,blueberry
2,Blueberries for Sal,Robert McCloskey,1,hill
2,Blueberries for Sal,Robert McCloskey,1,to
2,Blueberries for Sal,Robert McCloskey,1,pick
2,Blueberries for Sal,Robert McCloskey,1,blueberries
2,Blueberries for Sal,Robert McCloskey,2,little
2,Blueberries for Sal,Robert McCloskey,2,sal
2,Blueberries for Sal,Robert McCloskey,2,brought
2,Blueberries for Sal,Robert McCloskey,2,along
2,Blueberries for Sal,Robert McCloskey,2,her
2,Blueberries for Sal,Robert McCloskey,2,small
2,Blueberries for Sal,Robert McCloskey,2,tin
2,Blueberries for Sal,Robert McCloskey,2,pail
2,Blueberries for Sal,Robert McCloskey,2,and
2,Blueberries for Sal,Robert McCloskey,2,her
2,Blueberries for Sal,Robert McCloskey,2,mother
2,Blueberries for Sal,Robert McCloskey,2,brought
2,Blueberries for Sal,Robert McCloskey,2,her
2,Blueberries for Sal,Robert McCloskey,2,large
2,Blueberries for Sal,Robert McCloskey,2,tin
2,Blueberries for Sal,Robert McCloskey,2,pail
2,Blueberries for Sal,Robert McCloskey,2,to
2,Blueberries for Sal,Robert McCloskey,2,put
2,Blueberries for Sal,Robert McCloskey,2,berries
2,Blueberries for Sal,Robert McCloskey,2,in
2,Blueberries for Sal,Robert McCloskey,3,we
2,Blueberries for Sal,Robert McCloskey,3,will
2,Blueberries for Sal,Robert McCloskey,3,take
2,Blueberries for Sal,Robert McCloskey,3,our
2,Blueberries for Sal,Robert McCloskey,3,berries
2,Blueberries for Sal,Robert McCloskey,3,home
2,Blueberries for Sal,Robert McCloskey,3,and
2,Blueberries for Sal,Robert McCloskey,3,can
2,Blueberries for Sal,Robert McCloskey,3,them
2,Blueberries for Sal,Robert McCloskey,3,said
2,Blueberries for Sal,Robert McCloskey,3,her
2,Blueberries for Sal,Robert McCloskey,3,mother
2,Blueberries for Sal,Robert McCloskey,4,then
2,Blueberries for Sal,Robert McCloskey,4,we
2,Blueberries for Sal,Robert McCloskey,4,will
2,Blueberries for Sal,Robert McCloskey,4,have
2,Blueberries for Sal,Robert McCloskey,4,food
2,Blueberries for Sal,Robert McCloskey,4,for
2,Blueberries for Sal,Robert McCloskey,4,the
2,Blueberries for Sal,Robert McCloskey,4,winter
2,Blueberries for Sal,Robert McCloskey,5,little
2,Blueberries for Sal,Robert McCloskey,5,sal
2,Blueberries for Sal,Robert McCloskey,5,picked
2,Blueberries for Sal,Robert McCloskey,5,three
2,Blueberries for Sal,Robert McCloskey,5,berries
2,Blueberries for Sal,Robert McCloskey,5,and
2,Blueberries for Sal,Robert McCloskey,5,dropped
2,Blueberries for Sal,Robert McCloskey,5,them
2,Blueberries for Sal,Robert McCloskey,5,in
2,Blueberries for Sal,Robert McCloskey,5,her
2,Blueberries for Sal,Robert McCloskey,5,little
2,Blueberries for Sal,Robert McCloskey,5,tin
2,Blueberries for Sal,Robert McCloskey,5,pail
2,Blueberries for Sal,Robert McCloskey,5,kuplink
2,Blueberries for Sal,Robert McCloskey,5,kuplank
2,Blueberries for Sal,Robert McCloskey,5,kuplunk
2,Blueberries for Sal,Robert McCloskey,6,she
2,Blueberries for Sal,Robert McCloskey,6,picked
2,Blueberries for Sal,Robert McCloskey,6,three
2,Blueberries for Sal,Robert McCloskey,6,more
2,Blueberries for Sal,Robert McCloskey,6,berries
2,Blueberries for Sal,Robert McCloskey,6,and
2,Blueberries for Sal,Robert McCloskey,6,ate
2,Blueberries for Sal,Robert McCloskey,6,them
2,Blueberries for Sal,Robert McCloskey,7,then
2,Blueberries for Sal,Robert McCloskey,7,she
2,Blueberries for Sal,Robert McCloskey,7,picked
2,Blueberries for Sal,Robert McCloskey,7,more
2,Blueberries for Sal,Robert McCloskey,7,berries
2,Blueberries for Sal,Robert McCloskey,7,and
2,Blueberries for Sal,Robert McCloskey,7,dropped
2,Blueberries for Sal,Robert McCloskey,7,one
2,Blueberries for Sal,Robert McCloskey,7,in
2,Blueberries for Sal,Robert McCloskey,7,the
2,Blueberries for Sal,Robert McCloskey,7,pail
2,Blueberries for Sal,Robert McCloskey,7,kuplunk
2,Blueberries for Sal,Robert McCloskey,8,and
2,Blueberries for Sal,Robert McCloskey,8,the
2,Blueberries for Sal,Robert McCloskey,8,rest
2,Blueberries for Sal,Robert McCloskey,8,she
2,Blueberries for Sal,Robert McCloskey,8,ate
2,Blueberries for Sal,Robert McCloskey,9,then
2,Blueberries for Sal,Robert McCloskey,9,little
2,Blueberries for Sal,Robert McCloskey,9,sal
2,Blueberries for Sal,Robert McCloskey,9,ate
2,Blueberries for Sal,Robert McCloskey,9,all
2,Blueberries for Sal,Robert McCloskey,9,four
2,Blueberries for Sal,Robert McCloskey,9,blueberries
2,Blueberries for Sal,Robert McCloskey,9,out
2,Blueberries for Sal,Robert McCloskey,9,of
2,Blueberries for Sal,Robert McCloskey,9,her
2,Blueberries for Sal,Robert McCloskey,9,pail
2,Blueberries for Sal,Robert McCloskey,10,her
2,Blueberries for Sal,Robert McCloskey,10,mother
2,Blueberries for Sal,Robert McCloskey,10,walked
2,Blueberries for Sal,Robert McCloskey,10,slowly
2,Blueberries for Sal,Robert McCloskey,10,through
2,Blueberries for Sal,Robert McCloskey,10,the
2,Blueberries for Sal,Robert McCloskey,10,bushes
2,Blueberries for Sal,Robert McCloskey,10,picking
2,Blueberries for Sal,Robert McCloskey,10,blueberries
2,Blueberries for Sal,Robert McCloskey,10,as
2,Blueberries for Sal,Robert McCloskey,10,she
2,Blueberries for Sal,Robert McCloskey,10,went
2,Blueberries for Sal,Robert McCloskey,10,and
2,Blueberries for Sal,Robert McCloskey,10,putting
2,Blueberries for Sal,Robert McCloskey,10,them
2,Blueberries for Sal,Robert McCloskey,10,in
2,Blueberries for Sal,Robert McCloskey,10,her
2,Blueberries for Sal,Robert McCloskey,10,pail
2,Blueberries for Sal,Robert McCloskey,11,little
2,Blueberries for Sal,Robert McCloskey,11,sal
2,Blueberries for Sal,Robert McCloskey,11,struggled
2,Blueberries for Sal,Robert McCloskey,11,along
2,Blueberries for Sal,Robert McCloskey,11,behind
2,Blueberries for Sal,Robert McCloskey,11,picking
2,Blueberries for Sal,Robert McCloskey,11,blueberries
2,Blueberries for Sal,Robert McCloskey,11,and
2,Blueberries for Sal,Robert McCloskey,11,eating
2,Blueberries for Sal,Robert McCloskey,11,every
2,Blueberries for Sal,Robert McCloskey,11,single
2,Blueberries for Sal,Robert McCloskey,11,one
2,Blueberries for Sal,Robert McCloskey,12,little
2,Blueberries for Sal,Robert McCloskey,12,sal
2,Blueberries for Sal,Robert McCloskey,12,hurried
2,Blueberries for Sal,Robert McCloskey,12,ahead
2,Blueberries for Sal,Robert McCloskey,12,and
2,Blueberries for Sal,Robert McCloskey,12,dropped
2,Blueberries for Sal,Robert McCloskey,12,a
2,Blueberries for Sal,Robert McCloskey,12,blueberry
2,Blueberries for Sal,Robert McCloskey,12,in
2,Blueberries for Sal,Robert McCloskey,12,her
2,Blueberries for Sal,Robert McCloskey,12,mother’s
2,Blueberries for Sal,Robert McCloskey,12,pail
2,Blueberries for Sal,Robert McCloskey,13,it
2,Blueberries for Sal,Robert McCloskey,13,didn’t
2,Blueberries for Sal,Robert McCloskey,13,sound
2,Blueberries for Sal,Robert McCloskey,13,kuplink
2,Blueberries for Sal,Robert McCloskey,13,because
2,Blueberries for Sal,Robert McCloskey,13,the
2,Blueberries for Sal,Robert McCloskey,13,bottom
2,Blueberries for Sal,Robert McCloskey,13,of
2,Blueberries for Sal,Robert McCloskey,13,the
2,Blueberries for Sal,Robert McCloskey,13,pail
2,Blueberries for Sal,Robert McCloskey,13,was
2,Blueberries for Sal,Robert McCloskey,13,already
2,Blueberries for Sal,Robert McCloskey,13,covered
2,Blueberries for Sal,Robert McCloskey,13,with
2,Blueberries for Sal,Robert McCloskey,13,berries
2,Blueberries for Sal,Robert McCloskey,14,she
2,Blueberries for Sal,Robert McCloskey,14,reached
2,Blueberries for Sal,Robert McCloskey,14,down
2,Blueberries for Sal,Robert McCloskey,14,inside
2,Blueberries for Sal,Robert McCloskey,14,to
2,Blueberries for Sal,Robert McCloskey,14,get
2,Blueberries for Sal,Robert McCloskey,14,her
2,Blueberries for Sal,Robert McCloskey,14,berry
2,Blueberries for Sal,Robert McCloskey,14,back
2,Blueberries for Sal,Robert McCloskey,15,though
2,Blueberries for Sal,Robert McCloskey,15,she
2,Blueberries for Sal,Robert McCloskey,15,really
2,Blueberries for Sal,Robert McCloskey,15,didn’t
2,Blueberries for Sal,Robert McCloskey,15,mean
2,Blueberries for Sal,Robert McCloskey,15,to
2,Blueberries for Sal,Robert McCloskey,15,she
2,Blueberries for Sal,Robert McCloskey,15,pulled
2,Blueberries for Sal,Robert McCloskey,15,out
2,Blueberries for Sal,Robert McCloskey,15,a
2,Blueberries for Sal,Robert McCloskey,15,large
2,Blueberries for Sal,Robert McCloskey,15,handful
2,Blueberries for Sal,Robert McCloskey,15,because
2,Blueberries for Sal,Robert McCloskey,15,there
2,Blueberries for Sal,Robert McCloskey,15,were
2,Blueberries for Sal,Robert McCloskey,15,so
2,Blueberries for Sal,Robert McCloskey,15,many
2,Blueberries for Sal,Robert McCloskey,15,blueberries
2,Blueberries for Sal,Robert McCloskey,15,right
2,Blueberries for Sal,Robert McCloskey,15,up
2,Blueberries for Sal,Robert McCloskey,15,close
2,Blueberries for Sal,Robert McCloskey,15,to
2,Blueberries for Sal,Robert McCloskey,15,the
2,Blueberries for Sal,Robert McCloskey,15,one
2,Blueberries for Sal,Robert McCloskey,15,she
2,Blueberries for Sal,Robert McCloskey,15,had
2,Blueberries for Sal,Robert McCloskey,15,put
2,Blueberries for Sal,Robert McCloskey,15,in
2,Blueberries for Sal,Robert McCloskey,16,her
2,Blueberries for Sal,Robert McCloskey,16,mother
2,Blueberries for Sal,Robert McCloskey,16,stopped
2,Blueberries for Sal,Robert McCloskey,16,picking
2,Blueberries for Sal,Robert McCloskey,16,and
2,Blueberries for Sal,Robert McCloskey,16,said
2,Blueberries for Sal,Robert McCloskey,16,now
2,Blueberries for Sal,Robert McCloskey,16,sal
2,Blueberries for Sal,Robert McCloskey,16,you
2,Blueberries for Sal,Robert McCloskey,16,run
2,Blueberries for Sal,Robert McCloskey,16,along
2,Blueberries for Sal,Robert McCloskey,16,and
2,Blueberries for Sal,Robert McCloskey,16,pick
2,Blueberries for Sal,Robert McCloskey,16,your
2,Blueberries for Sal,Robert McCloskey,16,own
2,Blueberries for Sal,Robert McCloskey,16,berries
2,Blueberries for Sal,Robert McCloskey,17,mother
2,Blueberries for Sal,Robert McCloskey,17,wants
2,Blueberries for Sal,Robert McCloskey,17,to
2,Blueberries for Sal,Robert McCloskey,17,take
2,Blueberries for Sal,Robert McCloskey,17,her
2,Blueberries for Sal,Robert McCloskey,17,berries
2,Blueberries for Sal,Robert McCloskey,17,home
2,Blueberries for Sal,Robert McCloskey,17,and
2,Blueberries for Sal,Robert McCloskey,17,can
2,Blueberries for Sal,Robert McCloskey,17,them
2,Blueberries for Sal,Robert McCloskey,17,for
2,Blueberries for Sal,Robert McCloskey,17,next
2,Blueberries for Sal,Robert McCloskey,17,winter
2,Blueberries for Sal,Robert McCloskey,18,her
2,Blueberries for Sal,Robert McCloskey,18,mother
2,Blueberries for Sal,Robert McCloskey,18,went
2,Blueberries for Sal,Robert McCloskey,18,back
2,Blueberries for Sal,Robert McCloskey,18,to
2,Blueberries for Sal,Robert McCloskey,18,her
2,Blueberries for Sal,Robert McCloskey,18,picking
2,Blueberries for Sal,Robert McCloskey,18,but
2,Blueberries for Sal,Robert McCloskey,18,little
2,Blueberries for Sal,Robert McCloskey,18,sal
2,Blueberries for Sal,Robert McCloskey,18,because
2,Blueberries for Sal,Robert McCloskey,18,her
2,Blueberries for Sal,Robert McCloskey,18,feet
2,Blueberries for Sal,Robert McCloskey,18,were
2,Blueberries for Sal,Robert McCloskey,18,tired
2,Blueberries for Sal,Robert McCloskey,18,of
2,Blueberries for Sal,Robert McCloskey,18,standing
2,Blueberries for Sal,Robert McCloskey,18,and
2,Blueberries for Sal,Robert McCloskey,18,walking
2,Blueberries for Sal,Robert McCloskey,18,sat
2,Blueberries for Sal,Robert McCloskey,18,down
2,Blueberries for Sal,Robert McCloskey,18,in
2,Blueberries for Sal,Robert McCloskey,18,the
2,Blueberries for Sal,Robert McCloskey,18,middle
2,Blueberries for Sal,Robert McCloskey,18,of
2,Blueberries for Sal,Robert McCloskey,18,a
2,Blueberries for Sal,Robert McCloskey,18,large
2,Blueberries for Sal,Robert McCloskey,18,clump
2,Blueberries for Sal,Robert McCloskey,18,of
2,Blueberries for Sal,Robert McCloskey,18,bushes
2,Blueberries for Sal,Robert McCloskey,18,and
2,Blueberries for Sal,Robert McCloskey,18,ate
2,Blueberries for Sal,Robert McCloskey,18,blueberries
2,Blueberries for Sal,Robert McCloskey,19,on
2,Blueberries for Sal,Robert McCloskey,19,the
2,Blueberries for Sal,Robert McCloskey,19,other
2,Blueberries for Sal,Robert McCloskey,19,side
2,Blueberries for Sal,Robert McCloskey,19,of
2,Blueberries for Sal,Robert McCloskey,19,blueberry
2,Blueberries for Sal,Robert McCloskey,19,hill
2,Blueberries for Sal,Robert McCloskey,19,little
2,Blueberries for Sal,Robert McCloskey,19,bear
2,Blueberries for Sal,Robert McCloskey,19,came
2,Blueberries for Sal,Robert McCloskey,19,with
2,Blueberries for Sal,Robert McCloskey,19,his
2,Blueberries for Sal,Robert McCloskey,19,mother
2,Blueberries for Sal,Robert McCloskey,19,to
2,Blueberries for Sal,Robert McCloskey,19,eat
2,Blueberries for Sal,Robert McCloskey,19,blueberries
2,Blueberries for Sal,Robert McCloskey,20,little
2,Blueberries for Sal,Robert McCloskey,20,bear
2,Blueberries for Sal,Robert McCloskey,20,she
2,Blueberries for Sal,Robert McCloskey,20,said
2,Blueberries for Sal,Robert McCloskey,20,eat
2,Blueberries for Sal,Robert McCloskey,20,lots
2,Blueberries for Sal,Robert McCloskey,20,of
2,Blueberries for Sal,Robert McCloskey,20,berries
2,Blueberries for Sal,Robert McCloskey,20,and
2,Blueberries for Sal,Robert McCloskey,20,grow
2,Blueberries for Sal,Robert McCloskey,20,big
2,Blueberries for Sal,Robert McCloskey,20,and
2,Blueberries for Sal,Robert McCloskey,20,fat
2,Blueberries for Sal,Robert McCloskey,21,we
2,Blueberries for Sal,Robert McCloskey,21,must
2,Blueberries for Sal,Robert McCloskey,21,store
2,Blueberries for Sal,Robert McCloskey,21,up
2,Blueberries for Sal,Robert McCloskey,21,food
2,Blueberries for Sal,Robert McCloskey,21,for
2,Blueberries for Sal,Robert McCloskey,21,the
2,Blueberries for Sal,Robert McCloskey,21,long
2,Blueberries for Sal,Robert McCloskey,21,cold
2,Blueberries for Sal,Robert McCloskey,21,winter
2,Blueberries for Sal,Robert McCloskey,22,little
2,Blueberries for Sal,Robert McCloskey,22,bear
2,Blueberries for Sal,Robert McCloskey,22,followed
2,Blueberries for Sal,Robert McCloskey,22,behind
2,Blueberries for Sal,Robert McCloskey,22,his
2,Blueberries for Sal,Robert McCloskey,22,mother
2,Blueberries for Sal,Robert McCloskey,22,as
2,Blueberries for Sal,Robert McCloskey,22,she
2,Blueberries for Sal,Robert McCloskey,22,walked
2,Blueberries for Sal,Robert McCloskey,22,slowly
2,Blueberries for Sal,Robert McCloskey,22,through
2,Blueberries for Sal,Robert McCloskey,22,the
2,Blueberries for Sal,Robert McCloskey,22,bushes
2,Blueberries for Sal,Robert McCloskey,22,eating
2,Blueberries for Sal,Robert McCloskey,22,berries
2,Blueberries for Sal,Robert McCloskey,23,little
2,Blueberries for Sal,Robert McCloskey,23,bear
2,Blueberries for Sal,Robert McCloskey,23,stopped
2,Blueberries for Sal,Robert McCloskey,23,now
2,Blueberries for Sal,Robert McCloskey,23,and
2,Blueberries for Sal,Robert McCloskey,23,then
2,Blueberries for Sal,Robert McCloskey,23,to
2,Blueberries for Sal,Robert McCloskey,23,eat
2,Blueberries for Sal,Robert McCloskey,23,berries
2,Blueberries for Sal,Robert McCloskey,24,then
2,Blueberries for Sal,Robert McCloskey,24,he
2,Blueberries for Sal,Robert McCloskey,24,had
2,Blueberries for Sal,Robert McCloskey,24,to
2,Blueberries for Sal,Robert McCloskey,24,hustle
2,Blueberries for Sal,Robert McCloskey,24,along
2,Blueberries for Sal,Robert McCloskey,24,to
2,Blueberries for Sal,Robert McCloskey,24,catch
2,Blueberries for Sal,Robert McCloskey,24,up
2,Blueberries for Sal,Robert McCloskey,25,because
2,Blueberries for Sal,Robert McCloskey,25,his
2,Blueberries for Sal,Robert McCloskey,25,feet
2,Blueberries for Sal,Robert McCloskey,25,were
2,Blueberries for Sal,Robert McCloskey,25,tired
2,Blueberries for Sal,Robert McCloskey,25,of
2,Blueberries for Sal,Robert McCloskey,25,hustling
2,Blueberries for Sal,Robert McCloskey,25,he
2,Blueberries for Sal,Robert McCloskey,25,picked
2,Blueberries for Sal,Robert McCloskey,25,out
2,Blueberries for Sal,Robert McCloskey,25,a
2,Blueberries for Sal,Robert McCloskey,25,large
2,Blueberries for Sal,Robert McCloskey,25,clump
