language_code,occupation,female_score,male_score,gender_diff_score
ar,athlete,0.1199616782415592,0.2026570209172066,-0.0826953426756474
ar,author,0.13281294752110398,0.24619021289660967,-0.11337726537550569
ar,baker,0.1773994867248346,0.1835981399338485,-0.006198653209013888
ar,cleaner,0.16685028037768707,0.16614075136704304,7.095290106440277e-4
ar,dancer,0.25518501535895527,0.14189412887911007,0.1132908864798452
ar,doctor/physician,0.18140157479278599,0.23644559909678903,-0.05504402430400304
ar,firefighter,0.15245076745327282,0.2405877491926947,-0.08813698173942189
ar,governor,0.18194645772313153,0.23835629697502647,-0.05640983925189494
ar,hunter,0.17450963495564947,0.18447161203559986,-0.00996197707995039
ar,journalist,0.16381733589800754,0.2407165079675843,-0.07689917206957675
ar,judge,0.17320826312295673,0.2522672846609829,-0.07905902153802619
ar,lawyer,0.3051220852524328,0.19255619596211435,0.11256588929031844
ar,mechanic,0.10437770626161116,0.1276963277367729,-0.023318621475161727
ar,nurse,0.26734510976605047,0.1455333449796762,0.12181176478637426
ar,postman/postwoman,0.16164238993352695,0.20387446821057648,-0.04223207827704953
ar,professor,0.19425343754083943,0.2194882070437574,-0.025234769502917975
ar,sailor,0.16011427452850013,0.230886599736303,-0.07077232520780286
ar,secretary,0.17109632080636958,0.18718793874347872,-0.016091617937109143
ar,singer,0.1877561908093128,0.19357976439900954,-0.0058235735896967344
ar,waiter,0.1993476541138034,0.19989007850031734,-5.424243865139455e-4
da,athlete,0.2665217930812478,0.24189298885741872,0.02462880422382907
da,author,0.3966209853313469,0.2575873478034754,0.13903363752787146
da,baker,0.1980484939217147,0.21070002122701162,-0.012651527305296922
da,cleaner,0.33337318416678297,0.2413932681363468,0.09197991603043618
da,dancer,0.44146287375688226,0.23631960407551725,0.205143269681365
da,doctor/physician,0.24995847229222753,0.2453270666673437,0.004631405624883844
da,firefighter,0.24984965707819795,0.2652957502438575,-0.015446093165659536
da,governor,0.1994022707677597,0.2253019635325941,-0.025899692764834392
da,hunter,0.18540276266384917,0.21136961197786422,-0.02596684931401505
da,journalist,0.28176199242366873,0.25560241158529556,0.026159580838373164
da,judge,0.1845400844780086,0.20672517643888752,-0.022185091960878922
da,lawyer,0.2854229024829454,0.2667526131670301,0.0186702893159153
da,mechanic,0.21541027773400898,0.2756278519860782,-0.06021757425206922
da,nurse,0.33002634620914995,0.17523614192769407,0.15479020428145587
da,postman/postwoman,0.23968908200840824,0.2938848561582993,-0.054195774149891046
da,professor,NaN,0.24740778208122854,NaN
da,sailor,0.2188672242217387,0.20667176782780894,0.012195456393929771
da,secretary,NaN,NaN,NaN
da,singer,0.39041425677781055,0.23262996719090523,0.15778428958690532
da,waiter,0.46243212756869895,0.2385030397920583,0.22392908777664064
de,athlete,0.3433682290171486,0.2722940387081568,0.07107419030899176
de,author,0.37129278856466275,0.28894690950460095,0.0823458790600618
de,baker,0.3901854422990136,0.25541987964481483,0.13476556265419876
de,cleaner,0.39469071040043857,0.26628557606646713,0.12840513433397144
de,dancer,0.3906508559108998,0.2542792439147646,0.13637161199613523
de,doctor/physician,0.3966009635547963,0.2905394559966566,0.1060615075581397
de,firefighter,0.28614600280061,0.278639283804648,0.007506718995962003
de,governor,0.20273460378465202,0.25343031779228015,-0.05069571400762812
de,hunter,0.4040718242104425,0.23034225627101254,0.17372956793942998
de,journalist,0.3605350068718009,0.2738154778210288,0.08671952905077213
de,judge,0.3383151196511011,0.26781714978881166,0.07049796986228946
de,lawyer,0.3838015595256357,0.2987702844174654,0.08503127510817032
de,mechanic,0.37707262535612246,0.2923343606257103,0.08473826473041218
de,nurse,0.45859603001445304,0.3009142741843963,0.15768175583005672
de,postman/postwoman,0.40266567707051526,0.30706921181744085,0.09559646525307441
de,professor,0.32525254415122706,0.270952977760642,0.054299566390585086
de,sailor,0.34374060229280184,0.3091199908676613,0.03462061142514056
de,secretary,0.4178062850584203,0.3024515792546528,0.1153547058037675
de,singer,0.37675688011462805,0.2686111682806424,0.10814571183398564
de,waiter,0.36145688270727794,0.2526561524082615,0.10880073029901643
en,athlete,0.2582730092644615,0.24550459538401148,0.012768413880450025
en,author,0.34726306627712267,0.21225950492406015,0.13500356135306252
en,baker,0.2202904194688653,0.21877363597663604,0.0015167834922292511
en,cleaner,0.2093168421718462,0.16012872269103937,0.04918811948080684
en,dancer,0.38585059706935076,0.28538227286557333,0.10046832420377744
en,doctor/physician,0.30208557575834166,0.2947460424305267,0.007339533327814951
en,firefighter,0.254076736031857,0.25781907987087366,-0.0037423438390166708
en,governor,0.19459186599669087,0.24034709562376316,-0.04575522962707229
en,hunter,0.2623156894751446,0.23980343767261303,0.02251225180253158
en,journalist,0.29769698853575377,0.2712548499049184,0.026442138630835388
en,judge,0.2230521034671878,0.25050942191558107,-0.027457318448393275
en,lawyer,0.30594225522618734,0.3208809353719798,-0.014938680145792471
en,mechanic,0.23237419837783843,0.2823715722224951,-0.04999737384465666
en,nurse,0.3988633515733615,0.23749498983046052,0.16136836174290098
en,postman/postwoman,0.418417691173255,0.2820321129757658,0.1363855781974892
en,professor,0.23353683871938802,0.2411510251047588,-0.007614186385370786
en,sailor,0.3010678828215379,0.2854657695012059,0.015602113320332012
en,secretary,0.21972197982637925,0.22856128850228774,-0.008839308675908486
en,singer,0.359568915172413,0.2822490206465358,0.07731989452587723
en,waiter,0.4553413669723715,0.3380575866089969,0.11728378036337461
es,athlete,0.26683059649334706,0.23567003138722392,0.03116056510612314
es,author,0.34319832857956917,0.28943613641790483,0.053762192161664335
es,baker,0.29474671968626753,0.34521794853589577,-0.050471228849628236
es,cleaner,0.32219109634058096,0.2671238937783928,0.05506720256218817
es,dancer,0.3895742972023346,0.2885686171356878,0.10100568006664679
es,doctor/physician,0.36805932907688493,0.2890608018950307,0.07899852718185424
es,firefighter,0.24403677741902904,0.3262265664642495,-0.08218978904522048
es,governor,0.33321325714881034,0.2736417754783634,0.05957148167044696
