language_code,occupation,female_score,male_score,gender_diff_score
ar,athlete,0.1373371014336702,0.1834835680587671,-0.04614646662509689
ar,author,0.1540205942251587,0.18643676580104937,-0.03241617157589066
ar,baker,0.1798698655178871,0.1867135817605479,-0.00684371624266078
ar,cleaner,0.1310263337798346,0.15293601060230444,-0.02190967682246983
ar,dancer,0.24074382603044417,0.16180849902105163,0.07893532700939254
ar,doctor/physician,0.17326245550422534,0.19488612946863393,-0.02162367396440859
ar,firefighter,0.1798167873062386,0.1757239750578292,0.004092812248409405
ar,governor,0.19361027475159154,0.2506698434071416,-0.057059568655550064
ar,hunter,0.16779787928087056,0.21650612992569196,-0.0487082506448214
ar,journalist,0.1858239921262209,0.18752342794440546,-0.0016994358181845748
ar,judge,0.11546757625828029,0.15450140396426057,-0.03903382770598028
ar,lawyer,0.24948974376010702,0.14390936461561712,0.1055803791444899
ar,mechanic,0.16964726524468526,0.1994741287613356,-0.029826863516650343
ar,nurse,0.2638908012688715,0.1605040121780078,0.10338678909086368
ar,postman/postwoman,0.1571858036009003,0.2051622318135272,-0.047976428212626904
ar,professor,0.1303880208790308,0.17560535035938854,-0.045217329480357726
ar,sailor,0.1848901981167666,0.19754197384544753,-0.012651775728680925
ar,secretary,0.18241221390498974,0.2094941016080745,-0.027081887703084756
ar,singer,0.181193293100963,0.2239176618383311,-0.042724368737368096
ar,waiter,0.191258995727936,0.23815027829825453,-0.04689128257031852
da,athlete,0.20644558944459312,0.21105943903213523,-0.0046138495875421015
da,author,0.2529526930741011,0.1984103520983242,0.054542340975776926
da,baker,0.2148089103289355,0.1362516972287498,0.07855721310018571
da,cleaner,0.2737767129094253,0.17208815175501815,0.10168856115440714
da,dancer,0.32160086022379936,0.13274295485608553,0.18885790536771382
da,doctor/physician,0.2332560132864548,0.23266470211362675,5.913111728280407e-4
da,firefighter,0.18480796212527736,0.21190271913202308,-0.027094757006745712
da,governor,0.1276038580109962,0.17959007542249047,-0.051986217411494284
da,hunter,0.1806528795141855,0.2203249631461538,-0.03967208363196831
da,journalist,0.23277220391006087,0.1864591478338629,0.046313056076197984
da,judge,0.1559041573496534,0.19116848843560133,-0.035264331085947925
da,lawyer,0.2020226052011979,0.21424525142339032,-0.012222646222192407
da,mechanic,0.15529915128600733,0.23596357132079443,-0.0806644200347871
da,nurse,0.31337504697666263,0.1870970854854903,0.12627796149117232
da,postman/postwoman,0.12214414131552452,0.2594243955439478,-0.13728025422842327
da,professor,NaN,0.19134958225577625,NaN
da,sailor,0.13216908789382087,0.13356645713904386,-0.0013973692452229902
da,secretary,NaN,NaN,NaN
da,singer,0.3313537765347064,0.19660683895053727,0.1347469375841691
da,waiter,0.304003652039755,0.17854246736957724,0.12546118467017775
de,athlete,NaN,NaN,NaN
de,author,NaN,NaN,NaN
de,baker,NaN,NaN,NaN
de,cleaner,NaN,NaN,NaN
de,dancer,NaN,NaN,NaN
de,doctor/physician,NaN,0.1767766602662934,NaN
de,firefighter,NaN,NaN,NaN
de,governor,NaN,NaN,NaN
de,hunter,NaN,NaN,NaN
de,journalist,NaN,0.16746136967823808,NaN
de,judge,NaN,0.1611452802719144,NaN
de,lawyer,0.26702948464725906,0.21691567918320265,0.050113805464056416
de,mechanic,NaN,0.20064566778183388,NaN
de,nurse,NaN,0.23599567898557286,NaN
de,postman/postwoman,NaN,NaN,NaN
de,professor,NaN,0.17735324223049792,NaN
de,sailor,NaN,NaN,NaN
de,secretary,NaN,NaN,NaN
de,singer,NaN,NaN,NaN
de,waiter,NaN,NaN,NaN
en,athlete,0.24242962612823543,0.27053896947425515,-0.028109343346019722
en,author,0.34266471768219464,0.2982022262683692,0.04446249141382547
en,baker,0.31653397286358803,0.31057114738931946,0.005962825474268574
en,cleaner,0.22348761023006972,0.2202727537215702,0.0032148565084995084
en,dancer,0.3430913141013045,0.25023069163480793,0.09286062246649657
en,doctor/physician,0.39206104901246097,0.3835957357855823,0.008465313226878657
en,firefighter,0.3072041284163537,0.35452643526718647,-0.047322306850832774
en,governor,0.26213101270040806,0.31648429270386047,-0.05435328000345241
en,hunter,0.3400336934535572,0.3959679529407951,-0.0559342594872379
en,journalist,0.3245457210790808,0.3114029374695981,0.013142783609482733
en,judge,0.25997477977024847,0.3014977033167172,-0.04152292354646875
en,lawyer,0.31836667797201734,0.33273279605746997,-0.014366118085452628
en,mechanic,0.22688065457063133,0.3069491410339873,-0.08006848646335596
en,nurse,0.39437738402283884,0.27553886901134017,0.11883851501149867
en,postman/postwoman,0.37686614003145813,0.3001179911573721,0.07674814887408604
en,professor,0.2610636118182691,0.31045906858446654,-0.04939545676619744
en,sailor,0.27925730011466543,0.326940938780345,-0.047683638665679595
en,secretary,0.30126409412075117,0.28584814523658847,0.0154159488841627
en,singer,0.3856177677713068,0.32170245334832426,0.06391531442298254
en,waiter,0.41305535804785,0.3518358389003083,0.0612195191475417
es,athlete,0.17971654802477152,0.23374317372297793,-0.054026625698206404
es,author,0.26172404500606855,0.2005230411073664,0.061201003898702144
es,baker,0.301057286037088,0.27808578009117046,0.022971505945917514
es,cleaner,0.2584765211988824,0.1810790403971551,0.07739748080172731
es,dancer,0.3054180536989698,0.21607182038007838,0.08934623331889141
es,doctor/physician,0.30141254487056046,0.24428711441393386,0.0571254304566266
es,firefighter,0.22911660906268178,0.24821676978302762,-0.019100160720345843
es,governor,0.2672759862303407,0.220098392972068,0.0471775932582727
es,hunter,0.24462222743285086,0.23843969629850423,0.006182531134346636
es,journalist,0.22137824988659918,0.22460202388870104,-0.003223774002101859
es,judge,0.24868064038343413,0.2294523740401371,0.019228266343297024
es,lawyer,0.2957714483428829,0.26553386267640533,0.03023758566647755
es,mechanic,0.16651334719010658,0.23520430603414577,-0.0686909588440392
es,nurse,0.32430773560471643,0.2805573691190059,0.04375036648571051
es,postman/postwoman,0.24659791519537205,0.2847862588745226,-0.03818834367915053
es,professor,0.3254274735177971,0.26754077248336877,0.057886701034428334
es,sailor,0.23108453065760526,0.2870810874826968,-0.055996556825091526
es,secretary,0.3285791042377566,0.21077528310679658,0.11780382113096002
es,singer,0.2142306557508442,0.17421890192377198,0.04001175382707223
es,waiter,0.3000337485236753,0.22887765893603285,0.07115608958764247
fa,athlete,0.2279828223649293,0.2913691110415151,-0.06338628867658577
fa,author,NaN,NaN,NaN
fa,baker,0.23064476662303246,0.21637269562813696,0.014272070994895497
fa,cleaner,0.3039093895855041,0.2890349437355449,0.014874445849959228
fa,dancer,NaN,NaN,NaN
fa,doctor/physician,0.18255968608274373,0.19109827814027322,-0.008538592057529493
fa,firefighter,0.22757769617575932,0.21083684464346758,0.01674085153229174
fa,governor,0.1433849821893522,0.1403137374217112,0.003071244767641007
fa,hunter,0.16089495011015933,0.16841160633692548,-0.007516656226766144
fa,journalist,0.25967059809491405,0.2582690815037761,0.0014015165911379635
fa,judge,0.20916666937231643,0.20795209603608045,0.00121457333623598
fa,lawyer,0.1768779484927878,0.19309819666609263,-0.016220248173304835
fa,mechanic,0.169932156245103,0.17396612843866238,-0.0040339721935593875
fa,nurse,0.26124945325784393,0.22007049915983545,0.04117895409800848
fa,postman/postwoman,0.27943111479003857,0.22270000694783995,0.05673110784219862
fa,professor,0.1856124941280506,0.2133947865209923,-0.02778229239294172
fa,sailor,0.16947065123337393,0.2025219082537819,-0.03305125702040798
fa,secretary,0.19216850037808356,0.1441931689459081,0.047975331432175444
fa,singer,0.2755411261672708,0.22640569697182344,0.04913542919544733
fa,waiter,0.2634022955072347,0.23670987670632593,0.02669241880090878
fi,athlete,0.27204824051756293,0.2695390456313747,0.0025091948861882263
fi,author,0.2253612262879691,0.21204316082942776,0.013318065458541334
fi,baker,0.196975991557499,0.20633193010341583,-0.00935593854591682
fi,cleaner,0.13541655764153282,0.115228335881364,0.020188221760168823
fi,dancer,0.2567123057760236,0.2074382917789526,0.049274013997071014
